srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR14294232	ERX13695330	ERS23161454	ERP163718	PRJEB79567	Salmonella enterica subsp. enterica serovar Enteritidis		OXFORD_NANOPORE	PromethION	486239316.0	95276.0	WGS	GENOMIC	SINGLE	Raw reads: SE001_L
ERR11831516	ERX11229714	ERS16250267	ERP147976	PRJEB62849	Cobetia amphilecti		PACBIO_SMRT	Sequel	726131947.0	137126.0	WGS	GENOMIC	SINGLE	Sequel sequencing
SRR27142792	SRX22824557	SRS15258753	SRP051099	PRJNA269675	Yersinia aleksiciae	SCPM-O-B-8087 (216)	OXFORD_NANOPORE	MinION	741057042.0	74784.0	WGS	GENOMIC	SINGLE	2023 Sample 443
SRR31850029	SRX27209894	SRS23659393	SRP554329	PRJNA1194773	bacterium	NSJ-61 sp003433845 AM114-28	OXFORD_NANOPORE	MinION	3838848081.0	544666.0	WGS	GENOMIC	SINGLE	genome-clean-data
ERR10499008	ERX10016297	ERS14255609	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	94845955.0	12242.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30821_1#243
SRR27029000	SRX22720836	SRS19651107	SRP474456	PRJNA1026650	[Clostridium] scindens	JCM10423 (36-S)	PACBIO_SMRT	Sequel IIe	1698666744.0	210152.0	WGS	GENOMIC	SINGLE	Genome Sequence of Clostridium scindens JCM10423
ERR15879589	ERX15276542	ERS27259351	ERP182816	PRJEB101410	Escherichia coli	Esc22	OXFORD_NANOPORE	GridION	376814861.0	64645.0	WGS	GENOMIC	SINGLE	GridION sequencing
ERR10472427	ERX9992772	ERS6795277	ERP109413	PRJEB27342	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	6865226763.0	1106379.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR15031893	SRX11343486	SRS9383692	SRP326726	PRJNA737600	Streptomyces sp. GMY02	GMY02	OXFORD_NANOPORE	GridION	9327398.0	4000.0	WGS	GENOMIC	SINGLE	WGS Streptomyces sp. GMY02
SRR15989624	SRX12277915	SRS9998904	SRP357537	PRJNA801416	Klebsiella pneumoniae	E267	OXFORD_NANOPORE	GridION	1437948930.0	229003.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR31486700	SRX26854889	SRS19546512	SRP472100	PRJNA1040819	Escherichia coli	2020_EC35	OXFORD_NANOPORE	PromethION	766662755.0	102244.0	WGS	GENOMIC	SINGLE	Porcine Escherichia coli
SRR15989239	SRX12277628	SRS9999049	SRP357537	PRJNA801416	Klebsiella pneumoniae	1191	OXFORD_NANOPORE	GridION	753971685.0	77141.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR22890804	SRX18848694	SRS16280062	SRP414793	PRJNA871981	plant metagenome		PACBIO_SMRT	Sequel	17613056.0	11700.0	WGS	GENOMIC	SINGLE	Microbial diversity of alfalfa
SRR13674020	SRX10063462	SRS8225678	SRP040661	PRJNA231221	Klebsiella pneumoniae	FDAARGOS_1314	PACBIO_SMRT	Sequel	148706012.0	24509.0	WGS	GENOMIC	SINGLE	
SRR34580181	SRX29721755	SRS25829393	SRP601806	PRJNA1123745	Escherichia coli	729_021014_1_4	OXFORD_NANOPORE	MinION	705260429.0	137504.0	WGS	GENOMIC	SINGLE	Nanopore long read sequencing for the fully closed genome for the sample
SRR33768705	SRX28991373	SRS22456110	SRP444583	PRJNA962904	Klebsiella michiganensis		PACBIO_SMRT	Sequel II	320924889.0	15294.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0675HE1 for ARCH 2
SRR19843318	SRX15887070	SRS12115027	SRP361569	PRJNA768416	Paenibacillus sp. FSL M7-0802	FSL M7-0802	OXFORD_NANOPORE	MinION	209410858.0	68914.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
SRR29778993	SRX25278887	SRS21698265	SRP418402	PRJNA925803	Streptococcus dysgalactiae subsp. equisimilis	MGCS35869	OXFORD_NANOPORE	GridION	317580802.0	151855.0	WGS	GENOMIC	SINGLE	WGS of Streptococcus dysgalactiae subsp. equisimilis
SRR35985022	SRX31034312	SRS27024297	SRP643431	PRJNA1340323	Bradyrhizobium elkanii	USDA 4514	PACBIO_SMRT	Sequel IIe	490317105.0	49206.0	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 4514
DRR493282	DRX477481	DRS205878	DRP007742	PRJDB10568	Serratia marcescens	QE20	OXFORD_NANOPORE	MinION	204624375.0	13837.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00247414
SRR28445688	SRX24049213	SRS20840578	SRP497734	PRJNA1077798	Alteromonas gracilis	J4	OXFORD_NANOPORE	MinION	2738408.0	1000.0	WGS	GENOMIC	SINGLE	Alteromonas gracilis strain J4, whole genome Nanopore Sequencing
SRR11209198	SRX7822235	SRS6233359	SRP251108	PRJNA609126	Staphylococcus aureus	SA1428	OXFORD_NANOPORE	GridION	104395871.0	4000.0	WGS	GENOMIC	SINGLE	Genome sequence of a chronic Staphylococcus aureus isolated from dairy cow that is non-responsive to antibiotic treatment
SRR5182043	SRX2498151	SRS1925005	SRP096895	PRJNA353873	Mycobacterium tuberculosis		PACBIO_SMRT	PacBio RS	331143494.0	163482.0	WGS	GENOMIC	SINGLE	DNA of Mtb
SRR33769193	SRX28991576	SRS22396955	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	507741178.0	24288.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0080HE3 for ARCH 2
SRR19776620	SRX15820876	SRS12273966	SRP364249	PRJNA816422	Helicobacter pylori	Hpfe126	OXFORD_NANOPORE	MinION	23317339.0	12069.0	WGS	GENOMIC	SINGLE	nanopore sequencing of h. pylori genomic DNA
