srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR28811954	SRX24375199	SRS21131855	SRP504151	PRJNA1104797	Xanthomonas campestris pv. raphani	LMG 00860	OXFORD_NANOPORE	PromethION	855597923.0	34222.0	WGS	GENOMIC	SINGLE	Genome sequencing of Xanthomonas campestris pv. raphani: strain LMG 00860
ERR14686347	ERX14087866	ERS23773261	ERP169826	PRJEB86481	Escherichia coli str. K-12 substr. MG1655	K-12	OXFORD_NANOPORE	MinION	234176878.0	91328.0	WGS	GENOMIC	SINGLE	MinION sequencing
ERR12328550	ERX11705354	ERS17177495	ERP155552	PRJEB70626	Mycobacterium tuberculosis		OXFORD_NANOPORE	MinION	77663499.0	30034.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR30896139	SRX26299882	SRS22828604	SRP536878	PRJNA1134622	Escherichia coli	OXEC-357	OXFORD_NANOPORE	MinION	110069711.0	22346.0	WGS	GENOMIC	SINGLE	OXEC-357
SRR35628928	SRX30685106	SRS26704521	SRP627750	PRJNA1333901	Pseudomonas sp. KH_046_1	KH_046_1	OXFORD_NANOPORE	MinION	992561555.0	192655.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of cultivable bacteria collected in an iron ore mine and a crystal cave
SRR17649134	SRX13817397	SRS3556774	SRP072679	PRJNA316969	Escherichia coli	UMB1335	OXFORD_NANOPORE	GridION	174253008.0	38633.0	WGS	GENOMIC	SINGLE	WGS of E. coli UMB1335
DRR295322	DRX284778	DRS478507	DRP004189	PRJDB5929	Klebsiella pneumoniae	C1353	OXFORD_NANOPORE	GridION	1972150967.0	336427.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00324227
SRR35213395	SRX30316963	SRS26363898	SRP615992	PRJNA1301220	Acinetobacter baumannii	ABO21-E109	OXFORD_NANOPORE	MinION	493372926.0	84641.0	WGS	GENOMIC	SINGLE	Whole geneme sequencing of Acinetobacter baumannii: isolates of the Ab-One study
SRR19090854	SRX15160542	SRS12902729	SRP373722	PRJNA833969	Escherichia coli		OXFORD_NANOPORE	MinION	463047436.0	36030.0	WGS	GENOMIC	SINGLE	Long-read WGS characterization of ESBL-producing E. coli isolates from dairy cattle in Northern Spain
SRR19894751	SRX15937792	SRS13624980	SRP384109	PRJNA853901	Bordetella pertussis	Bp-801838	OXFORD_NANOPORE	MinION	372355538.0	42277.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Bordetella pertussis with Nanopore Q20 kit
ERR8607225	ERX8239805	ERS10607627	ERP135255	PRJEB50649	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	79697425.0	15576.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR10337246	SRX7047320	SRS2161707	SRP226743	PRJNA541970	Salmonella enterica subsp. houtenae str. CFSAN000552	SGSC 3086	OXFORD_NANOPORE	GridION	1461356280.0	106897.0	WGS	GENOMIC	SINGLE	Closed genomes of twenty-eight foodborne pathogens from the CFSAN validation set by a combination of long and short-reads
SRR33399027	SRX28641584	SRS24911932	SRP582626	PRJNA1194585	Rothia dentocariosa	SOSUI028	OXFORD_NANOPORE	MinION	1122130705.0	312465.0	WGS	GENOMIC	SINGLE	WGS of Rothia dentocariosa isolate SOSUI028
DRR213570	DRX203911	DRS125473	DRP005885	PRJDB8600	Vibrio cholerae	RIMD 2214315	PACBIO_SMRT	PacBio RS II	1147523042.0	117689.0	WGS	GENOMIC	SINGLE	Vibrio cholerae O77 RIMD 2214315
ERR15191348	ERX14596975	ERS25135718	ERP160948	PRJEB76420	Escherichia coli		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	MinION sequencing
SRR5637468	SRX2875949	SRS2245788	SRP108398	PRJNA388737	Francisella tularensis	not applicable	OXFORD_NANOPORE	MinION	669523614.0	57806.0	WGS	GENOMIC	SINGLE	schavott_FSC040_FSC377_FSC539
SRR21547805	SRX17549994	SRS4046087	SRP395888	PRJNA812595	Escherichia coli	PNUSAE019785	OXFORD_NANOPORE	MinION	4242170157.0	781574.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of ARLN isolate
ERR11275449	ERX10683019	ERS14857418	ERP146774	PRJEB61685	Mycobacterium tuberculosis variant bovis BCG		OXFORD_NANOPORE	MinION	171612894.0	96002.0	WGS	GENOMIC	SINGLE	MinION sequencing
ERR1223221	ERX1295434	ERS921421	ERP005928	PRJEB6403	Staphylococcus aureus	NCTC5969	PACBIO_SMRT	PacBio RS	2377424900.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
DRR493629	DRX477828	DRS321408	DRP010456	PRJDB16243	Fusobacterium nucleatum	C-P10	PACBIO_SMRT	Sequel II	397225855.0	30000.0	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00632028
SRR13192546	SRX9626913	SRS7827983	SRP295672	PRJNA681856	Salmonella enterica	LHICA_E1	OXFORD_NANOPORE	MinION	16155959.0	4000.0	WGS	GENOMIC	SINGLE	WGS of Salmonella enterica Lhica E30
SRR35071150	SRX30184871	SRS26244879	SRP610420	PRJNA1308807	Escherichia coli	Ec_428	OXFORD_NANOPORE	MinION	1319177718.0	144320.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated E. coli strain from wastewater
SRR8832682	SRX5620962	SRS4566892	SRP190035	PRJNA529600	Pseudomonas fluorescens	LBUM677	PACBIO_SMRT	PacBio RS II	444719206.0	163482.0	WGS	GENOMIC	SINGLE	Whole genome sequence of Pseudomonas fluorescens LBUM677
SRR22840562	SRX18799742	SRS16233259	SRP414243	PRJNA914626	Pseudomonas putida	PD310	OXFORD_NANOPORE	MinION	33105529.0	8032.0	WGS	GENOMIC	SINGLE	Nanopore seq_Pseudomonas putida
SRR9004620	SRX5783187	SRS4715978	SRP194599	PRJNA538225	Ornithinimicrobium humiphilum	DSM 12362	PACBIO_SMRT	Sequel	1181866017.0	301838.0	WGS	GENOMIC	SINGLE	Ornithinimicrobium humiphilum DSM 12362
ERR10498891	ERX10016180	ERS14255931	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	98364433.0	13900.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30602_2#31
DRR538159	DRX521978	DRS397793	DRP011824	PRJDB17661	Faecalibacterium sp. i25-0019-C1	i25-0019-C1	OXFORD_NANOPORE	MinION	449354922.0	105192.0	WGS	GENOMIC	SINGLE	MinION single end sequencing of  SAMD00759009
SRR33768425	SRX28991051	SRS22397170	SRP444583	PRJNA962904	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	179848960.0	10387.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0034HE2 for ARCH 2
SRR21931401	SRX17915851	SRS9975537	SRP040281	PRJNA230403	Salmonella enterica	PNUSAS224101	OXFORD_NANOPORE	GridION			WGS	GENOMIC	SINGLE	nanopore sequence of Salmonella enterica Typhi
SRR32735228	SRX28021560	SRS21935115	SRP518672	PRJNA1133624	Pseudomonas aeruginosa	ARGA00189	PACBIO_SMRT	Revio	1104931530.0	130113.0	WGS	GENOMIC	SINGLE	WGS of ARGA00189
ERR2532406	ERX2550827	ERS2419121	ERP005928	PRJEB6403	Cronobacter sakazakii	NCTC8155	PACBIO_SMRT	PacBio RS	1145830906.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR35513839	SRX30589525	SRS26617961	SRP620300	PRJNA1328464	Staphylococcus hominis	SHOMINIS	OXFORD_NANOPORE	GridION	88872878.0	15558.0	WGS	GENOMIC	SINGLE	Staphylococcus hominis, DBT kit, replicate 2, sequence replicate 1
ERR9843347	ERX9389144	ERS11816072	ERP120185	PRJEB36919	Campylobacter jejuni		PACBIO_SMRT	Sequel II	4572208478.0	604638.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
ERR1857498	ERX1919181	ERS1497501	ERP005928	PRJEB6403	Phocoenobacter uteri	NCTC12872	PACBIO_SMRT	PacBio RS	1132400887.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR901691	SRX306473	SRS445423	SRP026063	PRJNA203574	Mycobacterium avium MAV_120709_2344	MAV_120709_2344	PACBIO_SMRT	PacBio RS	505143425.0	81741.0	WGS	GENOMIC	SINGLE	
SRR32972703	SRX28245853	SRS24593514	SRP576427	PRJNA1190511	Yersinia pestis	91032	PACBIO_SMRT	Sequel	666373900.0	39572.0	WGS	GENOMIC	SINGLE	WGS of Yersinia pestis: cultured strain 91032
ERR2125792	ERX2182644	ERS1573002	ERP005928	PRJEB6403	uncultured Avibacterium sp.	3012STDY6733940	PACBIO_SMRT	PacBio RS	738927060.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR28096061	SRX23742233	SRS20569523	SRP491770	PRJNA1078842	Burkholderia pseudomallei	SiteB-1G	OXFORD_NANOPORE	MinION	21897279.0	4615.0	WGS	GENOMIC	SINGLE	WGS of Burkholderia pseudomallei isolate: environmental soil sample
SRR11297424	SRX7902821	SRS6310483	SRP252603	PRJNA612039	Bradyrhizobium sp. 41S5	41S5	PACBIO_SMRT	PacBio RS II	382749124.0	163482.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Bradyrhizobium sp. strain 41S5
