srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR22957123	SRX18913907	SRS16341722	SRP415590	PRJNA914624	Streptococcus pyogenes	emm12	OXFORD_NANOPORE	GridION	229595952.0	166839.0	WGS	GENOMIC	SINGLE	WGS of Streptococcus pyogenes
SRR23814602	SRX19636587	SRS17005562	SRP426688	PRJNA904945	Burkholderia pseudomallei	16MB038851	OXFORD_NANOPORE	GridION	1512904876.0	321801.0	WGS	GENOMIC	SINGLE	Patient3|NOV-2016
SRR12280306	SRX8784408	SRS7053128	SRP272861	PRJNA646575	Bacteroides thetaiotaomicron		OXFORD_NANOPORE	GridION	20053687.0	10500.0	WGS	GENOMIC	SINGLE	WGS  of Bacteroides fragilis group clinical isolates
SRR19843331	SRX15887057	SRS12115011	SRP361569	PRJNA768416	Bacillus sp. FSL L8-0528	FSL L8-0528	OXFORD_NANOPORE	MinION	406158255.0	79259.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
SRR15989145	SRX12277722	SRS9999219	SRP357537	PRJNA801416	Klebsiella pneumoniae	E943	OXFORD_NANOPORE	GridION	1260612397.0	147863.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR13404094	SRX9822965	SRS8005470	SRP276953	PRJNA605961	Salmonella enterica subsp. enterica serovar Typhimurium	LB5000	PACBIO_SMRT	PacBio RS II	3252511902.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RSII library STK005 NS
ERR10498958	ERX10016247	ERS14255452	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	51632214.0	15034.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30821_1#112
SRR21416095	SRX17420393	SRS12115383	SRP361569	PRJNA768416	Lactococcus sp. FSL W8-0209	FSL W8-0209	OXFORD_NANOPORE	MinION	1044714929.0	304795.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
ERR10791280	ERX10240590	ERS2651788	ERP104475	PRJEB22771	Streptococcus pneumoniae		PACBIO_SMRT	Sequel II	1730591752.0	265275.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR32528096	SRX27839432	SRS24213903	SRP567071	PRJNA1230128	Salmonella enterica subsp. enterica serovar Infantis	20EPA012NSA_1	OXFORD_NANOPORE	MinION	409697223.0	41376.0	WGS	GENOMIC	SINGLE	nanopore sequence of Salmonella enterica
SRR32410602	SRX27740954	SRS24128749	SRP565160	PRJNA1225906	Neisseria meningitidis		OXFORD_NANOPORE	GridION	546084868.0	131839.0	WGS	GENOMIC	SINGLE	WGS of Neisseria meningitids isolate
SRR33768400	SRX28991076	SRS22455883	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	589331708.0	38923.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0660HE1 for ARCH 2
SRR36347831	SRX31378044	SRS27357560	SRP578399	PRJNA1250426	Klebsiella pneumoniae	missing	OXFORD_NANOPORE	GridION	307852254.0	84049.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae: 14 days,  Male, Blood
SRR12395353	SRX8893544	SRS7152566	SRP276100	PRJNA650381	Mycobacterium tuberculosis		OXFORD_NANOPORE	MinION	789854263.0	497412.0	WGS	GENOMIC	SINGLE	Nanopore TB WGS
SRR37212163	SRX32148216	SRS28080204	SRP676645	PRJNA1422863	Escherichia coli	DH5alpha	OXFORD_NANOPORE	MinION	11495400.0	4495.0	WGS	GENOMIC	SINGLE	Raw whole-plasmid sequencing reads of Golgi-TagBFP-T7-BspQI
SRR10502106	SRX7191132	SRS5697134	SRP230761	PRJNA31357	Pseudomonas coronafaciens pv. oryzae str. 1_6	1_6	OXFORD_NANOPORE	MinION	2371546.0	1000.0	WGS	GENOMIC	SINGLE	A Complete Genome Sequence for Pseudomonas coronafaciens pv. oryzae str. 1_6
SRR16962389	SRX13153893	SRS11085871	SRP346490	PRJNA779451	Pseudomonas donghuensis	B21-042	PACBIO_SMRT	Sequel	1166454121.0	290968.0	WGS	GENOMIC	SINGLE	B21-042 PacBio sequencing reads
SRR33123833	SRX28387194	SRS24711121	SRP578427	PRJNA1244367	Bacillus cereus ATCC 14579	ATCC 14579	OXFORD_NANOPORE	GridION	880528444.0	239008.0	WGS	GENOMIC	SINGLE	WGS of Bacillus cereus Strain ATCC14598
SRR11048549	SRX7698571	SRS6123025	SRP247797	PRJNA347151	Cellulomonas oligotrophica	DSM 24482	PACBIO_SMRT	PacBio RS II	131564362.0	31929.0	WGS	GENOMIC	SINGLE	Cellulomonas oligotrophica DSM 24482
SRR25466984	SRX21199941	SRS18458350	SRP452337	PRJNA1000618	Escherichia coli	Escherichia coli BL21(DE3)	OXFORD_NANOPORE	MinION	9480707.0	4000.0	WGS	GENOMIC	SINGLE	CASTVK transposition with different condition
SRR12938618	SRX9402280	SRS7620190	SRP040661	PRJNA231221	Staphylococcus condimenti	FDAARGOS_1148	PACBIO_SMRT	Sequel	1844797099.0	252079.0	WGS	GENOMIC	SINGLE	
SRR28445616	SRX24049285	SRS20840578	SRP497734	PRJNA1077798	Alteromonas gracilis	J4	OXFORD_NANOPORE	MinION	2697329.0	1000.0	WGS	GENOMIC	SINGLE	Alteromonas gracilis strain J4, whole genome Nanopore Sequencing
SRR24289042	SRX20084520	SRS17416973	SRP434206	PRJNA957546	Pseudomonas sp. Ap32	Ap32	OXFORD_NANOPORE	GridION	7355731.0	4000.0	WGS	GENOMIC	SINGLE	Genome sequencing of Pseudomonas apalachicolensis
SRR23725141	SRX19585853	SRS16968730	SRP426074	PRJNA941188	Bacillus subtilis	PRO73	OXFORD_NANOPORE	MinION	806392313.0	128624.0	WGS	GENOMIC	SINGLE	WGS of Bacillus subtilis: cell culture
ERR4769701	ERX4639542	ERS5247682	ERP124695	PRJEB40976	Enterococcus faecalis		OXFORD_NANOPORE	GridION	712307825.0	39145.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: 26975_1#29
SRR34967642	SRX30086595	SRS26152814	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_1006	OXFORD_NANOPORE	PromethION	421841158.0	68980.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR1200901	SRX497642	SRS579604	SRP040444	PRJNA212454	Orientia tsutsugamushi str. TA763		PACBIO_SMRT	PacBio RS	1710031190.0	163482.0	WGS	GENOMIC	SINGLE	
SRR12280473	SRX8784242	SRS7053022	SRP272861	PRJNA646575	Bacteroides ovatus		OXFORD_NANOPORE	GridION	2090530987.0	221796.0	WGS	GENOMIC	SINGLE	WGS  of Bacteroides fragilis group clinical isolates
SRR13192531	SRX9626928	SRS7827983	SRP295672	PRJNA681856	Salmonella enterica	LHICA_E1	OXFORD_NANOPORE	MinION	14218151.0	4000.0	WGS	GENOMIC	SINGLE	WGS of Salmonella enterica Lhica E44
SRR16014001	SRX12300935	SRS10274583	SRP338268	PRJNA765207	Caballeronia sp. SL2Y3	SL2Y3	OXFORD_NANOPORE	MinION	692384041.0	83135.0	WGS	GENOMIC	SINGLE	SL2Y3 Nanopore
SRR24557209	SRX20341156	SRS17660416	SRP437676	PRJNA962303	Methylorubrum extorquens	E1	PACBIO_SMRT	Sequel II	284078918.0	43000.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of M. extorquens DM4 polA evolved strain E1
SRR644346	SRX209658	SRS379417	SRP017524	PRJNA183628	Escherichia coli str. K-12 substr. MG1655	K-12 substr. MG1655	PACBIO_SMRT	PacBio RS	116557350.0	60961.0	WGS	GENOMIC	SINGLE	WGA E. coli genome DNA sequenced by FCR chemistry
SRR23629330	SRX19513099	SRS16900533	SRP424737	PRJNA939143	Enterobacter cancerogenus	not applicable	OXFORD_NANOPORE	MinION	1800663643.0	426375.0	WGS	GENOMIC	SINGLE	OB0002N1_Nanopore
SRR386537	SRX109805	SRS212337	SRP007233	PRJNA64879	Fusobacterium animalis F0419	OT 420	PACBIO_SMRT	PacBio RS	68541765.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR22784447	SRX18744431	SRS16179669	SRP413484	PRJNA912639	Escherichia coli	EC_A_4957_3S3_D_CuP_CeP	OXFORD_NANOPORE	MinION	1277189571.0	132000.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli
ERR15941322	ERX15336867	ERS27416638	ERP185476	PRJEB104171	Escherichia coli		OXFORD_NANOPORE	MinION	313946069.0	102312.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR13955680	SRX10334085	SRS8453804	SRP310443	PRJNA714107	Mannheimia haemolytica	1567	PACBIO_SMRT	PacBio RS II	1406611757.0	257636.0	WGS	GENOMIC	SINGLE	PacBio reads of M. haemolytica
ERR13194375	ERX12565240	ERS20185887	ERP160059	PRJEB75483	Aminobacter sp. LjRoot7		OXFORD_NANOPORE	MinION	116315396.0	21760.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR31611441	SRX26976084	SRS23443705	SRP549287	PRJNA1185485	Escherichia coli	417	OXFORD_NANOPORE	PromethION	1431159304.0	287965.0	WGS	GENOMIC	SINGLE	pig-inf-barcode57
SRR386476	SRX109874	SRS212335	SRP007231	PRJNA49881	Scardovia wiggsiae F0424	F0424	PACBIO_SMRT	PacBio RS	78617776.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR386988	SRX109905	SRS281278	SRP001087	PRJNA40075	Escherichia coli str. K-12 substr. MG1655	K-12	PACBIO_SMRT	PacBio RS	134586792.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR31540986	SRX26907938	SRS23387397	SRP548173	PRJNA1190675	Escherichia coli	The same strain as the one under SRA accession SRR9904134	OXFORD_NANOPORE	MinION	1255496965.0	196835.0	WGS	GENOMIC	SINGLE	ONT of TAS044
SRR23347626	SRX19289407	SRS16690584	SRP421131	PRJNA931653	Escherichia coli K-12	K-12	OXFORD_NANOPORE	GridION	25018109.0	4000.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Ciprofloxacin challenged E. coli
SRR15989484	SRX12278055	SRS9999245	SRP357537	PRJNA801416	Klebsiella pneumoniae	16	OXFORD_NANOPORE	GridION	2332586140.0	362422.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR9221442	SRX5991944	SRS4897083	SRP191068	PRJNA528511	Escherichia coli	GTEN_120	OXFORD_NANOPORE	GridION	1653977099.0	314568.0	WGS	GENOMIC	SINGLE	Global TravEpiNet AMR surveillance Genome sequencing and assembly
SRR6192954	SRX3302910	SRS1840569	SRP094663	PRJNA351909	Klebsiella pneumoniae		OXFORD_NANOPORE	MinION	159219367.0	21170.0	WGS	GENOMIC	SINGLE	ONT nanopore long read sequencing of K. pneumoniae
DRR594371	DRX574918	DRS566197	DRP015300	PRJDB18582	Campylobacter jejuni	IFTK33	PACBIO_SMRT	Revio	3109218391.0	304903.0	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817468
SRR9214034	SRX5984796	SRS2937169	SRP051949	PRJNA271899	Escherichia coli	MGH143	OXFORD_NANOPORE	GridION	687055314.0	136983.0	WGS	GENOMIC	SINGLE	Sequencing of Carbapenem resistant bacteria
SRR36100370	SRX31145650	SRS26843067	SRP441867	PRJNA981541	Enterobacter hormaechei		OXFORD_NANOPORE	MinION	5527157.0	3218.0	WGS	GENOMIC	SINGLE	WGS sequencing of Enterobacter hormaechei
SRR4237155	SRX2158391	SRS1687793	SRP089587	PRJNA331278	Bradyrhizobium erythrophlei	GAS478	PACBIO_SMRT	PacBio RS	676894809.0	164725.0	WGS	GENOMIC	SINGLE	Bradyrhizobium erythrophlei GAS478
