srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR11011582	ERX10448004	ERS14775359	ERP145689	PRJEB60605	Bacillus velezensis	SAF3325	OXFORD_NANOPORE	MinION	731441263.0	381442.0	WGS	GENOMIC	SINGLE	MinION sequencing; SAF3325_PCR
SRR34268874	SRX29442922	SRS25588896	SRP595615	PRJNA1280179	Pseudomonas aeruginosa	CF-sbj6-Pa1-l	OXFORD_NANOPORE	GridION	1220776770.0	86306.0	WGS	GENOMIC	SINGLE	Plasmid-mediated extreme resistance development within lung
SRR8902618	SRX5688433	SRS4628332	SRP092448	PRJNA316728	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	PNCS014860	OXFORD_NANOPORE	MinION	171954542.0	45631.0	WGS	GENOMIC	SINGLE	RBK004 barcoding sequencing of 11-0228
ERR16064591	ERX15454773	ERS28397726	ERP173262	PRJEB90249	Pseudomonas aeruginosa		OXFORD_NANOPORE	GridION	1534762812.0	650268.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR18117850	SRX14268384	SRS12087415	SRP361201	PRJNA809755	Enterococcus faecium	not collected	OXFORD_NANOPORE	GridION	390058917.0	100565.0	WGS	GENOMIC	SINGLE	E.faecium CFN_107
SRR13955676	SRX10334089	SRS8453808	SRP310443	PRJNA714107	Mannheimia haemolytica	1450	PACBIO_SMRT	PacBio RS II	1394142115.0	389466.0	WGS	GENOMIC	SINGLE	PacBio reads of M. haemolytica
SRR27972949	SRX23626216	SRS20466092	SRP489819	PRJNA1076692	Pseudomonas aeruginosa	RIVM_C051246_dorado	OXFORD_NANOPORE	MinION	184124238.0	55876.0	WGS	GENOMIC	SINGLE	RIVM_C051246_dorado
ERR15665837	ERX15070416	ERS179727	ERP001784	PRJEB3255	Escherichia coli	M163	OXFORD_NANOPORE	MinION	485206064.0	89467.0	WGS	GENOMIC	SINGLE	MinION sequencing
DRR217953	DRX208266	DRS117543	DRP005691	PRJDB8084	Athalassotoga saccharophila	NAS-01	OXFORD_NANOPORE	MinION	7336602744.0	3859209.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00164671
SRR28445775	SRX24049126	SRS20840578	SRP497734	PRJNA1077798	Alteromonas gracilis	J4	OXFORD_NANOPORE	MinION	2595555.0	1000.0	WGS	GENOMIC	SINGLE	Alteromonas gracilis strain J4, whole genome Nanopore Sequencing
SRR9211303	SRX5982192	SRS4334092	SRP184197	PRJNA521119	Staphylococcus pseudintermedius	51_92	OXFORD_NANOPORE	MinION	273617238.0	63889.0	WGS	GENOMIC	SINGLE	MinION Fast5 files of canine bacteremia staphylococcus pseudintermedius isolate
SRR11067111	SRX7707475	SRS6131171	SRP248194	PRJNA546966	Pseudomonas frederiksbergensis	OS210_3	PACBIO_SMRT	Sequel	2270414673.0	468394.0	WGS	GENOMIC	SINGLE	Pseudomonas frederiksbergensis OS210_3
ERR14686356	ERX14087875	ERS23773270	ERP169826	PRJEB86481	Escherichia coli str. K-12 substr. MG1655	K-12	OXFORD_NANOPORE	MinION	186933676.0	78813.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR22784812	SRX18744632	SRS16179770	SRP413484	PRJNA912639	Escherichia coli	EC_C_6245_1H1_D_CuP_CeP	OXFORD_NANOPORE	MinION	532949750.0	114937.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli
SRR15729310	SRX12022742	SRS10027438	SRP335826	PRJNA757250	Bacillus thuringiensis	NB-176	OXFORD_NANOPORE	MinION	648288841.0	43333.0	WGS	GENOMIC	SINGLE	Nanopore long read sequencing of Bacillus thuringiensis CH_187
