srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR4176890	SRX2141487	SRS1673284	SRP086875	PRJNA303775	Pseudomonas libanensis	DSM 17149	PACBIO_SMRT	PacBio RS	352537831.0	105922.0	WGS	GENOMIC	SINGLE	Pseudomonas libanensis BS2975
SRR34973573	SRX30092752	SRS26157741	SRP608514	PRJNA1305037	Raoultella ornithinolytica	MI_KPC_707	OXFORD_NANOPORE	PromethION	500001286.0	86806.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR29816470	SRX25315621	SRS16968674	SRP426074	PRJNA941188	Bacillus pumilus	DSM 766	OXFORD_NANOPORE	GridION	398979477.0	76280.0	WGS	GENOMIC	SINGLE	WGS of Bacillus safensis: cell culture
SRR35504529	SRX30580297	SRS26609475	SRP616549	PRJNA1314197	Mycobacterium tuberculosis	not applicable	OXFORD_NANOPORE	GridION	650813673.0	1068235.0	WGS	GENOMIC	SINGLE	WGS of M. tb from sputum, Phenol-Ligation prep, Sample BC21
SRR22875063	SRX18833612	SRS16265656	SRP414546	PRJNA909323	Escherichia coli	KE21	OXFORD_NANOPORE	MinION	604260004.0	621148.0	WGS	GENOMIC	SINGLE	Genome Sequencing of Seven B2 clade Escherichia coli Associated with Recurrent Urinary Tract Infections in Post-Menopausal Women
ERR14225666	ERX13625948	ERS17899265	ERP156237	PRJEB71438	Streptomyces badius		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	MinION sequencing
SRR16525441	SRX12728044	SRS10337053	SRP357534	PRJNA801415	Escherichia coli	131	OXFORD_NANOPORE	GridION	459504753.0	95548.0	WGS	GENOMIC	SINGLE	Extensive diversification and dissemination of blaNDM carbapenemase plasmids in Enterobacterales in Singapore 2010-2015
SRR22859702	SRX18818535	SRS16251802	SRP414408	PRJNA914892	Staphylococcus aureus	C148	OXFORD_NANOPORE	MinION	205749631.0	46294.0	WGS	GENOMIC	SINGLE	Long read ONT WGS of Staphylococcus aureus isolates from Chronic Rhinosinusitis Patients
SRR8054584	SRX4884141	SRS3932934	SRP165734	PRJNA496461	Klebsiella pneumoniae	KLPN_44	OXFORD_NANOPORE	MinION	1164538018.0	105855.0	WGS	GENOMIC	SINGLE	nanopore seq of klebsiella pneumoniae
SRR31936233	SRX27293280	SRS23735393	SRP556168	PRJNA1206806	Cyanobacterium aponinum ZR-3	ZR-3	OXFORD_NANOPORE	MinION	2167917410.0	133838.0	WGS	GENOMIC	SINGLE	WGS of Cyanobacterium aponinum ZR-3
ERR12743214	ERX12117139	ERS18422142	ERP158495	PRJEB73759	Mycobacterium tuberculosis	N1015	PACBIO_SMRT	Sequel II	179711929.0	28637.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
DRR667162	DRX647264	DRS454578	DRP012833	PRJDB20538	Escherichia coli		OXFORD_NANOPORE	MinION	724358831.0	145600.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00899025
