srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR644345	SRX209658	SRS379417	SRP017524	PRJNA183628	Escherichia coli str. K-12 substr. MG1655	K-12 substr. MG1655	PACBIO_SMRT	PacBio RS	135303082.0	60961.0	WGS	GENOMIC	SINGLE	WGA E. coli genome DNA sequenced by FCR chemistry
SRR25793399	SRX21515710	SRS8481828	SRP457515	PRJNA1010762	Bacillus thuringiensis		OXFORD_NANOPORE	MinION	341931074.0	100460.0	WGS	GENOMIC	SINGLE	whole-genome sequencing of Bacillus cereus
SRR30896605	SRX26300105	SRS22828827	SRP536879	PRJNA1150087	Ralstonia pseudosolanacearum	RUN6499	PACBIO_SMRT	Sequel	1381610463.0	250610.0	WGS	GENOMIC	SINGLE	Whole genome sequencing with PacBio technology of Ralstonia pseudosolanacearum strain
SRR12395071	SRX8893399	SRS7152421	SRP276100	PRJNA650381	Mycobacterium tuberculosis		OXFORD_NANOPORE	MinION	446106408.0	305077.0	WGS	GENOMIC	SINGLE	Nanopore TB WGS
SRR19548100	SRX15600125	SRS13301104	SRP378656	PRJNA844881	Aliivibrio sp. A25_bc69	A25_bc69	OXFORD_NANOPORE	PromethION	405313362.0	49860.0	WGS	GENOMIC	SINGLE	Whole Genomic sequencing of Bacteria: Salmon gut
SRR34531119	SRX29674541	SRS25787646	SRP600654	PRJNA1289023	Enterobacter cloacae complex	E. hormaechei subsp. steigerwaltii	OXFORD_NANOPORE	MinION	239908270.0	57982.0	WGS	GENOMIC	SINGLE	WGS of enterobacterial clinical strains carrying IncQ2::blaGES plasmid
SRR26437464	SRX22142044	SRS19201857	SRP467311	PRJNA1026547	Acinetobacter baumannii	ATCC_BAA-747_zosurabalpin_4	OXFORD_NANOPORE	GridION	89879034.0	8890.0	WGS	GENOMIC	SINGLE	WGS of Acinetobacter baumannii: ATCC_BAA747 derivative with elevated RG6006 MIC
SRR28039465	SRX23690997	SRS20520861	SRP490884	PRJNA1077967	Enterococcus faecium	AH18L053	OXFORD_NANOPORE	GridION	260940975.0	23880.0	WGS	GENOMIC	SINGLE	WGS of Enterococcus faecium isolate
SRR8582205	SRX5382905	SRS3636866	SRP156573	PRJNA484947	Desulfovibrio desulfuricans	IC1	PACBIO_SMRT	PacBio RS II	2818683989.0	163482.0	WGS	GENOMIC	SINGLE	PacBio complete genome sequencing of Desulfovibrio desulfuricans IC1
DRR671663	DRX651765	DRS471348	DRP013221	PRJDB19331	Streptomyces sp.		PACBIO_SMRT	PacBio RS II	1781521728.0	188264.0	WGS	GENOMIC	SINGLE	PacBio RS II sinlge-end Sequencing of KAS22022228 (KAE22236240)
SRR30149626	SRX25617441	SRS3052365	SRP518730	PRJNA1133668	Citrobacter freundii	NR0091	OXFORD_NANOPORE	MinION	202309167.0	27515.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of clinical CRE isolates: human
SRR24904736	SRX20666214	SRS17962245	SRP443053	PRJNA976212	Leclercia adecarboxylata	SAS216F10	OXFORD_NANOPORE	MinION	206069063.0	16368.0	WGS	GENOMIC	SINGLE	Oxford Nanopore long-read sequences (fastq) of Leclercia adecarboxylata [SAS216F10]
SRR32375286	SRX27708155	SRS21131645	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	427619480.0	16785.0	WGS	GENOMIC	SINGLE	PacBio sequencing of CS6769C1 for ARCH 1.0
DRR275428	DRX265012	DRS174670	DRP004189	PRJDB5929	Klebsiella pneumoniae	C055	PACBIO_SMRT	PacBio RS II	722810781.0	83495.0	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00108807
SRR30342911	SRX25801238	SRS22432715	SRP528120	PRJNA1150149	Staphylococcus aureus	ST87	OXFORD_NANOPORE	MinION	368524333.0	50940.0	WGS	GENOMIC	SINGLE	ONT long-read sequencing of potential healthcare transmission pathogens
SRR11901832	SRX8448791	SRS6751035	SRP129419	PRJNA429440	Metamycoplasma hominis	FBG	OXFORD_NANOPORE	MinION	99266435.0	20121.0	WGS	GENOMIC	SINGLE	FBG long-read
SRR7134924	SRX4055798	SRS3272745	SRP145001	PRJNA439559	Pseudomonas kilonensis	ZKA7	PACBIO_SMRT	PacBio RS II	670416712.0	135116.0	WGS	GENOMIC	SINGLE	Pseudomonas kilonensis ZKA7
SRR35158199	SRX30263401	SRS26314665	SRP613631	PRJNA1311546	Bacillus pacificus	PS03243	OXFORD_NANOPORE	MinION	262947351.0	177944.0	WGS	GENOMIC	SINGLE	WGS of bacterial isolate: Food isolate
ERR10497615	ERX10014904	ERS14254553	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	30882441.0	17714.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30134_6#178
SRR27352616	SRX23029152	SRS19991036	SRP480168	PRJNA1057299	Clostridioides difficile	cd220830_barcode85	OXFORD_NANOPORE	MinION	48141247.0	32972.0	WGS	GENOMIC	SINGLE	Clostridioides difficile strain cd220830_barcode85
SRR12395273	SRX8893624	SRS7152646	SRP276100	PRJNA650381	Mycobacterium tuberculosis		OXFORD_NANOPORE	MinION	671977763.0	480379.0	WGS	GENOMIC	SINGLE	Nanopore TB WGS
SRR27958557	SRX23615414	SRS20456034	SRP489545	PRJNA1076228	Streptococcus pyogenes	MGAS37847	OXFORD_NANOPORE	GridION	490710500.0	146507.0	WGS	GENOMIC	SINGLE	Oxford Nanopore Technology WGS of GAS M1 clinical isolates
ERR15677786	ERX15082177	ERS26963450	ERP171481	PRJEB88388	Pseudomonas farris	R-90883	OXFORD_NANOPORE	MinION	810141728.0	384939.0	WGS	GENOMIC	SINGLE	Raw reads: Pseudomonas farris R-90883
SRR24833319	SRX20597735	SRS17897868	SRP441254	PRJNA980420	Salmonella enterica subsp. enterica serovar Typhimurium	Samonella	OXFORD_NANOPORE	MinION	1249611657.0	313936.0	WGS	GENOMIC	SINGLE	long read WGS of S. typhimurium: isolates
SRR26403563	SRX22109306	SRS19174063	SRP466672	PRJNA1028803	Salmonella	33847/18	OXFORD_NANOPORE	MinION	289697148.0	50905.0	WGS	GENOMIC	SINGLE	WGS long read Salmonella Infantis
SRR5440742	SRX2730649	SRS2118547	SRP040661	PRJNA231221	Staphylococcus saprophyticus	FDAARGOS_355	PACBIO_SMRT	PacBio RS	866159413.0	163482.0	WGS	GENOMIC	SINGLE	
SRR15853892	SRX12145115	SRS10124440	SRP336660	PRJNA596999	Streptococcus suis	LSM178	PACBIO_SMRT	Sequel	1539243274.0	237941.0	WGS	GENOMIC	PAIRED	Pacbio sequel of Streptococcus Suis
SRR30149080	SRX25616926	SRS22262781	SRP524510	PRJNA1144171	Staphylococcus aureus	sa230809_barcode75	OXFORD_NANOPORE	MinION	131638577.0	53690.0	WGS	GENOMIC	SINGLE	Staphylococcus aureus strain sa230809_barcode75
ERR14711318	ERX14112745	ERS23791387	ERP170064	PRJEB86764	Enterococcus faecium		OXFORD_NANOPORE	MinION	603383076.0	211479.0	WGS	GENOMIC	SINGLE	EXP-1-1-2025-03-10_15-27-00
ERR10820948	ERX10266548	ERS7761476	ERP109413	PRJEB27342	Klebsiella grimontii		PACBIO_SMRT	Sequel II	6164462796.0	1278631.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR873903	SRX290935	SRS432036	SRP023917	PRJNA178408	Bordetella holmesii 44057	44057	PACBIO_SMRT	PacBio RS	275099455.0	81741.0	WGS	GENOMIC	SINGLE	
SRR21663660	SRX17663404	SRS15195466	SRP398523	PRJNA678173	Xenorhabdus ehlersii	DSM 16337	OXFORD_NANOPORE	GridION	224886591.0	45801.0	WGS	GENOMIC	SINGLE	ONT SQK-LSK109 library of Xenorhabdus ehlersii DSM 16337: R9.4.1 flowcell on GridION, guppy v4.0.11 high accuracy mode
SRR19843343	SRX15887045	SRS12115003	SRP361569	PRJNA768416	Paenibacillus sp. FSL H3-0321	FSL H3-0321	OXFORD_NANOPORE	MinION	268732996.0	46458.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
SRR33768802	SRX28991276	SRS22456434	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	151669279.0	7190.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0463HE2 for ARCH 2
SRR14860007	SRX11177778	SRS9235478	SRP324571	PRJNA734910	Streptococcus pneumoniae	S617	PACBIO_SMRT	Sequel	1241568503.0	185822.0	WGS	GENOMIC	SINGLE	WGS of Streptococcus pneumoniae
