srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR10664142	ERX10133326	ERS2650906	ERP104475	PRJEB22771	Streptococcus pneumoniae		PACBIO_SMRT	Sequel II	4591008493.0	670401.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR30721879	SRX26125051	SRS22687316	SRP519641	PRJNA1135336	Enterococcus faecium	23B3955457	OXFORD_NANOPORE	GridION	476913871.0	112848.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of VRE
SRR34410509	SRX29574049	SRS25698309	SRP598841	PRJNA1287288	Escherichia coli	AH19E045	OXFORD_NANOPORE	MinION	294726779.0	31319.0	WGS	GENOMIC	SINGLE	R10.4.1 WGS of bacterial isolate for accuracy benchmarking
SRR26135334	SRX21848646	SRS18945904	SRP462494	PRJNA1019784	Shigella sonnei	3.6.1.1.2	OXFORD_NANOPORE	GridION	692860742.0	372084.0	WGS	GENOMIC	SINGLE	WGS of Shigella in Vancouver, 2021-23
SRR24887451	SRX20650009	SRS17947900	SRP442244	PRJNA708457	Arcanobacterium wilhelmae	DSM 102162	PACBIO_SMRT	Sequel II	3424540689.0	587627.0	WGS	GENOMIC	SINGLE	Arcanobacterium wilhelmae DSM 102162
ERR2163262	ERX2219758	ERS1706846	ERP022913	PRJEB20737	Streptococcus pneumoniae	4041STDY6836167	PACBIO_SMRT	PacBio RS	2894005060.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR19519923	SRX15572384	SRS13275244	SRP378127	PRJNA819273	Staphylococcus aureus	IVB6165	PACBIO_SMRT	Sequel II	1861397367.0	169230.0	WGS	GENOMIC	SINGLE	PacBio Sequel sequencing of camel Staphylococcaceae from the Horn of Africa
SRR25608260	SRX21335429	SRS18580837	SRP454469	PRJNA999080	Escherichia coli	R4880	OXFORD_NANOPORE	MinION	843184083.0	142540.0	WGS	GENOMIC	SINGLE	High molecular weight DNA extraction from pure E. coli cultures
SRR1004222	SRX361063	SRS488062	SRP030621	PRJNA187358	Neorickettsia helminthoeca str. Oregon	Oregon	PACBIO_SMRT	PacBio RS	409161075.0	81741.0	WGS	GENOMIC	SINGLE	
SRR35673956	SRX30725710	SRS26742284	SRP561673	PRJNA1219398	Pasteurella multocida	163243	OXFORD_NANOPORE	MinION	140304366.0	62013.0	WGS	GENOMIC	SINGLE	DNA-Seq of Pasteurella multocida 163243
ERR9717462	ERX9266665	ERS7644590	ERP131986	PRJEB47688	Aeromicrobium sp. Leaf245		OXFORD_NANOPORE	MinION	80512240.0	4808.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR24139797	SRX19938608	SRS17287317	SRP247747	PRJNA604975	Escherichia coli	ox_bsi_388	OXFORD_NANOPORE	GridION	142380549.0	31283.0	WGS	GENOMIC	SINGLE	oxford_bsi
SRR12390672	SRX8889194	SRS7148718	SRP275980	PRJNA632177	Ectopseudomonas oleovorans	B9D3C	PACBIO_SMRT	PacBio RS II	6390705564.0	926433.0	WGS	GENOMIC	SINGLE	Pseudomonas pseudoalcaligenes B9D3C
SRR34986143	SRX30104827	SRS26168476	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_087	OXFORD_NANOPORE	MinION	502953146.0	111358.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34973300	SRX30092512	SRS26157580	SRP608514	PRJNA1305037	Klebsiella michiganensis	MI_KPC_61	OXFORD_NANOPORE	PromethION	350351629.0	76487.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
ERR4656923	ERX4580625	ERS5133652	ERP117403	PRJEB34493	Escherichia coli		OXFORD_NANOPORE	MinION	232461035.0	49377.0	WGS	GENOMIC	SINGLE	MinION sequencing; Raw reads: PO116_nanopore
SRR13385965	SRX9805464	SRS7989540	SRP300861	PRJNA663900	Enterococcus sp. AZ156	AZ156	OXFORD_NANOPORE	GridION	748942845.0	341658.0	WGS	GENOMIC	SINGLE	Zoo 3 Enterococcus Diversity Genome sequencing and assembly
SRR10504868	SRX7193808	SRS5699786	SRP230844	PRJNA347152	Cellulomonas soli	DSM 24484	PACBIO_SMRT	Sequel	2084810602.0	664816.0	WGS	GENOMIC	SINGLE	Cellulomonas soli DSM 24484
SRR16025777	SRX12312640	SRS10285975	SRP315092	PRJNA721536	Enterobacter hormaechei subsp. steigerwaltii	APCR103	OXFORD_NANOPORE	MinION	195054321.0	22629.0	WGS	GENOMIC	SINGLE	Enterobacter Genome sequencing
ERR2632355	ERX2648849	ERS2295896	ERP005928	PRJEB6403	Propionimicrobium lymphophilum		PACBIO_SMRT	PacBio RS	62238683.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3685872	ERX3675476	ERS4047673	ERP114207	PRJEB31632	bacterium		OXFORD_NANOPORE	GridION	501571480.0	64954.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR8283302	SRX5098096	SRS4108717	SRP040661	PRJNA231221	Yersinia pestis	FDAARGOS_605	PACBIO_SMRT	PacBio RS	3012988361.0	163482.0	WGS	GENOMIC	SINGLE	
SRR31647635	SRX27010719	SRS23475010	SRP550231	PRJNA1195893	Cereibacter azotoformans	YS02	PACBIO_SMRT	Sequel IIe	439112782.0	49498.0	WGS	GENOMIC	SINGLE	PNSB-YS02
SRR15140949	SRX11448536	SRS9488523	SRP295672	PRJNA681856	Salmonella enterica subsp. arizonae	LHICA_AZ23	OXFORD_NANOPORE	MinION	24547452.0	4000.0	WGS	GENOMIC	SINGLE	Salmonella AZ23
ERR10163687	ERX9700272	ERS13423667	ERP140710	PRJEB55790	Apilactobacillus kunkeei	H3B1-04J	PACBIO_SMRT	Sequel	1300878629.0	245236.0	WGS	GENOMIC	SINGLE	Sequel sequencing; Raw reads: H3B1-04J
SRR33528125	SRX28762600	SRS15473591	SRP584580	PRJNA1261832	Klebsiella pneumoniae	K0978	OXFORD_NANOPORE	GridION	18451988.0	10000.0	WGS	GENOMIC	SINGLE	Sequencing of Multidrug-Resistant Klebsiella pneumoniae
SRR13680642	SRX10070066	SRS8231702	SRP303037	PRJNA694442	Salmonella enterica		OXFORD_NANOPORE	GridION	2376031688.0	317326.0	WGS	GENOMIC	SINGLE	Multiplex WGS of Salmonella enterica
SRR24178929	SRX19976644	SRS10214013	SRP074197	PRJNA288601	Pseudomonas aeruginosa	2021CK-01305	OXFORD_NANOPORE	GridION	194013327.0	47348.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of ARLN isolate
SRR9214073	SRX5984757	SRS4890334	SRP051949	PRJNA271899	Enterobacter kobei	MGH240	OXFORD_NANOPORE	GridION	1067011839.0	213797.0	WGS	GENOMIC	SINGLE	Sequencing of Carbapenem resistant bacteria
ERR3580066	ERX3577365	ERS3857192	ERP117694	PRJEB34740	Escherichia coli		OXFORD_NANOPORE	MinION	63734086.0	15548.0	WGS	GENOMIC	SINGLE	MinION sequencing; Raw reads: Induction6
ERR5873028	ERX5516558	ERS3927630	ERP023216	PRJEB20997	Salmonella enterica		PACBIO_SMRT	Sequel	62082954.0	29207.0	WGS	GENOMIC	SINGLE	Sequel sequencing
SRR7016059	SRX3948308	SRS1606319	SRP078820	PRJNA329501	Neisseria gonorrhoeae	missing	PACBIO_SMRT	PacBio RS II	1550922967.0	163482.0	WGS	GENOMIC	PAIRED	PacBio Sequencing of Neisseria gonorrhoeae
