srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR24511719	SRX20296184	SRS17622223	SRP437169	PRJNA957412	Pedobacter agri	SORGH_AS_0585	PACBIO_SMRT	Sequel IIe	916464664.0	92418.0	WGS	GENOMIC	SINGLE	Pedobacter agri SORGH_AS 585
SRR386781	SRX109850	SRS004883	SRP001079	PRJNA40077	Cereibacter sphaeroides 2.4.1	2.4.1	PACBIO_SMRT	PacBio RS	42304163.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR17231610	SRX13410718	SRS3542715	SRP153211	PRJNA480888	Mycobacterium tuberculosis	2083	PACBIO_SMRT	Sequel II	1413083636.0	257823.0	WGS	GENOMIC	SINGLE	DNA011
SRR21630260	SRX17630755	SRS14987316	SRP354045	PRJNA747871	Streptomyces anulatus	NBC_00171	OXFORD_NANOPORE	MinION	1144235985.0	126008.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_00171
SRR31638116	SRX27001560	SRS23466574	SRP549939	PRJNA1195329	Klebsiella pneumoniae	missing	OXFORD_NANOPORE	MinION	59608723.0	14508.0	WGS	GENOMIC	SINGLE	wholegenome sequencing of klebsiella
SRR35212493	SRX30316284	SRS26363299	SRP291668	PRJNA675431	Enterococcus faecium	FI551	OXFORD_NANOPORE	PromethION	688747148.0	209450.0	WGS	GENOMIC	SINGLE	WGS of Enterococcus faecium
ERR15094577	ERX14499175	ERS24813703	ERP119900	PRJEB36683	Klebsiella pneumoniae 11227-1		OXFORD_NANOPORE	PromethION	1049113223.0	328724.0	WGS	GENOMIC	SINGLE	Raw reads: RKPB120_L
SRR684512	SRX228386	SRS411284	SRP022781	PRJNA82543	Enterococcus sulfureus ATCC 49903	ATCC 49903	PACBIO_SMRT	PacBio RS	64531394.0	81741.0	WGS	GENOMIC	SINGLE	Pacbio whole genome shotgun sequencing of genomic DNA library 'LR_135_Esulfurous' containing sample 'ATCC49903' from individual 'Enterococcus_sulfurous _ATCC49903'
SRR5829347	SRX3006707	SRS1832459	SRP094480	PRJNA279196	Bordetella pertussis	H766	PACBIO_SMRT	PacBio RS II	921193471.0	163482.0	WGS	GENOMIC	SINGLE	
SRR33160183	SRX28421132	SRS24744032	SRP568450	PRJNA1228643	Burkholderia sp. R-40	R-40	OXFORD_NANOPORE	MinION	355908383.0	71926.0	WGS	GENOMIC	SINGLE	WGS of Burkholderia R-40
SRR386496	SRX109806	SRS212337	SRP007233	PRJNA64879	Fusobacterium animalis F0419	OT 420	PACBIO_SMRT	PacBio RS	52461211.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR17041182	SRX13230972	SRS11155973	SRP051099	PRJNA269675	Salmonella enterica subsp. enterica serovar Gallinarum	SCPM-O-B-4493	OXFORD_NANOPORE	MinION	1282600197.0	221632.0	WGS	GENOMIC	SINGLE	Shotgun 2021 Sample 431
SRR13269140	SRX9699317	SRS7895397	SRP272861	PRJNA646575	Bacteroides fragilis		OXFORD_NANOPORE	GridION	1051279366.0	195481.0	WGS	GENOMIC	SINGLE	WGS  of Bacteroides fragilis group clinical isolates
SRR23796595	SRX19628698	SRS16998290	SRP426545	PRJNA942086	Salmonella enterica subsp. enterica serovar Muenchen	PS_Mu_6_2021	OXFORD_NANOPORE	MinION	155754504.0	22914.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Campylobacter jejuni from chicken neck skin
SRR35213311	SRX30317046	SRS26363982	SRP615992	PRJNA1301220	Acinetobacter baumannii	ABO21-A049	OXFORD_NANOPORE	MinION	138132111.0	34606.0	WGS	GENOMIC	SINGLE	Whole geneme sequencing of Acinetobacter baumannii: isolates of the Ab-One study
ERR10499671	ERX10016953	ERS14257038			Escherichia coli		OXFORD_NANOPORE	GridION	395419409.0	51410.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: ONT_30821_1#233
SRR31599129	SRX26963955	SRS23433667	SRP549287	PRJNA1185485	Escherichia coli	508	OXFORD_NANOPORE	PromethION	743273010.0	125990.0	WGS	GENOMIC	SINGLE	R4R-barcode64
SRR26158599	SRX21870915	SRS18615459	SRP455175	PRJNA1005016	Brachybacterium sp. GU-2	GU-2	OXFORD_NANOPORE	MinION	2701984192.0	249230.0	WGS	GENOMIC	SINGLE	Oxford Nanopore (MinION) whole genome Brachybacterium sp GU-2
SRR12247610	SRX8755557	SRS6976425	SRP266402	PRJNA605147	Escherichia coli	RHB46-C15	OXFORD_NANOPORE	GridION	220192849.0	51718.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequencing of Escherichia coli isolate RH19|T1-C15 cultured from poultry farm faeces sample
SRR29161138	SRX24682234	SRS21408150	SRP509551	PRJNA1096641	Leclercia sp. S52	S52	OXFORD_NANOPORE	GridION	509875472.0	39681.0	WGS	GENOMIC	SINGLE	Genome assembly of  S52
SRR32527933	SRX27839595	SRS24213990	SRP567071	PRJNA1230128	Salmonella enterica subsp. enterica serovar Enteritidis	22EPA051NSA_2	OXFORD_NANOPORE	MinION	815603398.0	233796.0	WGS	GENOMIC	SINGLE	nanopore sequence of Salmonella enterica
SRR16992661	SRX13182918	SRS11112155	SRP347092	PRJNA782313	Mesorhizobium ciceri	R30	OXFORD_NANOPORE	MinION	173190177.0	33667.0	WGS	GENOMIC	SINGLE	Nanopore WGS of Mesorhizobium ciceri R30
SRR12280578	SRX8784137	SRS7052933	SRP272861	PRJNA646575	Bacteroides ovatus		OXFORD_NANOPORE	GridION	1537911493.0	206848.0	WGS	GENOMIC	SINGLE	WGS  of Bacteroides fragilis group clinical isolates
SRR12827389	SRX9295024	SRS7520326	SRP040661	PRJNA231221	Corynebacterium urealyticum	FDAARGOS_995	PACBIO_SMRT	PacBio RS	380878620.0	163482.0	WGS	GENOMIC	SINGLE	
SRR9722802	SRX6480407	SRS5130472	SRP215816	PRJNA470993	Staphylococcus aureus	pt172	PACBIO_SMRT	PacBio RS II	1182484101.0	161990.0	WGS	GENOMIC	SINGLE	WGS of Staphylococcus aureus
SRR33768514	SRX28990962	SRS22456397	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	348503472.0	22161.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0930HE2 for ARCH 2
SRR31598736	SRX26963750	SRS23433462	SRP549287	PRJNA1185485	Escherichia coli	60	OXFORD_NANOPORE	PromethION	447043326.0	123899.0	WGS	GENOMIC	SINGLE	2ndManhole-barcode64
SRR13181892	SRX9619916	SRS7822087	SRP040661	PRJNA231221	Acinetobacter pittii	FDAARGOS_1214	PACBIO_SMRT	Sequel	4477924044.0	851128.0	WGS	GENOMIC	SINGLE	
SRR7508514	SRX4378982	SRS3535373	SRP153035	PRJNA433211	Pseudomonas chlororaphis subsp. piscium	ChPhzTR44	PACBIO_SMRT	PacBio RS II	3956607005.0	163482.0	WGS	GENOMIC	SINGLE	Whole genome sequence of Pseudomonas chlororaphis subsp. piscium ChPhzTR44
