srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR10749428	ERX10201357	ERS14369556	ERP143680	PRJEB58617	Escherichia coli		OXFORD_NANOPORE	GridION	500032966.0	53225.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR8924504	SRX5705666	SRS4645104	SRP192888	PRJNA532547	Mycobacterium avium subsp. hominissuis	101034	OXFORD_NANOPORE	MinION	468239965.0	269609.0	WGS	GENOMIC	SINGLE	ONT sequencing of MAH: clinical sputum sample
ERR4165342	ERX4130661	ERS4576024	ERP121237	PRJEB37895	Stenotrophomonas indicatrix		PACBIO_SMRT	Sequel	439031277.0	52276.0	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR2615938	ERX2632593	ERS1103826	ERP014552	PRJEB13014	Streptococcus pyogenes		PACBIO_SMRT	PacBio RS	1287264028.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR13348942	SRX9774961	SRS7962415	SRP300211	PRJNA683049	Klebsiella quasipneumoniae	KqPF26	OXFORD_NANOPORE	MinION	208868698.0	26486.0	WGS	GENOMIC	SINGLE	Genome of Klebsiella quasipneumoniae KqPF26
ERR13764907	ERX13166111	ERS21039357	ERP164181	PRJEB80140	Acinetobacter baumannii		OXFORD_NANOPORE	MinION	854793592.0	185083.0	WGS	GENOMIC	SINGLE	Raw reads: 13_GEN12932
SRR33705234	SRX28930705	SRS25168364	SRP587677	PRJNA1187867	Enterococcus sp.	E. faecalis HWP028:9A	OXFORD_NANOPORE	PromethION	39079568.0	32000.0	WGS	GENOMIC	SINGLE	E. faecalis HWP028:9A
SRR4181066	SRX2142362	SRS1674015	SRP086958	PRJNA303799	Nocardioides exalbidus	DSM 22017	PACBIO_SMRT	PacBio RS	768897206.0	223658.0	WGS	GENOMIC	SINGLE	Nocardioides exalbidus DSM 22017
ERR5353168	ERX5141203	ERS5752902	ERP126298	PRJEB42440	Klebsiella pneumoniae		OXFORD_NANOPORE	MinION	1521768845.0	382680.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR17231631	SRX13410731	SRS11313193	SRP350803	PRJNA788515	Erwinia tracheiphila	BHKY	OXFORD_NANOPORE	MinION	359114743.0	44935.0	WGS	GENOMIC	SINGLE	BHKY_ONT_reads
SRR25890277	SRX21610562	SRS18783792	SRP458186	PRJNA1012291	Staphylococcus	Staphylococcus aureus	OXFORD_NANOPORE	MinION	299142077.0	371820.0	WGS	GENOMIC	SINGLE	Nanopore sequencing data of MRSA
SRR12395327	SRX8893570	SRS7152592	SRP276100	PRJNA650381	Mycobacterium tuberculosis variant bovis BCG		OXFORD_NANOPORE	MinION	518247969.0	248537.0	WGS	GENOMIC	SINGLE	Nanopore TB WGS
ERR772448	ERX715327	ERS647564	ERP005928	PRJEB6403	Pasteurella multocida	NCTC10722	PACBIO_SMRT	PacBio RS	486737649.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR31566201	SRX26931810	SRS23405285	SRP548643	PRJNA1192988	Vibrio cholerae	CIV10	OXFORD_NANOPORE	PromethION	260968671.0	90235.0	WGS	GENOMIC	SINGLE	Genomic Diversity and Antimicrobial Resistance of Vibrio cholerae Isolates from Africa: A PulseNet Africa Initiative Using Nanopore Sequencing to Enhance Genomic Surveillance
SRR24323158	SRX20117600	SRS17447149	SRP434847	PRJNA962525	Escherichia coli	MDS42_HBA_8	OXFORD_NANOPORE	MinION	92442728.0	21415.0	WGS	GENOMIC	SINGLE	WGS of E. coli with additional episome
SRR387170	SRX109914	SRS281278	SRP001087	PRJNA40075	Escherichia coli str. K-12 substr. MG1655	K-12	PACBIO_SMRT	PacBio RS	40817564.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR33769490	SRX28991872	SRS22396743	SRP444583	PRJNA962904	Klebsiella grimontii		PACBIO_SMRT	Sequel II	83572411.0	6782.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0133HE2 for ARCH 2
SRR23686053	SRX19548692	SRS2163565	SRP040281	PRJNA230403	Salmonella enterica	PNUSAS011707	OXFORD_NANOPORE	GridION	188573176.0	55011.0	WGS	GENOMIC	SINGLE	nanopore sequence of Salmonella enterica Enteriditis
SRR12995614	SRX9447048	SRS7660938	SRP290649	PRJNA672835	Pseudomonas aeruginosa	SRRSH1101	OXFORD_NANOPORE	MinION	1391946146.0	136983.0	WGS	GENOMIC	SINGLE	Nanopore of Pseudomonas aeruginosa:SRRSH1101_hybrid
DRR393624	DRX379443	DRS296957	DRP007849	PRJDB10842	Enterobacter hormaechei subsp. steigerwaltii	JBBCAAG-19-0001	OXFORD_NANOPORE	GridION	1256913240.0	204574.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00498273
DRR628564	DRX608892	DRS438894	DRP012486	PRJDB17635	Oscillospiraceae bacterium YB328	YB328	PACBIO_SMRT	Revio	248343951.0	37665.0	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00856356
SRR16259736	SRX12539358	SRS10498366	SRP040661	PRJNA231221	Clostridium sporogenes	FDAARGOS_1470	PACBIO_SMRT	Sequel	803555303.0	99409.0	WGS	GENOMIC	SINGLE	
SRR37104815	SRX32051054	SRS27988473	SRP674540	PRJNA1314445	Corynebacterium sanguinis	UC4440_H7	OXFORD_NANOPORE	MinION	333759491.0	71574.0	WGS	GENOMIC	SINGLE	UC4440
ERR15424196	ERX14828140	ERS25489553	ERP174275	PRJEB91289	Acinetobacter baumannii		OXFORD_NANOPORE	PromethION	736563202.0	98900.0	WGS	GENOMIC	SINGLE	Raw reads: MED0956_L
SRR8359510	SRX5170195	SRS2765996	SRP046387	PRJNA218110	Escherichia albertii	05-3106	PACBIO_SMRT	PacBio RS II	1797952118.0	163482.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Escherichia albertii
SRR6703160	SRX3677336	SRS1256898	SRP068738	PRJNA292900	Klebsiella pneumoniae	AR_0066	PACBIO_SMRT	PacBio RS II	1689018635.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Klebsiella pneumoniae FDA-CDC-AR_0066 Genomic Library
SRR30855205	SRX26253578	SRS22793544	SRP511176	PRJNA935338	Neobacillus driksii	179-C4-2-HS	OXFORD_NANOPORE	PromethION	228456802.0	64000.0	WGS	GENOMIC	SINGLE	WGS of Neobacillus driksii 179-J C42 HS
SRR31896232	SRX27254544	SRS23699714	SRP555365	PRJNA1206708	Escherichia coli	ATCC35218_Rep6	OXFORD_NANOPORE	GridION	303051422.0	62920.0	WGS	GENOMIC	SINGLE	Reproducibility of nanopore sequencing in bacterial species
SRR36200482	SRX31237123	SRS27216452	SRP649104	PRJNA1367967	Klebsiella pneumoniae	38488B1	OXFORD_NANOPORE	PromethION	1341368657.0	1030741.0	WGS	GENOMIC	SINGLE	WGS of clinical Klebsiella pneumoniae from a referral hospital in Bansang, Gambia
