srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR16263435	SRX12543027	SRS10502019	SRP040661	PRJNA231221	Legionella pneumophila	FDAARGOS_1483	PACBIO_SMRT	Sequel	1987785733.0	161561.0	WGS	GENOMIC	SINGLE	
SRR23584377	SRX19469838	SRS16847070	SRP423723	PRJNA937246	Staphylococcus aureus	VMRSA_WC062	OXFORD_NANOPORE	MinION	413753507.0	53996.0	WGS	GENOMIC	SINGLE	MinION sequencing of VMRSA_WC062
SRR34827289	SRX29959714	SRS26039959	SRP605729	PRJNA1299779	Brucella	Brucella abortus	OXFORD_NANOPORE	GridION	416446455.0	126439.0	WGS	GENOMIC	SINGLE	One Health Enteric sample from Brucella
SRR24140084	SRX19938321	SRS17287030	SRP247747	PRJNA604975	Escherichia coli	ox_bsi_648	OXFORD_NANOPORE	GridION	182189468.0	95195.0	WGS	GENOMIC	SINGLE	oxford_bsi
SRR15171302	SRX11478521	SRS9518538	SRP328635	PRJNA746600	Bacteroides stercoris ATCC 43183	ATCC 43183	OXFORD_NANOPORE	MinION	3605225740.0	332973.0	WGS	GENOMIC	SINGLE	WGS of Bacteroides-stercoris-ATCC-43183 library1 using OXFORD_NANOPORE
SRR30041333	SRX25515902	SRS21849304	SRP517055	PRJNA1129907	Xanthomonas axonopodis pv. ricini	NCPPB 1063	OXFORD_NANOPORE	PromethION	1507028027.0	406934.0	WGS	GENOMIC	SINGLE	Genome sequencing of NCPPB 1063
ERR13655880	ERX13026582	ERS20964742	ERP152411	PRJEB67372	Streptomyces sp. enrichment culture		PACBIO_SMRT	Revio	734956719.0	113102.0	WGS	GENOMIC	SINGLE	Raw reads: SudanB140_2075
DRR575018	DRX558483	DRS448961	DRP012698	PRJDB18323	Wolbachia pipientis	wBol1Y	OXFORD_NANOPORE	MinION	184504713.0	30741.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00796175
SRR9020432	SRX5798549	SRS4729777	SRP188851	PRJNA523365	Mycobacterium avium complex sp.	JHN_AV_0066_1	OXFORD_NANOPORE	GridION	71676675.0	65951.0	WGS	GENOMIC	SINGLE	Sequencing of non-tuberculosis mycobacteria
SRR27201561	SRX22881443	SRS19853852	SRP477847	PRJNA1052100	Klebsiella pneumoniae	C42	OXFORD_NANOPORE	MinION	946375843.0	380682.0	WGS	GENOMIC	SINGLE	ONT R9.4.1 sequences of Klebsiella pneumoniae from clinical sources in Ghana
SRR30896083	SRX26299938	SRS22828660	SRP536878	PRJNA1134622	Escherichia coli	OXEC-263	OXFORD_NANOPORE	MinION	483149136.0	142679.0	WGS	GENOMIC	SINGLE	OXEC-263
SRR12280377	SRX8784338	SRS7053083	SRP272861	PRJNA646575	Bacteroides thetaiotaomicron		OXFORD_NANOPORE	GridION	319530765.0	35328.0	WGS	GENOMIC	SINGLE	WGS  of Bacteroides fragilis group clinical isolates
SRR5937973	SRX3097860	SRS2434295	SRP115555	PRJNA353337	Ralstonia solanacearum	SL3755	PACBIO_SMRT	PacBio RS II	2171133325.0	163482.0	WGS	GENOMIC	SINGLE	WGS of Ralstonia solanacearum SL3755
SRR15521843	SRX11820600	SRS9835092	SRP272861	PRJNA646575	Bacteroides ovatus	BFG-107	PACBIO_SMRT	Sequel	2771481598.0	338553.0	WGS	GENOMIC	SINGLE	WGS  of Bacteroides fragilis group clinical isolates
SRR35332978	SRX30433507	SRS26467842	SRP618964	PRJNA1322554	Escherichia coli	E200139	OXFORD_NANOPORE	MinION	1405718260.0	1167289.0	WGS	GENOMIC	SINGLE	Sequencing of Escherichia coli isolate E200139
SRR25434109	SRX21168219	SRS18429753	SRP451667	PRJNA999042	Klebsiella pneumoniae		OXFORD_NANOPORE	MinION	365322213.0	38323.0	WGS	GENOMIC	SINGLE	Native DNAseq hypervirulent Klebsiella pneumoniae Isolate 01
SRR31990277	SRX27345196	SRS20831651	SRP497546	PRJNA1091452	Enterococcus faecium	EF22-PS	OXFORD_NANOPORE	MinION	867567576.0	169724.0	WGS	GENOMIC	SINGLE	native ONT data from Enterococcus faecium
SRR28740720	SRX24306647	SRS21069421	SRP502714	PRJNA1090129	Staphylococcus aureus	sa220427_barcode58	OXFORD_NANOPORE	MinION	6643850.0	8004.0	WGS	GENOMIC	SINGLE	Staphylococcus aureus strain sa220427_barcode58
ERR4910138	ERX4776962	ERS4556737	ERP121699	PRJEB38289	Klebsiella pneumoniae		PACBIO_SMRT	PacBio RS			WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR35674193	SRX30725837	SRS26742299	SRP561673	PRJNA1219398	Pasteurella multocida	212142	OXFORD_NANOPORE	MinION	371531700.0	46074.0	WGS	GENOMIC	SINGLE	DNA-Seq of Pasteurella multocida 212142
SRR900216	SRX305337	SRS444493	SRP026009	PRJNA191789	Mycobacteroides abscessus subsp. bolletii 103	103	PACBIO_SMRT	PacBio RS	342526930.0	81741.0	WGS	GENOMIC	SINGLE	
DRR274671	DRX264255	DRS365140	DRP011214	PRJDB11239	Providencia vermicola	N3	PACBIO_SMRT	PacBio RS II	1694523476.0	3343760.0	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00281820
SRR32985087	SRX28251918	SRS23666458	SRP074197	PRJNA288601	Citrobacter freundii		OXFORD_NANOPORE	MinION	553815997.0	227829.0	WGS	GENOMIC	SINGLE	MinION sequencing of 2024XX-00092
SRR24140362	SRX19938715	SRS17287424	SRP247747	PRJNA604975	Escherichia coli	ox_bsi_462	OXFORD_NANOPORE	GridION	395738277.0	82682.0	WGS	GENOMIC	SINGLE	oxford_bsi
SRR26322159	SRX22030247	SRS3020879	SRP133964	PRJNA437002	Bacillus subtilis	PS-25	OXFORD_NANOPORE	MinION	176509318.0	42758.0	WGS	GENOMIC	SINGLE	WGS B. subtilis PS-25
SRR26139061	SRX21852320	SRS18002766	SRP462527	PRJNA1019817	Escherichia coli	TUM3755	OXFORD_NANOPORE	MinION	1581387662.0	101112.0	WGS	GENOMIC	SINGLE	WGS of Enterobacterales: Patient
SRR30694568	SRX26112103	SRS22621691	SRP503470	PRJNA833906	Mycobacterium tuberculosis	L2.2.AA1	OXFORD_NANOPORE	MinION	434447876.0	128818.0	WGS	GENOMIC	SINGLE	WGS of Mycobacterium tuberculosis: clinical isolate
