srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR10498070	ERX10015359	ERS14254639	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	60375764.0	8783.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30348_1#39
SRR28784913	SRX24349312	SRS21108279	SRP503643	PRJNA1102902	Klebsiella pneumoniae	23B2	OXFORD_NANOPORE	PromethION	2121207113.0	256314.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae subsp. pneumoniae
SRR30085202	SRX25558641	SRS22210749	SRP523632	PRJNA1142676	Klebsiella variicola	kv220510_barcode15	OXFORD_NANOPORE	MinION	195856450.0	26123.0	WGS	GENOMIC	SINGLE	Klebsiella variicola strain kv220510_barcode15
ERR2125688	ERX2182540	ERS1487944	ERP005928	PRJEB6403	Corynebacterium kutscheri	NCTC3655	PACBIO_SMRT	PacBio RS	1005062466.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR4156295	SRX2132389	SRS1669375	SRP085655	PRJNA311445	Allomuricauda sp. ES.050	ES.050	PACBIO_SMRT	PacBio RS	142556655.0	64854.0	WGS	GENOMIC	SINGLE	Muricauda sp. ES.050
DRR179487	DRX170013	DRS095383	DRP005093	PRJDB8150	Alistipes onderdonkii subsp. vulgaris	5NYCFAH2	PACBIO_SMRT	Sequel	255289992.0	20883.0	WGS	GENOMIC	SINGLE	Sequel sequencing of SAMD00166234
SRR287687	SRX078299	SRS212383	SRP007207	PRJNA68253	Escherichia coli		PACBIO_SMRT	PacBio RS	148147652.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing for C1010-00
SRR10672473	SRX7349890	SRS5809447	SRP115234	PRJNA438156	Acinetobacter haemolyticus	AN43	PACBIO_SMRT	PacBio RS II	885426715.0	172946.0	WGS	GENOMIC	SINGLE	Acinetobacter haemolyticus genome sequencing
SRR33705249	SRX28930690	SRS25168373	SRP587677	PRJNA1187867	Enterococcus sp.	E. faecium HWP006:4A	OXFORD_NANOPORE	PromethION	64045985.0	32000.0	WGS	GENOMIC	SINGLE	E. faecium HWP006:4A
ERR1223211	ERX1295424	ERS921408	ERP005928	PRJEB6403	Enterococcus faecium	3012STDY6244127	PACBIO_SMRT	PacBio RS	2895134517.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR12296539	SRX8799713	SRS7067268	SRP273129	PRJNA645941	Lactobacillus johnsonii	NCK2677	OXFORD_NANOPORE	GridION	974430705.0	201347.0	WGS	GENOMIC	SINGLE	Nanopore seq of L. johnsonii
SRR12298508	SRX8801559	SRS6792441	SRP266402	PRJNA605147	Klebsiella michiganensis	RHB20-C02	OXFORD_NANOPORE	GridION	409592147.0	110924.0	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE sequencing of Klebsiella oxytoca isolate RH10|T2-C02 cultured from Cattle faeces sample
ERR2262573	ERX2314299	ERS1932653	ERP005928	PRJEB6403	Shigella boydii	NCTC8576	PACBIO_SMRT	PacBio RS	1148128640.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR36095881	SRX31141431	SRS21867791	SRP291668	PRJNA675431	Klebsiella pneumoniae		OXFORD_NANOPORE	PromethION	323353757.0	134323.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae
SRR17210329	SRX13390181	SRS11290155	SRP350362	PRJNA788148	Raoultella ornithinolytica	A2s	OXFORD_NANOPORE	MinION	68904564.0	11874.0	WGS	GENOMIC	SINGLE	A2_r2_standard_9h
SRR9722597	SRX6480171	SRS5130277	SRP215816	PRJNA470993	Staphylococcus aureus	ER04612.3	PACBIO_SMRT	PacBio RS II	921738250.0	133889.0	WGS	GENOMIC	SINGLE	WGS of Staphylococcus aureus
SRR33769159	SRX28991610	SRS22455833	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	234705125.0	11094.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0478HE1 for ARCH 2
SRR32184220	SRX27529354	SRS16968671	SRP426074	PRJNA941188	Bacillus subtilis	DSM 5611	OXFORD_NANOPORE	GridION	909332145.0	151617.0	WGS	GENOMIC	SINGLE	WGS of Bacillus subtilis: cell culture
SRR8739635	SRX5532443	SRS4498666	SRP051949	PRJNA271899	Klebsiella oxytoca	OC-CRE-9097	OXFORD_NANOPORE	GridION	830285031.0	100614.0	WGS	GENOMIC	SINGLE	Sequencing of Carbapenem resistant bacteria
ERR10498906	ERX10016195	ERS14256007	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	92944586.0	17556.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30602_2#350
ERR16064490	ERX15454672	ERS28397625	ERP173262	PRJEB90249	Enterococcus faecalis		OXFORD_NANOPORE	GridION	824159608.0	158573.0	WGS	GENOMIC	SINGLE	GridION sequencing
ERR1681923	ERX1751540	ERS986318	ERP005928	PRJEB6403	Streptococcus pneumoniae	NCTC11890	PACBIO_SMRT	PacBio RS	2139254617.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR27958563	SRX23615408	SRS20456224	SRP489545	PRJNA1076228	Streptococcus pyogenes	MGAS37837	OXFORD_NANOPORE	GridION	500008393.0	29127.0	WGS	GENOMIC	SINGLE	Oxford Nanopore Technology WGS of GAS M1 clinical isolates
SRR22139586	SRX18118950	SRS15621044	SRP385959	PRJNA836783	Mycobacterium tuberculosis		OXFORD_NANOPORE	MinION	1133599391.0	454475.0	WGS	GENOMIC	SINGLE	WGS of NR123_3- ONT fastq
SRR33768683	SRX28991395	SRS22456483	SRP444583	PRJNA962904	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	211517193.0	11830.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0198HE2 for ARCH 2
SRR22756118	SRX18716682	SRS12619255	SRP395888	PRJNA812595	Acinetobacter baumannii	2022CK-00241	OXFORD_NANOPORE	GridION	110305996.0	9357.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of ARLN isolate
SRR3721801	SRX1879622	SRS1526675	SRP077272	PRJNA214267	Pseudacidobacterium ailaaui	PMMR2	PACBIO_SMRT	PacBio RS	487161314.0	159159.0	WGS	GENOMIC	SINGLE	Acidobacterium sp. PMMR2
ERR14225704	ERX13625980	ERS18294129	ERP156237	PRJEB71438	Labrys miyagiensis		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	MinION sequencing
SRR25607821	SRX21334977	SRS18438665	SRP451909	PRJNA999467	Anaerostipes hadrus	GIF7	OXFORD_NANOPORE	MinION	3329016544.0	1198535.0	WGS	GENOMIC	SINGLE	WGS of Anaerostipes hadrus GIF7
ERR10498019	ERX10015308	ERS14254624	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	109261569.0	12482.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30348_1#273
SRR31879097	SRX27237994	SRS23684084	SRP555050	PRJNA1205886	Escherichia coli	KI_024_EC2	OXFORD_NANOPORE	MinION	792852391.0	84689.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli : Wastewater
ERR1025269	ERX1104141	ERS764446	ERP005928	PRJEB6403	Escherichia coli	NCTC9048	PACBIO_SMRT	PacBio RS	1021615167.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR13802600	ERX13203352	ERS21186475	ERP164461	PRJEB80477	Escherichia coli		OXFORD_NANOPORE	MinION	404484710.0	122081.0	WGS	GENOMIC	SINGLE	MinION sequencing
DRR594392	DRX574939	DRS566218	DRP015300	PRJDB18582	Campylobacter jejuni	IFTK319	PACBIO_SMRT	Revio	3133017663.0	286792.0	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817489
ERR12779861	ERX12153051	ERS18593813	ERP152744	PRJEB67737	Salmonella enterica subsp. enterica serovar Minnesota		OXFORD_NANOPORE	PromethION	569225068.0	176000.0	WGS	GENOMIC	SINGLE	Raw reads: K_158_L
SRR498030	SRX148634	SRS281882	SRP013241	PRJNA73829	Vibrio cholerae		PACBIO_SMRT	PacBio RS	3856718.0	8073.0	WGS	GENOMIC	SINGLE	
ERR15094713	ERX14499315	ERS24813600	ERP119900	PRJEB36683	Klebsiella pneumoniae 11227-1		OXFORD_NANOPORE	PromethION	841631561.0	159894.0	WGS	GENOMIC	SINGLE	Raw reads: HKPB406_L
ERR10498937	ERX10016226	ERS14256226	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	200158594.0	22742.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30602_2#376
SRR8305998	SRX5120500	SRS2396639	SRP114423	PRJNA191650	Salmonella bongori serovar 66:z41:-	SGSC 3100	PACBIO_SMRT	Sequel	663956745.0	86558.0	WGS	GENOMIC	SINGLE	Whole genome PacBio Sequel sequence of Salmonella bongori serovar V 66:z41:-
SRR4164088	SRX2136349	ERS1460862	SRP086201	PRJNA303518	Micromonospora rhizosphaerae	DSM 45431	PACBIO_SMRT	PacBio RS	1443582394.0	688321.0	WGS	GENOMIC	SINGLE	Micromonospora rhizosphaerae DSM 45431
ERR15516467	ERX14920313	ERS26654067	ERP165332	PRJEB81499	Escherichia coli		OXFORD_NANOPORE	GridION	274315846.0	144041.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR3441676	SRX1727915	SRS1324852	SRP050002	PRJNA266616	Bordetella pertussis	I517	PACBIO_SMRT	PacBio RS II	603469898.0	163482.0	WGS	GENOMIC	SINGLE	
SRR10211259	SRX6930985	SRS5461280	SRP191068	PRJNA528511	Escherichia coli	GTEN_355	OXFORD_NANOPORE	GridION	1100812950.0	206559.0	WGS	GENOMIC	SINGLE	Global TravEpiNet AMR surveillance Genome sequencing and assembly
ERR10498526	ERX10015815	ERS14255242	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	149609501.0	27433.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30348_2#160
SRR30949580	SRX26352206	SRS22817163	SRP536567	PRJNA1165464	Escherichia coli	Not applicable	OXFORD_NANOPORE	MinION	263631499.0	83803.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of E.coli: blood isolate
