srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR10613421	SRX7292588	SRS5786125	SRP235306	PRJNA593863	Streptococcus pneumoniae	TH13619	PACBIO_SMRT	Sequel	1104334452.0	133485.0	WGS	GENOMIC	SINGLE	SMRT-seq of pneumococcal strain TH5160(spn556II and spn556III deleted) derivative: TH13619 S. agalactiae-A2
SRR35556718	SRX30631342	SRS19727468	SRP150360	PRJNA475751	Clostridioides difficile	CD08794	OXFORD_NANOPORE	MinION	31514265.0	29958.0	WGS	GENOMIC	SINGLE	WGS Sequencing of Clostridioides difficile
ERR15602739	ERX15005963	ERS26883007	ERP180185	PRJEB97707	Escherichia coli		OXFORD_NANOPORE	MinION	924360929.0	118681.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR20083812	SRX16121487	SRS13783903	SRP385998	PRJNA857878	Klebsiella pneumoniae	F88	OXFORD_NANOPORE	MinION	778670801.0	167024.0	WGS	GENOMIC	SINGLE	F88
SRR26305335	SRX22013786	SRS19087279	SRP250705	PRJNA607328	Bacillus subtilis	missing	OXFORD_NANOPORE	MinION	1545811592.0	359083.0	WGS	GENOMIC	SINGLE	Bacillus subtilis FELIX_MS382 Nanopore
SRR21979431	SRX17962585	SRS15479143	SRP403584	PRJNA891504	Enterococcus faecalis	BE62	OXFORD_NANOPORE	GridION	251363176.0	44215.0	WGS	GENOMIC	SINGLE	Genome sequencing and assembly of Enterococcus faecalis strains isolated from endodontic infections
ERR10472431	ERX9992776	ERS6795243	ERP109413	PRJEB27342	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	9953401716.0	1557501.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR27786983	SRX23451763	SRS20304803	SRP486857	PRJNA1070959	Lactiplantibacillus plantarum	LP140	OXFORD_NANOPORE	GridION	408021658.0	81930.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequencing of Lactiplantibacillus plantarum LP140
SRR24503420	SRX20288336	SRS17615150	SRP437064	PRJNA971580	Klebsiella pneumoniae	khv2157	OXFORD_NANOPORE	GridION	223587107.0	32292.0	WGS	GENOMIC	SINGLE	Genome Sequencing Klebsiella pneumoniae
SRR35509601	SRX30585387	SRS26613973	SRP622153	PRJNA1276982	Clostridium neuense	SDL48	PACBIO_SMRT	Revio	247602199.0	25173.0	WGS	GENOMIC	SINGLE	Genome of Clostridium neuense SDL48
ERR2125646	ERX2182498	ERS1473294	ERP005928	PRJEB6403	Corynebacterium amycolatum	NCTC7243	PACBIO_SMRT	PacBio RS	843588807.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR10083118	SRX6816118	SRS5359870	SRP220854	PRJNA562597	Streptococcus pneumoniae	TH9048	PACBIO_SMRT	PacBio RS II	3644796848.0	163482.0	WGS	GENOMIC	SINGLE	SMRT-seq of Streptococcus pneumoniae ST556: TH9048 rr01 mutant
SRR27201525	SRX22881479	SRS19853888	SRP477847	PRJNA1052100	Klebsiella pneumoniae	E49	OXFORD_NANOPORE	MinION	575919382.0	230619.0	WGS	GENOMIC	SINGLE	ONT R9.4.1 sequences of Klebsiella pneumoniae from clinical sources in Ghana
SRR15076625	SRX11386649	SRS9431260	SRP040661	PRJNA231221	Aeromonas sp. FDAARGOS 1405	FDAARGOS 1405	PACBIO_SMRT	Sequel II	2397058965.0	352358.0	WGS	GENOMIC	SINGLE	
SRR12298356	SRX8801711	SRS6792215	SRP266402	PRJNA605147	Escherichia coli	RHBSTW-00219	OXFORD_NANOPORE	GridION	486303943.0	95256.0	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE sequencing of Escherichia coli isolate WTP3|T1-00219 cultured from WTP influent sample
SRR24140158	SRX19938919	SRS17287628	SRP247747	PRJNA604975	Escherichia coli	ox_bsi_451	OXFORD_NANOPORE	GridION	197011157.0	104026.0	WGS	GENOMIC	SINGLE	oxford_bsi
SRR31303474	SRX26681597	SRS23174453	SRP544363	PRJNA1133929	Bordetella pertussis	YW26	PACBIO_SMRT	Sequel IIe	2143603463.0	164839.0	WGS	GENOMIC	PAIRED	Genome sequencing for Bordetella pertussis
SRR498115	SRX148635	SRS281883	SRP013241	PRJNA73829	Vibrio cholerae		PACBIO_SMRT	PacBio RS	64099.0	267.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing for N5 (strobe)
SRR2288572	SRX1200209	SRS1058324	SRP063391	PRJNA287201	Staphylococcus aureus	JS395	PACBIO_SMRT	PacBio RS II	3943592283.0	163482.0	WGS	GENOMIC	SINGLE	Staphylococcus aureus subsp. aureus strain:JS395
SRR9722623	SRX6480145	SRS5130251	SRP215816	PRJNA470993	Staphylococcus aureus	ER04436.3	PACBIO_SMRT	PacBio RS II	999499321.0	138161.0	WGS	GENOMIC	SINGLE	WGS of Staphylococcus aureus
SRR5160931	SRX2479142	SRS1910212	SRP095178	PRJNA357595	Serratia marcescens	UMH2	PACBIO_SMRT	PacBio RS II	1938769863.0	163482.0	WGS	GENOMIC	SINGLE	Insertion site sequencing (InSeq) of Serratia marcescens during bacteremia
SRR35049689	SRX30164055	SRS26224577	SRP212399	PRJNA548188	Borreliella burgdorferi	BL206	PACBIO_SMRT	PacBio RS II	1700799679.0	163482.0	WGS	GENOMIC	SINGLE	"=""Genome sequencing of Borreliella burgdorferi: ""&B3"
SRR11961844	SRX8505961	SRS6804618	SRP266536	PRJNA638177	Bacillus velezensis	YB-130	PACBIO_SMRT	PacBio RS II	2381982861.0	219950.0	WGS	GENOMIC	SINGLE	YB-130
SRR9620674	SRX6383685	SRS5043284	SRP212590	PRJNA547258	Helcobacillus massiliensis	DSM 23040	PACBIO_SMRT	Sequel	818215600.0	190445.0	WGS	GENOMIC	SINGLE	Helcobacillus massiliensis DSM 23040
SRR8769340	SRX5559471	SRS4517764	SRP189083	PRJNA528470	Burkholderia pseudomallei	Yap7	PACBIO_SMRT	PacBio RS II	1109164558.0	163482.0	WGS	GENOMIC	PAIRED	Burkholderia pseudomallei
SRR17631716	SRX13800165	SRS11681933	SRP355217	PRJNA797673	Vibrio cholerae	13-6_pacbio	PACBIO_SMRT	Sequel	1173464165.0	108135.0	WGS	GENOMIC	SINGLE	WGS of Vibrio cholerae
SRR15989578	SRX12277961	SRS9998476	SRP357537	PRJNA801416	Klebsiella quasipneumoniae	E33	OXFORD_NANOPORE	GridION	116832369.0	20962.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR32076370	SRX27424810	SRS23852953	SRP559005	PRJNA1191226	Enterococcus faecium	D1-1	OXFORD_NANOPORE	MinION	692426655.0	143101.0	WGS	GENOMIC	SINGLE	Enterococcus faecium D1-1
ERR950084	ERX1029069	ERS686711	ERP005928	PRJEB6403	Klebsiella michiganensis	NCTC9161	PACBIO_SMRT	PacBio RS	609282511.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR19634180	SRX15684596	SRS13381675	SRP379817	PRJNA848631	Escherichia coli		OXFORD_NANOPORE	GridION	390039531.0	39262.0	WGS	GENOMIC	SINGLE	Long read sequencing of E. coli that has been experimentally evolved with a CTX-M-15 plasmid
