srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR601555	ERX558384	ERS473441	ERP005928	PRJEB6403	Proteus vulgaris	NCTC13145	PACBIO_SMRT	PacBio RS	836895722.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR17430284	SRX13601608	SRS11487475	SRP353467	PRJNA794134	Listeria monocytogenes	TB0359	OXFORD_NANOPORE	MinION	110717476.0	17861.0	WGS	GENOMIC	SINGLE	long read sequencing of Listeria monocytogenes
SRR15140887	SRX11448598	SRS9488523	SRP295672	PRJNA681856	Salmonella enterica subsp. arizonae	LHICA_AZ23	OXFORD_NANOPORE	MinION	27696593.0	4000.0	WGS	GENOMIC	SINGLE	Salmonella AZ23
ERR15197983	ERX14603639	ERS25123450	ERP174390	PRJEB91442	Bacillus cereus		OXFORD_NANOPORE	MinION	440545716.0	244354.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR14757238	SRX11090763	SRS9156136	SRP323170	PRJNA732579	Staphylococcus aureus	334	PACBIO_SMRT	Sequel	1083443769.0	206880.0	WGS	GENOMIC	SINGLE	WGS of Staphylococcus aureus: human skin
ERR1813542	ERX1876079	ERS1324155	ERP005928	PRJEB6403	Veillonella ratti	NCTC12019	PACBIO_SMRT	PacBio RS	68957426.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR32364678	SRX27699468	SRS21122742	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	162512688.0	7926.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AS26837E3 for ARCH 1.0
SRR33123802	SRX28387225	SRS24711152	SRP578427	PRJNA1244367	Bacillus cereus ATCC 14579	ATCC 14579	OXFORD_NANOPORE	GridION	210841176.0	59242.0	WGS	GENOMIC	SINGLE	WGS of Bacillus cereus Strain ATCC14626
ERR10741442	ERX10190748	ERS14394720	ERP143791	PRJEB58724	Klebsiella pneumoniae		OXFORD_NANOPORE	MinION	101495235.0	13508.0	WGS	GENOMIC	SINGLE	NIHR Nanopore Sequencing
SRR28039583	SRX23690879	SRS20520801	SRP490884	PRJNA1077967	Enterococcus faecium	AH19G054	OXFORD_NANOPORE	GridION	331230416.0	33871.0	WGS	GENOMIC	SINGLE	WGS of Enterococcus faecium isolate
SRR27973032	SRX23626133	SRS20465834	SRP489819	PRJNA1076692	Klebsiella pneumoniae	RIVM_C051277_rerio	OXFORD_NANOPORE	MinION	277723031.0	67442.0	WGS	GENOMIC	SINGLE	RIVM_C051277_rerio
SRR22784751	SRX18744693	SRS16179798	SRP413484	PRJNA912639	Escherichia coli	EC_E10BF_2_E	OXFORD_NANOPORE	MinION	303518885.0	69655.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli
SRR14648479	SRX10986951	SRS9061510	SRP321303	PRJNA693392	Xanthomonas campestris	DAR-82634	OXFORD_NANOPORE	MinION	455106726.0	80455.0	WGS	GENOMIC	SINGLE	MinION genome sequencing of Xanthomonas campestris: DAR-82634
ERR4763213	ERX4636266	ERS5247886	ERP124695	PRJEB40976	Enterococcus faecalis		OXFORD_NANOPORE	GridION	943422232.0	51861.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: 28157_4#90
SRR34795055	SRX29928134	SRS26026070	SRP605455	PRJNA1299340	Escherichia coli	DA81527	OXFORD_NANOPORE	MinION	1627786475.0	108586.0	WGS	GENOMIC	SINGLE	DA79882 240 gen without TZP  Nanopore reads I-SceI digested pDNA
ERR2125699	ERX2182551	ERS1502653	ERP005928	PRJEB6403	[Eubacterium] infirmum	NCTC12940	PACBIO_SMRT	PacBio RS	2630110704.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR2403057	ERX2443819	ERS1827746	ERP006122	PRJEB6574	Klebsiella pneumoniae	3189STDY6864257	PACBIO_SMRT	PacBio RS	513210679.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR27972434	SRX23626019	SRS20465454	SRP489819	PRJNA1076692	Staphylococcus aureus	RIVM_M096462_rerio	OXFORD_NANOPORE	MinION	156331015.0	45971.0	WGS	GENOMIC	SINGLE	RIVM_M096462_rerio
SRR34973508	SRX30092817	SRS26157792	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_825	OXFORD_NANOPORE	PromethION	500000431.0	57121.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR35798821	SRX30848114	SRS26854338	SRP632849	PRJNA1345726	Serratia marcescens	CAVP656	OXFORD_NANOPORE	MinION	410230548.0	28684.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Serratia marcescens isolate using nanopore
ERR5205855	ERX5010515	ERS5633865	ERP125430	PRJEB41626	Enterococcus faecium		OXFORD_NANOPORE	MinION	210022594.0	110000.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR35556839	SRX30631221	SRS4051861	SRP150360	PRJNA475751	Klebsiella pneumoniae	KLP00225	OXFORD_NANOPORE	MinION	2277552416.0	352014.0	WGS	GENOMIC	SINGLE	WGS Sequencing of Klebsiella pneumoniae
ERR1805681	ERX1868708	ERS1324126	ERP005928	PRJEB6403	Chryseobacterium taklimakanense	NCTC13490	PACBIO_SMRT	PacBio RS	1569377257.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR19749286	SRX15795121	SRS13476065	SRP382286	PRJNA848845	Bacillus thuringiensis	IBL01313	PACBIO_SMRT	Sequel II	10439342174.0	1731836.0	WGS	GENOMIC	SINGLE	Pacbio Sequel II of IBL01313
SRR4236948	SRX2158184	SRS1687605	SRP089404	PRJNA329680	Pseudomonas syringae	31R1	PACBIO_SMRT	PacBio RS	33671575.0	12838.0	WGS	GENOMIC	SINGLE	Pseudomonas syringae 31R1
SRR3312979	SRX1669989	SRS1367727	SRP072558	PRJNA312061	Candidatus Liberibacter solanacearum		PACBIO_SMRT	PacBio RS	726218477.0	142741.0	WGS	GENOMIC	PAIRED	
SRR31460848	SRX26829536	SRS21229604	SRP510483	PRJNA1101017	Campylobacter coli	GTVSS-017	PACBIO_SMRT	Sequel	269889112.0	18037.0	WGS	GENOMIC	SINGLE	Whole genome PacBio Sequel sequence of  Campylobacter coli
SRR26662873	SRX22362952	SRS16233260	SRP414243	PRJNA914626	Pseudomonas putida	EM42del_gcd	OXFORD_NANOPORE	MinION	16236244.0	2482.0	WGS	GENOMIC	SINGLE	Nanopore seq_Pseudomonas putida
SRR6516630	SRX3604600	SRS2872240	SRP131578	PRJNA402426	Chromobacterium violaceum	ATCC 315322	PACBIO_SMRT	PacBio RS II	806904352.0	239197.0	WGS	GENOMIC	SINGLE	Chromobacterium violaceum ATCC 315322
SRR30463414	SRX25888546	SRS22459554	SRP515179	PRJNA1126331	Chloroflexota bacterium		PACBIO_SMRT	Sequel II	3042401.0	1.0	WGS	GENOMIC	SINGLE	HiFi.Rittmann_complete.10641
SRR29777259	SRX25277137	SRS21961054	SRP519287	PRJNA1134122	Listeria monocytogenes	N23-0865	OXFORD_NANOPORE	MinION	576395383.0	90493.0	WGS	GENOMIC	SINGLE	Long read WGS of Listeria monocytogenes: isolate N23-0865
SRR27272525	SRX22950528	SRS19918242	SRP478614	PRJNA1049858	Streptococcus pyogenes	A946	PACBIO_SMRT	PacBio RS II	1392557357.0	183338.0	WGS	GENOMIC	SINGLE	Streptococcus pyogenes global genome sequencing
ERR13600552	ERX12971575	ERS6631460	ERP109316	PRJEB27256	Klebsiella pneumoniae		OXFORD_NANOPORE	GridION	2323007050.0	141567.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR24308042	SRX20103117	SRS17434186	SRP434545	PRJNA961666	Escherichia coli	AVS0501	OXFORD_NANOPORE	MinION	350004606.0	34288.0	WGS	GENOMIC	SINGLE	Long read sequencing of Escherichia coli AVS0501
SRR30170614	SRX25637206	SRS21048591	SRP502302	PRJNA1101444	Klebsiella pneumoniae	RIVM_C016658	OXFORD_NANOPORE	MinION	662102512.0	24398.0	WGS	GENOMIC	SINGLE	RIVM_C016658
ERR13764905	ERX13166109	ERS21039370	ERP164181	PRJEB80140	Acinetobacter baumannii		OXFORD_NANOPORE	MinION	612100698.0	125276.0	WGS	GENOMIC	SINGLE	Raw reads: 18_GEN12945
ERR16064604	ERX15454786	ERS28397739	ERP173262	PRJEB90249	Pseudomonas aeruginosa		OXFORD_NANOPORE	GridION	1165532242.0	480523.0	WGS	GENOMIC	SINGLE	GridION sequencing
