srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR24510333	SRX20294798	SRS17620937	SRP437136	PRJNA957400	Stenotrophomonas rhizophila	SORGH_AS_0457	PACBIO_SMRT	Sequel IIe	447334032.0	74459.0	WGS	GENOMIC	SINGLE	Stenotrophomonas rhizophila SORGH_AS 457
DRR667197	DRX647299	DRS454613	DRP012833	PRJDB20538	Escherichia coli		OXFORD_NANOPORE	MinION	861764749.0	256903.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00899060
SRR33066884	SRX28331544	SRS24661172	SRP577698	PRJNA1248909	Klebsiella pneumoniae	N22-03420	OXFORD_NANOPORE	MinION	276640538.0	65085.0	WGS	GENOMIC	SINGLE	ONT MinION of Klebsiella pneumoniae
DRR287316	DRX276773	DRS318052	DRP010345	PRJDB10714	Annamia dubia NIES-4383	NIES-4383	OXFORD_NANOPORE	MinION	16139337.0	4000.0	WGS	GENOMIC	SINGLE	Annamia_sp_54
DRR393769	DRX379588	DRS297100	DRP007849	PRJDB10842	Escherichia coli	JBCIACA-19-0423	OXFORD_NANOPORE	GridION	1604486300.0	314255.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00500813
SRR22784630	SRX18744248	SRS16179579	SRP413484	PRJNA912639	Escherichia coli	EC_6041_C1_H_CuP_CeP	OXFORD_NANOPORE	MinION	545406764.0	82893.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli
SRR35212517	SRX30316260	SRS26363276	SRP291668	PRJNA675431	Enterococcus faecium	FI528	OXFORD_NANOPORE	PromethION	514941111.0	128373.0	WGS	GENOMIC	SINGLE	WGS of Enterococcus faecium
SRR12047132	SRX8575717	SRS6867665	SRP040661	PRJNA231221	Delftia acidovorans	FDAARGOS_939	PACBIO_SMRT	PacBio RS	298672594.0	163482.0	WGS	GENOMIC	SINGLE	
SRR32235831	SRX27575838	SRS23987377	SRP561685	PRJNA1217613	Proteus mirabilis	MUWRP17566	OXFORD_NANOPORE	MinION	123002790.0	32940.0	WGS	GENOMIC	SINGLE	Proteus mirabilis Genome sequencing and assembly
SRR9221429	SRX5991957	SRS4897095	SRP191068	PRJNA528511	Escherichia coli	GTEN_139	OXFORD_NANOPORE	GridION	1891229008.0	430556.0	WGS	GENOMIC	SINGLE	Global TravEpiNet AMR surveillance Genome sequencing and assembly
SRR13893743	SRX10273271	SRS8406531	SRP309815	PRJNA686978	Enterobacter cloacae	not collected	OXFORD_NANOPORE	MinION	5319363842.0	673364.0	WGS	GENOMIC	SINGLE	nanopore sequencing of e cloacae: clinical isolate
SRR10211198	SRX6931046	SRS5461341	SRP191068	PRJNA528511	Escherichia coli	GTEN_211	OXFORD_NANOPORE	GridION	595334805.0	252280.0	WGS	GENOMIC	SINGLE	Global TravEpiNet AMR surveillance Genome sequencing and assembly
SRR12298978	SRX8802235	SRS6792666	SRP266402	PRJNA605147	Escherichia coli	RHB08-C14	PACBIO_SMRT	PacBio RS II	1052941346.0	129612.0	WGS	GENOMIC	SINGLE	PACBIO_SMRT sequencing of Escherichia coli isolate RH06|T1-C14 cultured from Cattle faeces sample
SRR31598820	SRX26963666	SRS23433378	SRP549287	PRJNA1185485	Escherichia coli	299	OXFORD_NANOPORE	PromethION	688237122.0	503872.0	WGS	GENOMIC	SINGLE	manhole-barcode45
SRR13448261	SRX9861432	SRS8041700	SRP295672	PRJNA681856	Salmonella enterica subsp. salamae	LHICA_SA1	OXFORD_NANOPORE	MinION	32837002.0	4000.0	WGS	GENOMIC	SINGLE	WGS of Salmonella Lhica SA1_4
SRR25755475	SRX21478569	SRS18711149	SRP456906	PRJNA935111	Streptomyces sp. P5-A9	P5-A9	OXFORD_NANOPORE	MinION	1010320444.0	79147.0	WGS	GENOMIC	SINGLE	P5-A9_long-reads
SRR32653551	SRX27957854	SRS748615	SRP569638	PRJNA1234602	Listeria monocytogenes	PNUSAL001080	OXFORD_NANOPORE	PromethION	580486503.0	72372.0	WGS	GENOMIC	SINGLE	ONT of clinical Listeria monocytogenes from NY state surveillance
