srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR10083119	SRX6816117	SRS5359869	SRP220854	PRJNA562597	Streptococcus pneumoniae	ST556	PACBIO_SMRT	PacBio RS II	4354975569.0	163482.0	WGS	GENOMIC	SINGLE	SMRT-seq of Streptococcus pneumoniae ST556: wildtype
SRR34531124	SRX29674536	SRS25787640	SRP600654	PRJNA1289023	Klebsiella oxytoca	OK-1	OXFORD_NANOPORE	MinION	1190889445.0	164639.0	WGS	GENOMIC	SINGLE	WGS of enterobacterial clinical strains carrying IncQ2::blaGES plasmid
SRR32410569	SRX27740987	SRS24128782	SRP565160	PRJNA1225906	Neisseria meningitidis		OXFORD_NANOPORE	GridION	750603930.0	172147.0	WGS	GENOMIC	SINGLE	WGS of Neisseria meningitids isolate
SRR15989370	SRX12278169	SRS9998843	SRP357537	PRJNA801416	Proteus mirabilis	-	OXFORD_NANOPORE	GridION	1322227483.0	244222.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
ERR10497989	ERX10015278	ERS14254594	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	89214072.0	10833.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30348_1#206
SRR31779817	SRX27141249	SRS23512786	SRP540652	PRJNA1173757	Candidatus Pelagibacter bacterium nBUS_14	nBUS_14	OXFORD_NANOPORE	MinION	221581025.0	49386.0	WGS	GENOMIC	SINGLE	ONT whole genome sequencing of Vibrio sp. nBUS_14
SRR30949836	SRX26352252	SRS22817241	SRP536567	PRJNA1165464	Escherichia coli	Not applicable	OXFORD_NANOPORE	MinION	221462460.0	76000.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of E.coli: blood isolate
SRR30949413	SRX26352071	SRS22817189	SRP536567	PRJNA1165464	Escherichia coli	Not applicable	OXFORD_NANOPORE	MinION	273793093.0	74034.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of E.coli: blood isolate
SRR18117860	SRX14268374	SRS12087405	SRP361201	PRJNA809755	Klebsiella pneumoniae	not collected	OXFORD_NANOPORE	GridION	705514728.0	127513.0	WGS	GENOMIC	SINGLE	K.pneumoniae CFN_9444
DRR674109	DRX654211	DRS464509	DRP012940	PRJDB19399	Paenibacillus xylanilyticus		PACBIO_SMRT	Sequel	7107468.0	7.0	WGS	GENOMIC	SINGLE	Sequel sinlge-end Sequencing of KAS22027143 (KAE22288320)
ERR14150518	ERX13553147	ERS13618230	ERP141886	PRJEB56918	Enterococcus faecium		OXFORD_NANOPORE	GridION	2341049777.0	226993.0	WGS	GENOMIC	SINGLE	Raw reads: 1002773
SRR29908478	SRX25403716	SRS20990078	SRP487017	PRJNA1071282	Bordetella pertussis	SHBP1016	OXFORD_NANOPORE	MinION	723843442.0	101004.0	WGS	GENOMIC	SINGLE	SHBP1016
SRR30293619	SRX25754242	SRS20715778	SRP447847	PRJNA991976	Xanthomonas hortorum pv. pelargonii	WHRI 5641	OXFORD_NANOPORE	PromethION	875496848.0	154434.0	WGS	GENOMIC	SINGLE	ONT genome sequencing of WHRI 5641
SRR33053979	SRX28318939	SRS24657689	SRP577606	PRJNA1248674	Escherichia coli	AN2-017	OXFORD_NANOPORE	GridION	1433184174.0	312753.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli
ERR10176080	ERX9712553	ERS13444800	ERP132884	PRJEB48506	Salmonella enterica subsp. enterica serovar Paratyphi A		OXFORD_NANOPORE	MinION	602260641.0	280070.0	WGS	GENOMIC	SINGLE	MinION sequencing; Raw reads: SEAP7506866_MinION
SRR28740755	SRX24306612	SRS21069386	SRP502714	PRJNA1090129	Staphylococcus aureus	sa220209_barcode74	OXFORD_NANOPORE	MinION	216447341.0	282566.0	WGS	GENOMIC	SINGLE	Staphylococcus aureus strain sa220209_barcode74
SRR27972476	SRX23625977	SRS20465432	SRP489819	PRJNA1076692	Klebsiella pneumoniae	RIVM_C055333_rerio	OXFORD_NANOPORE	MinION	191801418.0	65372.0	WGS	GENOMIC	SINGLE	RIVM_C055333_rerio
SRR10505828	SRX7194768	SRS5700609	SRP230878	PRJNA347122	Sphaerisporangium rubeum	DSM 44936	PACBIO_SMRT	Sequel	4191111619.0	1184959.0	WGS	GENOMIC	SINGLE	Sphaerisporangium rubeum DSM 44936
ERR10769127	ERX10220021	ERS2785338	ERP104475	PRJEB22771	Streptococcus pneumoniae		PACBIO_SMRT	Sequel II	2991840574.0	437524.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR23347610	SRX19289423	SRS16690584	SRP421131	PRJNA931653	Escherichia coli K-12	K-12	OXFORD_NANOPORE	GridION	22922196.0	4000.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Ciprofloxacin challenged E. coli
