srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR12825873	SRX9293510	SRS7519886	SRP040661	PRJNA231221	Citrobacter koseri	FDAARGOS_1029	PACBIO_SMRT	Sequel	2135602234.0	251987.0	WGS	GENOMIC	SINGLE	
ERR13298020	ERX12668882	ERS20274745	ERP161188	PRJEB76684	Escherichia coli		OXFORD_NANOPORE	MinION	503373815.0	87994.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR23384610	SRX19323051	SRS16721133	SRP421698	PRJNA924056	Pseudomonas aeruginosa	CPO180	OXFORD_NANOPORE	MinION	588983865.0	89777.0	WGS	GENOMIC	SINGLE	WGS of bacterial isolate possessing blaIMP-4 carbapenemase
SRR12711904	SRX9190817	SRS7426798	SRP285370	PRJNA647647	Streptomyces mexicanus	Marseille-Q0842	OXFORD_NANOPORE	GridION	17746221.0	4000.0	WGS	GENOMIC	SINGLE	ONT of Streptomyces mexicanus : Marseille
SRR9665258	SRX6426132	SRS5081655	SRP214024	PRJNA536311	Terrabacter sp. Ellin102	SLBN-196	PACBIO_SMRT	Sequel	1142367252.0	251701.0	WGS	GENOMIC	SINGLE	Terrabacter sp. SLBN-196
SRR25778636	SRX21501180	SRS18732655	SRP457287	PRJNA1010209	Mycobacterium tuberculosis	TDR58	OXFORD_NANOPORE	MinION	622764006.0	201881.0	WGS	GENOMIC	SINGLE	WGS from TDR58 Oxford Nanopore
SRR8072933	SRX4900903	SRS3947390	SRP040661	PRJNA231221	Burkholderia mallei	FDAARGOS_588	PACBIO_SMRT	PacBio RS	788928565.0	163482.0	WGS	GENOMIC	SINGLE	
ERR10452920	ERX9976375	ERS6793989	ERP109413	PRJEB27342	Klebsiella grimontii		PACBIO_SMRT	Sequel II	207700936.0	52093.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR13386185	SRX9805244	SRS7989319	SRP300861	PRJNA663900	Enterococcus sp. DIV2323	DIV2323	OXFORD_NANOPORE	GridION	798995345.0	82491.0	WGS	GENOMIC	SINGLE	Zoo 3 Enterococcus Diversity Genome sequencing and assembly
SRR27962331	SRX23618791	SRS20459168	SRP489640	PRJNA998543	Staphylococcus epidermidis	HRSE 35	OXFORD_NANOPORE	MinION	794168584.0	105603.0	WGS	GENOMIC	SINGLE	S. epidermidis isolated from Han River whole genome sequencing
SRR32527940	SRX27839588	SRS24213983	SRP567071	PRJNA1230128	Salmonella enterica subsp. enterica serovar Typhimurium	22EPA044NSA_16	OXFORD_NANOPORE	MinION	209662698.0	22595.0	WGS	GENOMIC	SINGLE	nanopore sequence of Salmonella enterica
