srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
DRR582007	DRX562560	DRS640950	DRP016847	PRJDB17425	Pantoea sp. X-Soil-MYKO-1785	X-Soil-MYKO-1785	PACBIO_SMRT	Sequel II	561255196.0	63896.0	WGS	GENOMIC	SINGLE	Soil-X10-1785
SRR26403555	SRX22109314	SRS19174085	SRP466672	PRJNA1028803	Salmonella	10880/21	OXFORD_NANOPORE	MinION	215326474.0	53377.0	WGS	GENOMIC	SINGLE	WGS long read Salmonella Infantis
SRR12298751	SRX8801826	SRS6792707	SRP266402	PRJNA605147	Escherichia fergusonii	RHB28-C21	OXFORD_NANOPORE	GridION	264046239.0	57447.0	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE sequencing of Escherichia fergusonii isolate RH01|T2-C21 cultured from Pig faeces sample
SRR19820694	SRX15864227	SRS13526047	SRP361569	PRJNA768416	Niallia sp. FSL W8-0951	FSL W8-0951	OXFORD_NANOPORE	MinION	402254912.0	160930.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
SRR27485677	SRX23156887	SRS20107308	SRP483009	PRJNA1063499	Weissella confusa		OXFORD_NANOPORE	MinION	28535365.0	38178.0	WGS	GENOMIC	SINGLE	Genome sequence of Weissella confusa: from METH user gut
SRR31599277	SRX26964406	SRS23434123	SRP549287	PRJNA1185485	Escherichia coli	372	OXFORD_NANOPORE	PromethION	291043917.0	56369.0	WGS	GENOMIC	SINGLE	pig-inf-barcode05
SRR24651268	SRX20431263	SRS17736830	SRP438478	PRJNA885826	Akkermansia muciniphila	ATCC BAA-835	OXFORD_NANOPORE	MinION	1257382381.0	127832.0	WGS	GENOMIC	SINGLE	PCR free Oxford Nanopore sequencing of genomic DNA from Akkermansia-muciniphila-ATCC-BAA-835
SRR13575502	SRX9973360	SRS8145954	SRP303741	PRJNA695586	Streptococcus pyogenes	M4C20	OXFORD_NANOPORE	MinION	2976277.0	4000.0	WGS	GENOMIC	SINGLE	Whole genome sequence of Streptococcus pyogenes strain M4C20
DRR900260	DRX878081	DRS495665	DRP013756	PRJDB35717	Haemophilus influenzae		OXFORD_NANOPORE	MinION	1682366318.0	380355.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD01599392
SRR21696421	SRX17693844	SRS14987376	SRP354045	PRJNA747871	Streptomyces phaeochromogenes	NBC_00819	OXFORD_NANOPORE	MinION	1092134683.0	171315.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_00819
SRR14075918	SRX10450202	SRS8581547	SRP312271	PRJNA243842	Burkholderia seminalis	869T2	OXFORD_NANOPORE	MinION	522326261.0	46153.0	WGS	GENOMIC	SINGLE	ONT WGS of Burkholderia seminalis 869T2
SRR29931823	SRX25425677	SRS22086147	SRP521707	PRJNA1139194	Shigella sonnei	3.6.1.1.2	OXFORD_NANOPORE	GridION	382318561.0	100023.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Shigella
SRR35212914	SRX30316731	SRS26363729	SRP615919	PRJNA708363	Bradyrhizobium elkanii	USDA 8	PACBIO_SMRT	Sequel II	249512213.0	24961.0	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 8
SRR31520158	SRX26887710	SRS23368096	SRP547791	PRJNA1185266	Limosilactobacillus reuteri	2324	PACBIO_SMRT	Sequel II	604965525.0	85699.0	WGS	GENOMIC	SINGLE	Sequencing of Limosilactobacillus reuteri: infant gut
DRR538165	DRX521984	DRS397799	DRP011824	PRJDB17661	Lawsonibacter asaccharolyticus	i31-0019-A7	PACBIO_SMRT	Sequel	140255721.0	8564.0	WGS	GENOMIC	SINGLE	Sequel single end sequencing of  SAMD00759015
SRR26316617	SRX22024898	SRS1588515	SRP058582	PRJNA203400	Escherichia coli	MOD1-EC6839	OXFORD_NANOPORE	GridION	212722403.0	28245.0	WGS	GENOMIC	SINGLE	Identification of Thirty-two New O antigen Gene Clusters in Escherichia coli
SRR28208381	SRX23820772	SRS20643118	SRP493058	PRJNA1070810	Mesomycoplasma ovipneumoniae	OARF1_094	OXFORD_NANOPORE	MinION	837492371.0	338663.0	WGS	GENOMIC	SINGLE	WGS of Mycoplasma ovipneumoniae
