srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
DRR393823	DRX379642	DRS297158	DRP007849	PRJDB10842	Citrobacter koseri	JBEAAFA-19-0180	OXFORD_NANOPORE	GridION	783227828.0	128549.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00502235
SRR28800573	SRX24364336	SRS21121413	SRP503961	PRJNA1100578	Escherichia coli	UTAK-22	OXFORD_NANOPORE	PromethION	3003350184.0	410659.0	WGS	GENOMIC	SINGLE	WGS of multidrug-resistant STEC
ERR4047295	ERX4048428	ERS3340493	ERP113355	PRJEB30866	Escherichia coli		PACBIO_SMRT	Sequel	364219713.0	129893.0	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR9979373	ERX9520350	ERS12496719	ERP139746	PRJEB54884	Escherichia coli		OXFORD_NANOPORE	MinION	355869380.0	147970.0	WGS	GENOMIC	SINGLE	MinION sequencing
ERR879385	ERX958788	ERS659570	ERP005928	PRJEB6403	Klebsiella aerogenes	NCTC9646	PACBIO_SMRT	PacBio RS	915683573.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR33905602	SRX29113040	SRS25319239	SRP590957	PRJNA1274183	Mycobacterium avium subsp. hominissuis	missing	OXFORD_NANOPORE	PromethION	194681517.0	32169.0	WGS	GENOMIC	SINGLE	WGS of NTM from sputum isolate
ERR11275474	ERX10683044	ERS14857445	ERP146774	PRJEB61685	Mycobacterium tuberculosis variant bovis BCG		OXFORD_NANOPORE	MinION	73269240.0	31487.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR12057878	SRX8586209	SRS6877697	SRP268094	PRJNA485818	Clostridium beijerinckii	DJ149	PACBIO_SMRT	PacBio RS II	896758745.0	305257.0	WGS	GENOMIC	SINGLE	Clostridium beijerinckii DJ149
SRR31598689	SRX26963797	SRS23433510	SRP549287	PRJNA1185485	Escherichia coli	75	OXFORD_NANOPORE	PromethION	1862524429.0	342871.0	WGS	GENOMIC	SINGLE	2ndManhole-barcode82
SRR24139892	SRX19938513	SRS17287222	SRP247747	PRJNA604975	Escherichia coli	ox_bsi_691	OXFORD_NANOPORE	GridION	104514714.0	52367.0	WGS	GENOMIC	SINGLE	oxford_bsi
SRR9213976	SRX5984736	SRS4729759	SRP188851	PRJNA523365	Mycobacterium avium complex sp.	JHN_AV_0024_1	OXFORD_NANOPORE	GridION	383073532.0	298205.0	WGS	GENOMIC	SINGLE	Sequencing of non-tuberculosis mycobacteria
SRR9903664	SRX6655479	SRS5216576	SRP217434	PRJNA558852	Brucella anthropi ATCC 49188	ATCC 49188	OXFORD_NANOPORE	MinION	2031280004.0	305908.0	WGS	GENOMIC	SINGLE	Whole genome sequencing Ochrobactrum species
SRR30944917	SRX26347487	SRS22853384	SRP537443	PRJNA1170947	Raoultella ornithinolytica	TET32	OXFORD_NANOPORE	MinION	614003369.0	80166.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of CAV4969: Sink-2BS
SRR27678736	SRX23346013	SRS20207251	SRP485167	PRJNA960711	Bacillus toyonensis	Puebla_S2	OXFORD_NANOPORE	MinION	346687878.0	113571.0	WGS	GENOMIC	SINGLE	WGS of Bacillus toyonensis: strain Puebla_S2
ERR13655872	ERX13026574	ERS20964739	ERP152411	PRJEB67372	Streptomyces sp. enrichment culture		PACBIO_SMRT	Revio	253678121.0	43733.0	WGS	GENOMIC	SINGLE	Raw reads: SudanB129_2071
ERR13600593	ERX12971616	ERS15599426	ERP132614	PRJEB48268	Klebsiella pneumoniae		OXFORD_NANOPORE	GridION	2085301384.0	91626.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR13192617	SRX9626842	SRS7827983	SRP295672	PRJNA681856	Salmonella enterica	LHICA_E1	OXFORD_NANOPORE	MinION	13339568.0	4000.0	WGS	GENOMIC	SINGLE	WGS of Salmonella enterica Lhica E113
SRR27089208	SRX22778491	SRS19762641	SRP475972	PRJNA1049017	Escherichia coli	KE55	OXFORD_NANOPORE	GridION	509378272.0	99372.0	WGS	GENOMIC	SINGLE	Genomic Sequencing of both Escherichia coli and Enterococcus: recurrent urinary tract infections
SRR18458693	SRX14591325	SRS12332499	SRP365083	PRJNA818268	Bacillus cereus	Van39R1	PACBIO_SMRT	Sequel II	7530850285.0	957067.0	WGS	GENOMIC	SINGLE	Bacillus cereus 03BB102 isolate Van39R1
SRR19165774	SRX15231988	SRS12965192	SRP374671	PRJNA836696	Escherichia coli	3059	OXFORD_NANOPORE	GridION	1130180315.0	110457.0	WGS	GENOMIC	SINGLE	ONT long-read sequencing of carbapenem non-susceptible Enterobacterales
SRR21696384	SRX17693881	SRS11554251	SRP354045	PRJNA747871	Kitasatospora papulosa	NBC_01347	OXFORD_NANOPORE	MinION	523451036.0	81582.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_01347
SRR33239964	SRX28486489	SRS24805044	SRP580283	PRJNA1253762	Ralstonia pseudosolanacearum	UW559_UCD729	OXFORD_NANOPORE	PromethION	1311893942.0	288708.0	WGS	GENOMIC	SINGLE	Genome sequencing of Ralstonia pseudosolanacearum in Guatemala: Monjas, Jalapa
SRR31877262	SRX27236180	SRS23503038	SRP550752	PRJNA1196838	Burkholderia pseudomallei	490f	OXFORD_NANOPORE	GridION	497445318.0	157168.0	WGS	GENOMIC	SINGLE	Genome 14
SRR28249949	SRX23860542	SRS20679556	SRP458718	PRJNA1013328	Escherichia coli	Escherichia coli BL21(DE3)	OXFORD_NANOPORE	PromethION	902539051.0	144058.0	WGS	GENOMIC	SINGLE	Long read WGS sequencing for genomic insertion assay: genomeinsertion-bRNA-1-RTG4.biorep1.techrep1
ERR14651465	ERX14052617	ERS23643258	ERP153004	PRJEB67993	Mycobacterium tuberculosis		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	MinION sequencing
