srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR14307863	SRX10663313	SRS8104717	SRP301498	PRJNA690640	Enterococcus faecium		OXFORD_NANOPORE	MinION	9713670.0	870.0	WGS	GENOMIC	SINGLE	WGS of E. faecium
SRR29316843	SRX24833300	SRS21545131	SRP512379	PRJNA1121190	Vibrio cholerae	121Vc01	OXFORD_NANOPORE	PromethION	616271504.0	132172.0	WGS	GENOMIC	SINGLE	WGS of Vcholerae isolates
SRR27561280	SRX23230550	SRS20153303	SRP483965	PRJNA1032276	Staphylococcus capitis subsp. urealyticus	Sc1365750	OXFORD_NANOPORE	MinION	651311228.0	111985.0	WGS	GENOMIC	SINGLE	Oxford Nanopore MinION whole-genome sequencing reads of S. capitis clinical isolate Sc1365750
SRR32655877	SRX27959912	SRS24326293	SRP569671	PRJNA912210	Prochlorococcus sp. MIT 0603	MIT 0603	PACBIO_SMRT	Sequel	89556528.0	12770.0	WGS	GENOMIC	SINGLE	PacBio HiFi data of Prochlorococcus sp. MIT 0603
ERR9364097	ERX8906346	ERS11202322	ERP136327	PRJEB51675	Vibrio cholerae O1 biovar El Tor	not provided	OXFORD_NANOPORE	MinION	509076701.0	71904.0	WGS	GENOMIC	SINGLE	MinION sequencing
ERR15335130	ERX14738445	ERS5247155	ERP177037	PRJEB94163	Francisella tularensis subsp. holarctica	17T1131	OXFORD_NANOPORE	MinION	403890777.0	155560.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR29316628	SRX24833515	SRS21545344	SRP512379	PRJNA1121190	Vibrio cholerae	143Vc10	OXFORD_NANOPORE	PromethION	255188607.0	29572.0	WGS	GENOMIC	SINGLE	WGS of Vcholerae isolates
ERR985338	ERX1066559	ERS736978	ERP005928	PRJEB6403	Escherichia coli	NCTC9073	PACBIO_SMRT	PacBio RS	428959715.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR29303093	SRX24820162	SRS21490954	SRP511146	PRJNA1119015	Pseudomonas savastanoi pv. phaseolicola 1448A	Pseudomonas syringae	OXFORD_NANOPORE	MinION	2374078944.0	288892.0	WGS	GENOMIC	SINGLE	Nanopore sequenicng of psph_WT_R10
SRR26437364	SRX22142144	SRS19201886	SRP467311	PRJNA1026547	Acinetobacter baumannii	ACC00535_zosurabalpin_4	OXFORD_NANOPORE	GridION	177285595.0	16717.0	WGS	GENOMIC	SINGLE	WGS of Acinetobacter baumannii: ACC00535 derivative with elevated RG6006 MIC
SRR36095877	SRX31141435	SRS21867796	SRP291668	PRJNA675431	Klebsiella pneumoniae		OXFORD_NANOPORE	PromethION	2268567107.0	441463.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae
SRR21416002	SRX17420486	SRS13526007	SRP361569	PRJNA768416	Caldifermentibacillus hisashii	FSL K6-2851	OXFORD_NANOPORE	MinION	791365284.0	183133.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
SRR4176942	SRX2141540	SRS1673310	SRP086900	PRJNA303867	Pseudomonas rhodesiae	LMG 17764	PACBIO_SMRT	PacBio RS	758204162.0	267948.0	WGS	GENOMIC	SINGLE	Pseudomonas rhodesiae BS2777
SRR386622	SRX109812	SRS004883	SRP001079	PRJNA40077	Cereibacter sphaeroides 2.4.1	2.4.1	PACBIO_SMRT	PacBio RS	59768811.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR28216015	SRX23828221	SRS20650263	SRP493211	PRJNA1083507	Xanthomonas arboricola pv. pruni	Xap70	PACBIO_SMRT	Sequel II	414468821.0	44205.0	WGS	GENOMIC	SINGLE	Whole genome PacBio sequencing of Xanthomonas arboricola pv. pruni: Strains collected in South America
SRR22860046	SRX18818537	SRS16251745	SRP414408	PRJNA914892	Staphylococcus aureus	C1	OXFORD_NANOPORE	MinION	50349465.0	8055.0	WGS	GENOMIC	SINGLE	Long read ONT WGS of Staphylococcus aureus isolates from Chronic Rhinosinusitis Patients
SRR8752514	SRX5543451	SRS4509121	SRP188851	PRJNA523365	Mycobacteroides abscessus	JHN_AB_0037_1	OXFORD_NANOPORE	GridION	284452668.0	189678.0	WGS	GENOMIC	SINGLE	Sequencing of non-tuberculosis mycobacteria
SRR6985673	SRX3925537	SRS3159751	SRP133836	PRJNA316321	Proteus mirabilis	AR379	PACBIO_SMRT	PacBio RS	1087073721.0	163482.0	WGS	GENOMIC	SINGLE	
SRR27972924	SRX23626241	SRS20465544	SRP489819	PRJNA1076692	Escherichia coli	RIVM_C048206_dorado	OXFORD_NANOPORE	MinION	301750812.0	91452.0	WGS	GENOMIC	SINGLE	RIVM_C048206_dorado
SRR4164065	SRX2136281	ERS1358606	SRP086193	PRJNA303523	Micromonospora citrea	DSM 43903	PACBIO_SMRT	PacBio RS	1250934365.0	365334.0	WGS	GENOMIC	SINGLE	Micromonospora citrea DSM 43903
SRR30149644	SRX25617423	SRS21937603	SRP518730	PRJNA1133668	Enterobacter hormaechei	EC459EH2	OXFORD_NANOPORE	MinION	309173172.0	46727.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of clinical CRE isolates: human
SRR13893468	SRX10273134	SRS8406408	SRP309815	PRJNA686978	Enterobacter cloacae	not collected	OXFORD_NANOPORE	MinION	950786450.0	155053.0	WGS	GENOMIC	SINGLE	nanopore sequencing of e cloacae: clinical isolate
