srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR1109317	ERX1188848	ERS807415	ERP005928	PRJEB6403	Staphylococcus aureus	NCTC6507	PACBIO_SMRT	PacBio RS	1030247740.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR7447108	SRX4317648	SRS3480636	SRP151539	PRJNA477342	Aeromonas veronii	JG185	OXFORD_NANOPORE	MinION	305913526.0	42301.0	WGS	GENOMIC	SINGLE	JG185_MinION
SRR13955700	SRX10334065	SRS8453784	SRP310443	PRJNA714107	Mannheimia haemolytica	1506	PACBIO_SMRT	PacBio RS II	3233565.0	2021.0	WGS	GENOMIC	SINGLE	PacBio reads of M. haemolytica
SRR942722	SRX327564	SRS468191	SRP028222	PRJNA51643	Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1	USMARC-S3124.1	PACBIO_SMRT	PacBio RS	164372095.0	81741.0	WGS	GENOMIC	SINGLE	Salmonella enterica Newport CLR Sequencing
SRR36200646	SRX31237259	SRS27216588	SRP649113	PRJNA1348097	Klebsiella pneumoniae subsp. pneumoniae	AA	PACBIO_SMRT	Onso	1421030799.0	6383962.0	WGS	GENOMIC	PAIRED	WGS of Klebsiella pneumoniae: Vegetable - Strain AA
SRR10556139	SRX7237873	SRS5737469	SRP233725	PRJNA460349	Clostridium beijerinckii	DJ112	PACBIO_SMRT	PacBio RS II	321525010.0	81865.0	WGS	GENOMIC	SINGLE	Clostridium beijerinckii DJ112
SRR16494033	SRX12697028	SRS10647032	SRP342230	PRJNA751903	Apilactobacillus kunkeei	7K4AA	OXFORD_NANOPORE	MinION	700301503.0	91012.0	WGS	GENOMIC	SINGLE	Genome sequencing of Apilactobacillus kunkeei 7K4AA
SRR9027954	SRX5805511	SRS4735094	SRP188851	PRJNA523365	Mycobacteroides abscessus	JHN_AB_0019_1	OXFORD_NANOPORE	GridION	1319031034.0	1493312.0	WGS	GENOMIC	SINGLE	Sequencing of non-tuberculosis mycobacteria
ERR2195665	ERX2251688	ERS1826210	ERP005928	PRJEB6403	Campylobacter jejuni subsp. jejuni	NCTC12109	PACBIO_SMRT	PacBio RS	821962978.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR27973035	SRX23626130	SRS20465502	SRP489819	PRJNA1076692	Klebsiella pneumoniae	RIVM_C051274_rerio	OXFORD_NANOPORE	MinION	350546339.0	88917.0	WGS	GENOMIC	SINGLE	RIVM_C051274_rerio
SRR30343009	SRX25801140	SRS22432615	SRP528120	PRJNA1150149	Escherichia coli	ST167	OXFORD_NANOPORE	MinION	542736694.0	66732.0	WGS	GENOMIC	SINGLE	ONT long-read sequencing of potential healthcare transmission pathogens
SRR29316704	SRX24833439	SRS21545271	SRP512379	PRJNA1121190	Vibrio cholerae	103Vc06	OXFORD_NANOPORE	PromethION	648366400.0	168634.0	WGS	GENOMIC	SINGLE	WGS of Vcholerae isolates
SRR21563419	SRX17565755	SRS11554236	SRP354045	PRJNA747871	Streptomyces albidoflavus	NBC_01331	OXFORD_NANOPORE	MinION	67230001.0	17482.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_01331
SRR18700736	SRX14801703	SRS12559698	SRP369021	PRJNA696078	Kibdelosporangium banguiense	DSM 46670	PACBIO_SMRT	Sequel II	6850287763.0	1033768.0	WGS	GENOMIC	SINGLE	Kibdelosporangium banguiense DSM 46670
SRR932053	SRX320108	SRS456503	SRP022914	PRJNA203445	Listeria monocytogenes	N1-011A	PACBIO_SMRT	PacBio RS	119751382.0	81741.0	WGS	GENOMIC	SINGLE	Listeria monocytogenes Strain N1-011A
SRR7134919	SRX4055792	SRS3272742	SRP144998	PRJNA439560	Pseudomonas plecoglossicida	ZKA3	PACBIO_SMRT	PacBio RS II	393786039.0	94699.0	WGS	GENOMIC	SINGLE	Pseudomonas plecoglossicida ZKA3
ERR10497685	ERX10014974	ERS14254825	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	121850048.0	18319.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30224_1#109
SRR13075232	SRX9522260	SRS7727976	SRP292906	PRJNA513871	Chryseobacterium sp. AHK477M2	AHK477M2	OXFORD_NANOPORE	MinION	92783176.0	13812.0	WGS	GENOMIC	SINGLE	
SRR9619724	SRX6382757	SRS5042354	SRP212549	PRJNA547239	Micromonospora sp. CNZ286	CNZ286	PACBIO_SMRT	Sequel	3997753252.0	2061126.0	WGS	GENOMIC	SINGLE	Micromonospora sp. CNZ286
SRR29816428	SRX25315663	SRS16968729	SRP426074	PRJNA941188	Bacillus subtilis	PRO64	OXFORD_NANOPORE	GridION	87878423.0	14338.0	WGS	GENOMIC	SINGLE	WGS of Bacillus subtilis: cell culture
SRR31626390	SRX26990683	SRS23456855	SRP549654	PRJNA1194628	Mycoplasmopsis bovis		OXFORD_NANOPORE	MinION	262115988.0	47185.0	WGS	GENOMIC	SINGLE	WGS of Mycoplasmopsis bovis from cattle lung tissue
SRR8739657	SRX5532421	SRS4498644	SRP051949	PRJNA271899	Klebsiella pneumoniae	UCI-CRE-217	OXFORD_NANOPORE	GridION	82234170.0	9679.0	WGS	GENOMIC	SINGLE	Sequencing of Carbapenem resistant bacteria
ERR8958862	ERX8503892	ERS10771022	ERP135763	PRJEB51164	Pseudomonas aeruginosa		OXFORD_NANOPORE	GridION	261812617.0	22859.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: Pa01_r10.4_sup_dup
SRR31306745	SRX26684901	SRS22644116	SRP532462	PRJNA1160527	Escherichia coli	DA78742	OXFORD_NANOPORE	MinION	113716908.0	34198.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of  HR TZP E. coli mutants
SRR16525357	SRX12728128	SRS10336649	SRP357537	PRJNA801416	Escherichia coli	E826	OXFORD_NANOPORE	GridION	781628576.0	150058.0	WGS	GENOMIC	SINGLE	Extensive diversification and dissemination of blaNDM carbapenemase plasmids in Enterobacterales in Singapore 2010-2015
ERR5353125	ERX5141160	ERS5752860	ERP126298	PRJEB42440	Escherichia coli		OXFORD_NANOPORE	GridION	238412973.0	42834.0	WGS	GENOMIC	SINGLE	GridION sequencing
DRR538135	DRX521954	DRS397769	DRP011824	PRJDB17661	Escherichia coli	f37	PACBIO_SMRT	Sequel	1019926724.0	56989.0	WGS	GENOMIC	SINGLE	Sequel single end sequencing of  SAMD00758985
SRR36919964	SRX31886263	SRS27841228	SRP665298	PRJNA1403646	Veillonella atypica	not applicable	OXFORD_NANOPORE	MinION	183136021.0	103579.0	WGS	GENOMIC	SINGLE	Long Reads for The Genomic Landscape of Head and Neck Cancer-associated Streptococci
ERR13600523	ERX12971546	ERS6631333	ERP109316	PRJEB27256	Klebsiella pneumoniae		OXFORD_NANOPORE	GridION	1705490886.0	104942.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR13893502	SRX10273512	SRS8406537	SRP309815	PRJNA686978	Escherichia coli	not collected	OXFORD_NANOPORE	MinION	8588502506.0	1055547.0	WGS	GENOMIC	SINGLE	nanopore sequencing of e coli: clinical isolate
ERR2025962	ERX1708417	ERS1354655	ERP017162	PRJEB15431	Escherichia coli		OXFORD_NANOPORE	MinION	1075395651.0	124714.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR19519900	SRX15572407	SRS13275267	SRP378127	PRJNA819273	Staphylococcus epidermidis	IVB6210	PACBIO_SMRT	Sequel II	3940553242.0	343637.0	WGS	GENOMIC	SINGLE	PacBio Sequel sequencing of camel Staphylococcaceae from the Horn of Africa
SRR10038547	SRX6773603	SRS5320728	SRP219718	PRJNA546641	Streptomyces sp. S2-02	S2-02	PACBIO_SMRT	Sequel	1985783655.0	474468.0	WGS	GENOMIC	SINGLE	Streptomyces sp. S2-02
SRR28434603	SRX24038502	SRS20831684	SRP497546	PRJNA1091452	Enterococcus faecium	EF33-PS	OXFORD_NANOPORE	MinION	408200078.0	85805.0	WGS	GENOMIC	SINGLE	ONT performance study sequencing of E.faecium
ERR10497807	ERX10015096	ERS14254748	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	93372804.0	10974.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30224_1#264
ERR9669035	ERX9218260	ERS9873862	ERP134564	PRJEB50014	Streptococcus pneumoniae	12F-HUB-9544	OXFORD_NANOPORE	MinION	759878775.0	197769.0	WGS	GENOMIC	SINGLE	MinION sequencing
