srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR32263281	SRX27600644	SRS24010617	SRP562144	PRJNA1220344	Enterococcus faecium	VR27	OXFORD_NANOPORE	MinION	531536805.0	129000.0	WGS	GENOMIC	SINGLE	DNA-Seq of Enterococcus faecium
SRR13269134	SRX9699323	SRS7895446	SRP272861	PRJNA646575	Bacteroides fragilis		OXFORD_NANOPORE	GridION	774477439.0	73761.0	WGS	GENOMIC	SINGLE	WGS  of Bacteroides fragilis group clinical isolates
ERR1857502	ERX1919185	ERS1420635	ERP009811	PRJEB8775	Enterococcus hirae		PACBIO_SMRT	PacBio RS	1309503017.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR35903308	SRX30952579	SRS4051757	SRP150360	PRJNA475751	Klebsiella quasipneumoniae	KLP00177	OXFORD_NANOPORE	MinION	2229418.0	945.0	WGS	GENOMIC	SINGLE	WGS Sequencing of K. pneumoniae
SRR11393288	SRX7972394	SRS6357296	SRP101993	PRJNA329489	Sinorhizobium meliloti	RCAM1115	OXFORD_NANOPORE	MinION	679498216.0	72647.0	WGS	GENOMIC	SINGLE	Sinorhizobium meliloti RCAM1115
SRR30574388	SRX25997469	SRS22571237	SRP531125	PRJNA1155659	Vibrio parahaemolyticus	VB18PR-0204-1_long	OXFORD_NANOPORE	MinION	621697648.0	219231.0	WGS	GENOMIC	SINGLE	Oxford Nanopore reads of Vibrio
SRR28415542	SRX24019893	SRS20798055	SRP496639	PRJNA1090044	Staphylococcus aureus	TUM20929	OXFORD_NANOPORE	MinION	520056151.0	79060.0	WGS	GENOMIC	SINGLE	ONT sequencing of Staphylococcus aureus TUM20929
SRR15988973	SRX12277894	SRS9998836	SRP357537	PRJNA801416	Klebsiella pneumoniae	526	OXFORD_NANOPORE	GridION	299679392.0	22646.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR33123769	SRX28387258	SRS24711184	SRP578427	PRJNA1244367	Bacillus cereus ATCC 14579	ATCC 14579	OXFORD_NANOPORE	GridION	1772273313.0	762717.0	WGS	GENOMIC	SINGLE	WGS of Bacillus cereus Strain ATCC14658
SRR26162846	SRX21874973	SRS18966406	SRP463007	PRJNA1020811	Escherichia coli	isolateA	OXFORD_NANOPORE	MinION	776172552.0	99243.0	WGS	GENOMIC	SINGLE	WGS of Enterobacterales: ONT RBKv14 validation
SRR27972413	SRX23626040	SRS20466204	SRP489819	PRJNA1076692	Klebsiella pneumoniae	RIVM_C055466_dorado	OXFORD_NANOPORE	MinION	500597254.0	131660.0	WGS	GENOMIC	SINGLE	RIVM_C055466_dorado
SRR25999223	SRX21716467	SRS18851473	SRP459613	PRJNA1014400	Listeria monocytogenes		OXFORD_NANOPORE	MinION	263858964.0	88748.0	WGS	GENOMIC	SINGLE	ONT R9 WGS of Listeria monoctyogenes isolate
SRR27467562	SRX23139068	SRS20090129	SRP482617	PRJNA942599	Staphylococcus aureus	Dog112	PACBIO_SMRT	Sequel II	936624604.0	83856.0	WGS	GENOMIC	SINGLE	PacBio sequencing of canine Staphylococcaceae isolated from a Kenyan shelter in June 2069
SRR27352563	SRX23029205	SRS19991089	SRP480168	PRJNA1057299	Clostridioides difficile	cd221122_barcode43	OXFORD_NANOPORE	MinION	8244747.0	3979.0	WGS	GENOMIC	SINGLE	Clostridioides difficile strain cd221122_barcode43
ERR15686894	ERX15091323	ERS26976638	ERP171481	PRJEB88388	Mucilaginibacter sp. R-92742	R-92742	OXFORD_NANOPORE	MinION	1002400169.0	431449.0	WGS	GENOMIC	SINGLE	Raw reads: Mucilaginibacter sp. R-92742
SRR10503220	SRX7192178	SRS5698192	SRP230813	PRJNA347135	Nocardioides marinus	DSM 18248	PACBIO_SMRT	Sequel	2293988619.0	725962.0	WGS	GENOMIC	SINGLE	Nocardioides marinus DSM 18248
ERR10498907	ERX10016196	ERS14255395	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	147354766.0	21580.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30602_2#358
ERR2532143	ERX2550572	ERS2016206	ERP005928	PRJEB6403	Vibrio harveyi		PACBIO_SMRT	PacBio RS	1229805476.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR21473078	SRX17476718	SRS15029946	SRP396115	PRJNA868296	Escherichia coli	GD03897	OXFORD_NANOPORE	MinION	519655313.0	50264.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli
SRR32204147	SRX27545664	SRS23960614	SRP561120	PRJNA1214876	Ekhidna algicida	To15	OXFORD_NANOPORE	MinION	31268162.0	4000.0	WGS	GENOMIC	SINGLE	Ekhidna algicida strain To15 genome
SRR10194576	SRX6914830	SRS5445912	SRP223501	PRJNA565475	Vibrio fortis	S7-72	PACBIO_SMRT	Sequel	3108541577.0	1258001.0	WGS	GENOMIC	SINGLE	S7-72 Genome sequencing
SRR32485742	SRX27799136	SRS24151988	SRP364955	PRJNA818070	Campylobacter jejuni	AUSMDU00095417	OXFORD_NANOPORE	PromethION	334398392.0	80949.0	WGS	GENOMIC	SINGLE	WGS of Campylobacter species from ONT reads
SRR14871197	SRX11188621	SRS9244922	SRP324862	PRJNA736470	Streptococcus equi subsp. equi	SEE_19-031	PACBIO_SMRT	Sequel	871669267.0	149887.0	WGS	GENOMIC	SINGLE	PacBio whole genome sequencing of Streptococcu equi
ERR10124215	ERX9661279	ERS6426079	ERP109413	PRJEB27342	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	4798190314.0	698160.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR23347540	SRX19289493	SRS16690584	SRP421131	PRJNA931653	Escherichia coli K-12	K-12	OXFORD_NANOPORE	GridION	23479772.0	4000.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Ciprofloxacin challenged E. coli
ERR3685886	ERX3675490	ERS4047687	ERP114207	PRJEB31632	bacterium		OXFORD_NANOPORE	GridION	569795398.0	156750.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR14753616	SRX11087226	SRS9152682	SRP323129	PRJNA735522	Bacillus velezensis	GMEKP1	OXFORD_NANOPORE	GridION	29394341.0	4000.0	WGS	GENOMIC	SINGLE	SRA Bacillus velezensis GMEKP1
ERR13765057	ERX13166261	ERS21039363	ERP164181	PRJEB80140	Acinetobacter baumannii		OXFORD_NANOPORE	MinION	647768939.0	126212.0	WGS	GENOMIC	SINGLE	Raw reads: 15_GEN12938
SRR18700941	SRX14801908	SRS12559889	SRP369076	PRJNA695765	Microlunatus panaciterrae	DSM 18662	PACBIO_SMRT	Sequel II	6951862473.0	1327907.0	WGS	GENOMIC	SINGLE	Microlunatus panaciterrae DSM 18662
SRR364965	SRX032454	SRS140103	SRP004712	PRJNA61297	Vibrio cholerae O1 biovar El Tor str. N16961	N16961	PACBIO_SMRT	PacBio RS	50486290.0	60667.0	WGS	GENOMIC	SINGLE	Sequencing for N5 (Bangladesh, 1971)
SRR16525776	SRX12728223	SRS10336946	SRP357537	PRJNA801416	Klebsiella pneumoniae	307	OXFORD_NANOPORE	GridION	1142852283.0	205998.0	WGS	GENOMIC	SINGLE	Extensive diversification and dissemination of blaNDM carbapenemase plasmids in Enterobacterales in Singapore 2010-2015
SRR35320215	SRX30422020	SRS26458177	SRP618701	PRJNA1322359	Campylobacter coli	99_4	PACBIO_SMRT	Sequel II	172220998.0	16826.0	WGS	GENOMIC	SINGLE	WGS of Campylobacter coli
ERR9517026	ERX9058565	ERS2652397	ERP104475	PRJEB22771	Streptococcus pneumoniae		PACBIO_SMRT	Sequel II	291308115.0	42838.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
ERR2432878	ERX2452457	ERS1963367	ERP005928	PRJEB6403	Acinetobacter calcoaceticus	NCTC12983	PACBIO_SMRT	PacBio RS	603402033.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR15441472	SRX11740886	SRS8025426	SRP301606	PRJNA627032	Escherichia coli O157:H7	FLT_2010E	PACBIO_SMRT	Sequel	658291626.0	39031.0	WGS	GENOMIC	SINGLE	PacBio reads for long term study
SRR24140220	SRX19938857	SRS17287567	SRP247747	PRJNA604975	Escherichia coli	ox_bsi_299	OXFORD_NANOPORE	GridION	114917698.0	41939.0	WGS	GENOMIC	SINGLE	oxford_bsi
SRR2132507	SRX1121935	SRS1014533	SRP061658	PRJNA291146	Bradyrhizobium diazoefficiens	missing	PACBIO_SMRT	PacBio RS II	1774882940.0	163482.0	WGS	GENOMIC	SINGLE	bradyrhizobium-bacteroid
SRR36342364	SRX31372585	SRS27346333	SRP651901	PRJNA1376148	Pseudomonas aeruginosa	ZYZ	OXFORD_NANOPORE	GridION	2205956383.0	197100.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of Pseudomonas aeruginosa strain ZYZ
SRR28058717	SRX23708320	SRS20538255	SRP491224	PRJNA1075806	Endozoicomonas lisbonensis	NE43	PACBIO_SMRT	Revio	41511214370.0	4034152.0	WGS	GENOMIC	SINGLE	Endozoicomonas sp. NE43
ERR10499046	ERX10016335	ERS14255458	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	59944900.0	9112.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30821_1#352
SRR13258504	SRX9689278	SRS7886568	SRP297072	PRJNA682584	Enterococcus faecium	Dallas 103	OXFORD_NANOPORE	MinION	205322488.0	58487.0	WGS	GENOMIC	SINGLE	WGS of vancomycin resistant Enterococcus faecium collected from Dallas, Texas
SRR30223606	SRX25686147	SRS22326572	SRP526077	PRJNA1089209	Bradyrhizobium sp. A5	A5	PACBIO_SMRT	Sequel II	1921767349.0	224778.0	WGS	GENOMIC	SINGLE	Complete Genome Sequencing of Bradyrhizobium sp. strain A5
ERR980642	ERX1057514	ERS736965	ERP005928	PRJEB6403	Klebsiella aerogenes	NCTC9652	PACBIO_SMRT	PacBio RS	592578398.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
DRR576807	DRX560240	DRS374535	DRP011446	PRJDB17760	Klebsiella pasteurii	NG13	PACBIO_SMRT	Revio	248138373.0	27315.0	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00760303
ERR11861393	ERX11259400	ERS15952148	ERP148219	PRJEB63082	Escherichia coli		OXFORD_NANOPORE	GridION	282038287.0	71971.0	WGS	GENOMIC	SINGLE	GridION sequencing
ERR3046648	ERX3120238	ERS3009545	ERP112940	PRJEB30480	Altererythrobacter sp. S1-5	Altererythrobacter sp. S1-5	PACBIO_SMRT	PacBio RS	825460287.0	54494.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR30016864	SRX25495941	SRS21850000	SRP517073	PRJNA1130007	Ralstonia syzygii subsp. celebesensis	NCPPB 3726	OXFORD_NANOPORE	PromethION	509993045.0	86355.0	WGS	GENOMIC	SINGLE	Genome sequencing of NCPPB 3726
SRR30896435	SRX26299586	SRS22828308	SRP536878	PRJNA1134622	Escherichia coli	OXEC-126	OXFORD_NANOPORE	MinION	392412319.0	122610.0	WGS	GENOMIC	SINGLE	OXEC-126
SRR10556256	SRX7237989	SRS5737565	SRP233767	PRJNA460376	Clostridium beijerinckii	DJ243	PACBIO_SMRT	PacBio RS II	239621218.0	80469.0	WGS	GENOMIC	SINGLE	Clostridium beijerinckii DJ243
SRR6796154	SRX3755164	SRS3011063	SRP133784	PRJNA433735	Xylella fastidiosa	BB08-1	PACBIO_SMRT	PacBio RS	239446052.0	183386.0	WGS	GENOMIC	SINGLE	BB08-1
SRR29778971	SRX25278909	SRS21698286	SRP418402	PRJNA925803	Streptococcus dysgalactiae subsp. equisimilis	MGCS35960	OXFORD_NANOPORE	GridION	1104961342.0	586865.0	WGS	GENOMIC	SINGLE	WGS of Streptococcus dysgalactiae subsp. equisimilis
ERR14720729	ERX14122154	ERS23791441	ERP170136	PRJEB86838	pig metagenome		OXFORD_NANOPORE	PromethION	24669749628.0	9816145.0	WGS	GENOMIC	SINGLE	Raw reads: DTU_2024_1035830_100_MG_P1_P2_four_samples
ERR9127558	ERX8670843	ERS10853309	ERP135763	PRJEB51164	Staphylococcus aureus		OXFORD_NANOPORE	GridION	725665757.0	40194.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR25466777	SRX21199644	SRS18458348	SRP452337	PRJNA1000618	Escherichia coli	Escherichia coli BL21(DE3)	OXFORD_NANOPORE	MinION	6460870.0	3998.0	WGS	GENOMIC	SINGLE	CASTVK transposition with different condition
ERR9939441	ERX9482840	ERS12345051	ERP138720	PRJEB53905	Haemophilus influenzae	HUB-P11-HI010	OXFORD_NANOPORE	MinION	489720571.0	100146.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR27201575	SRX22881429	SRS19853838	SRP477847	PRJNA1052100	Klebsiella pneumoniae	C27	OXFORD_NANOPORE	MinION	797257877.0	314983.0	WGS	GENOMIC	SINGLE	ONT R9.4.1 sequences of Klebsiella pneumoniae from clinical sources in Ghana
DRR723541	DRX703562	DRS495692	DRP013760	PRJDB20694	Methylobacillus glycogenes	JCM 2850	PACBIO_SMRT	Revio	117244536.0	9294.0	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD01611074
ERR12342515	ERX11719377	ERS17208569	ERP135763	PRJEB51164	Escherichia coli		OXFORD_NANOPORE	GridION	196414281.0	32080.0	WGS	GENOMIC	SINGLE	Raw reads: G_117_BSA_neg
SRR21563475	SRX17565699	SRS14987536	SRP354045	PRJNA747871	Streptomyces anulatus	NBC_00107	OXFORD_NANOPORE	MinION	9385700.0	22110.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_00107
SRR34895948	SRX30026095	SRS26071981	SRP606505	PRJNA1301564	Klebsiella pneumoniae	SMC2310-133	PACBIO_SMRT	Revio	644559742.0	73812.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae: Ertapenem-Mono-Resistant
SRR25661059	SRX21386951	SRS18627523	SRP455508	PRJNA951682	Streptomyces sp. B21-105	B21-105	PACBIO_SMRT	Sequel II	1394208460.0	255450.0	WGS	GENOMIC	SINGLE	B21-105 PacBio sequencing reads
SRR13575629	SRX9973622	SRS8145954	SRP303741	PRJNA695586	Streptococcus pyogenes	M4C20	OXFORD_NANOPORE	MinION	3114547.0	4000.0	WGS	GENOMIC	SINGLE	Whole genome sequence of Streptococcus pyogenes strain M4C20
SRR25661082	SRX21386928	SRS18627500	SRP455508	PRJNA951682	Streptomyces acidiscabies	B21-078	PACBIO_SMRT	Sequel II	4851595470.0	1135751.0	WGS	GENOMIC	SINGLE	B21-078 PacBio sequencing reads
SRR17880884	SRX14040195	SRS10450430	SRP340037	PRJNA768294	Klebsiella pneumoniae	SB1067	OXFORD_NANOPORE	MinION	876465580.0	76817.0	WGS	GENOMIC	SINGLE	Genomic sequencing of SB1067
ERR1100800	ERX1180334	ERS806952	ERP010683	PRJEB9562	Salmonella sp.		PACBIO_SMRT	PacBio RS	433038783.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR7179067	ERX6748637	ERS8108657	ERP132558	PRJEB48217	Candidatus Nitrotoga arctica	6680	OXFORD_NANOPORE	MinION	1391381082.0	267616.0	WGS	GENOMIC	SINGLE	MinION sequencing; Raw reads: Ntg6680-ONT
ERR10769126	ERX10220020	ERS2785288	ERP104475	PRJEB22771	Streptococcus pneumoniae		PACBIO_SMRT	Sequel II	4738518208.0	663236.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR28445719	SRX24049182	SRS20840578	SRP497734	PRJNA1077798	Alteromonas gracilis	J4	OXFORD_NANOPORE	MinION	2812014.0	1000.0	WGS	GENOMIC	SINGLE	Alteromonas gracilis strain J4, whole genome Nanopore Sequencing
SRR8292567	SRX5107165	SRS2224677	SRP018785	PRJNA186035	Salmonella enterica subsp. enterica serovar Saintpaul str. CFSAN000615	SGSC 2207	PACBIO_SMRT	PacBio RS II	493841886.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRTbell library protocol library CFSAN000615 G02_1
ERR13194304	ERX12565169	ERS20185816	ERP160059	PRJEB75483	Phyllobacterium sp. LjRoot231		OXFORD_NANOPORE	MinION	178842793.0	19960.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR8275893	SRX5090768	SRS4102490	SRP172392	PRJNA500371	Streptomyces sp. E5N91 SAI-083	SAI-097	PACBIO_SMRT	PacBio RS II	63688967.0	18565.0	WGS	GENOMIC	SINGLE	Streptomyces W SAI-097
SRR29316810	SRX24833333	SRS21545164	SRP512379	PRJNA1121190	Vibrio cholerae	135Vc02	OXFORD_NANOPORE	PromethION	945496046.0	179150.0	WGS	GENOMIC	SINGLE	WGS of Vcholerae isolates
SRR2984433	SRX1473347	SRS1199282	SRP067206	PRJNA254111	Corynebacterium pseudotuberculosis	CCUG 27541	PACBIO_SMRT	PacBio RS II	1365701139.0	326964.0	WGS	GENOMIC	SINGLE	Corynebacterium pseudotuberculosis strain CCUG 27541
ERR7776851	ERX7344898	ERS9620863	ERP133740	PRJEB49256	Klebsiella oxytoca		OXFORD_NANOPORE	MinION	2014632731.0	837821.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR20138934	SRX16174064	SRS13835868	SRP385218	PRJNA856428	Escherichia coli	Nanopore_W73	OXFORD_NANOPORE	PromethION	1279909234.0	151792.0	WGS	GENOMIC	SINGLE	Nanopore sequncing of Escherichia coli str. K12 substr. MG1655: MA line
SRR34918246	SRX30043327	SRS11093459	SRP346675	PRJNA781402	Staphylococcus aureus	SATU136	OXFORD_NANOPORE	MinION	1269703035.0	318391.0	WGS	GENOMIC	SINGLE	H1680-ST764 nanopore
SRR386665	SRX109841	SRS004883	SRP001079	PRJNA40077	Cereibacter sphaeroides 2.4.1	2.4.1	PACBIO_SMRT	PacBio RS	87676905.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR28830816	SRX24393571	SRS21149134	SRP503611	PRJNA1103200	Amoebophrya sp. ex Karlodinium veneficum	CCMP1975	OXFORD_NANOPORE	MinION	4633503194.0	1474258.0	WGS	GENOMIC	SINGLE	Genomic sequencing of Amoebophrya sp ex Karlodinium veneficum and associated bacteria
DRR572478	DRX555945	DRS426407	DRP012251	PRJDB17574	Escherichia coli	YK-IS1MA-L10-4_G08	OXFORD_NANOPORE	MinION	62595.0	68.0	WGS	GENOMIC	SINGLE	nanopore-seq of SAMD00748224 L10-4_G8
SRR21696387	SRX17693878	SRS11554247	SRP354045	PRJNA747871	Kitasatospora papulosa	NBC_01344	OXFORD_NANOPORE	MinION	902297787.0	150995.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_01344
SRR27972939	SRX23626226	SRS20465866	SRP489819	PRJNA1076692	Klebsiella pneumoniae	RIVM_C051269_dorado	OXFORD_NANOPORE	MinION	48921325.0	13415.0	WGS	GENOMIC	SINGLE	RIVM_C051269_dorado
SRR34967251	SRX30086314	SRS26152629	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_233	OXFORD_NANOPORE	PromethION	226625337.0	46474.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
DRR378573	DRX364474	DRS241811	DRP008598	PRJDB13586	Campylobacter jejuni	THJ019	OXFORD_NANOPORE	MinION	52992417.0	7226.0	WGS	GENOMIC	SINGLE	SSUB21860 : Campylobacter jejuni THJ019
ERR1124235	ERX1203434	ERS811738	ERP005928	PRJEB6403	Staphylococcus aureus	NCTC7446	PACBIO_SMRT	PacBio RS	1875654407.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1517151	ERX1588171	ERS1117685	ERP005928	PRJEB6403	Streptococcus acidominimus	NCTC11290	PACBIO_SMRT	PacBio RS	890929190.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR10499321	ERX10016607	ERS14255985	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	269426812.0	56056.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_31663_7#172
ERR13863747	ERX13266506	ERS21338652	ERP165332	PRJEB81499	Citrobacter freundii		OXFORD_NANOPORE	GridION	910289937.0	404114.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR30107241	SRX25580101	SRS22231198	SRP486766	PRJNA1070447	Streptococcus pyogenes	Isolate 2	OXFORD_NANOPORE	GridION	44978287.0	12000.0	WGS	GENOMIC	SINGLE	WGS of Streptococcus pyogenes isolate 2
SRR12395319	SRX8893578	SRS7152600	SRP276100	PRJNA650381	Mycobacterium tuberculosis		OXFORD_NANOPORE	MinION	481810246.0	238499.0	WGS	GENOMIC	SINGLE	Nanopore TB WGS
SRR11285469	SRX7891176	SRS6300449	SRP252294	PRJNA347131	Pseudonocardia eucalypti	DSM 45351	PACBIO_SMRT	PacBio RS II	356614574.0	109808.0	WGS	GENOMIC	SINGLE	Pseudonocardia eucalypti DSM 45351
ERR1210817	ERX1283059	ERS901505	ERP005928	PRJEB6403	Streptococcus mitis	NCTC11189	PACBIO_SMRT	PacBio RS	2879286344.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
DRR328311	DRX317350	DRS178914	DRP007137	PRJDB11072	Luteitalea sp. TBR-22	TBR-22	OXFORD_NANOPORE	MinION	172427527.0	15064.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00271925
SRR27972785	SRX23626380	SRS20465920	SRP489819	PRJNA1076692	Klebsiella pneumoniae	RIVM_C055438_rerio	OXFORD_NANOPORE	MinION	288883725.0	97566.0	WGS	GENOMIC	SINGLE	RIVM_C055438_rerio
SRR25833079	SRX21554666	SRS18759204	SRP255655	PRJNA622823	Bacillus aerius	NEB1378	PACBIO_SMRT	PacBio RS II	408684488.0	163482.0	WGS	GENOMIC	SINGLE	BpuE_BP9_50_2nM
ERR15726299	ERX15131427	ERS27074454	ERP171481	PRJEB88388	Stenotrophomonas sp. R-92966	R-92966	OXFORD_NANOPORE	MinION	682619874.0	218176.0	WGS	GENOMIC	SINGLE	Raw reads: Stenotrophomonas sp. R-92966
SRR9214004	SRX5984826	SRS4502285	SRP051949	PRJNA271899	Klebsiella pneumoniae	OC-CRE-9149	OXFORD_NANOPORE	GridION	1178789771.0	157379.0	WGS	GENOMIC	SINGLE	Sequencing of Carbapenem resistant bacteria
SRR21903060	SRX17889098	SRS15406273	SRP402614	PRJNA890545	Staphylococcus		OXFORD_NANOPORE	GridION	497236618.0	228000.0	WGS	GENOMIC	SINGLE	Metagenomic Nanopore Sequencing of Ocular Microbiome in Patients with Meibomian Gland Dysfunction 13
SRR24001247	SRX19804755	SRS17166616	SRP429910	PRJNA909850	human blood metagenome	-	OXFORD_NANOPORE	GridION	519646525.0	125507.0	WGS	GENOMIC	SINGLE	DNA isolation from S. baumannii using Roche
SRR24632484	SRX20412757	SRS17725422	SRP438351	PRJNA971866	Staphylococcus casei	DSM 15096	OXFORD_NANOPORE	MinION	87950380.0	12518.0	WGS	GENOMIC	SINGLE	WGS of Staphylococcus casei
