srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR386707	SRX109830	SRS004883	SRP001079	PRJNA40077	Cereibacter sphaeroides 2.4.1	2.4.1	PACBIO_SMRT	PacBio RS	170317949.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR29988761	SRX25468806	SRS2153028	SRP040281	PRJNA230403	Salmonella enterica	PNUSAS012168	OXFORD_NANOPORE	GridION	3430917.0	13773.0	WGS	GENOMIC	SINGLE	WGS of Salmonella using ONT
SRR942726	SRX327564	SRS468191	SRP028222	PRJNA51643	Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1	USMARC-S3124.1	PACBIO_SMRT	PacBio RS	46826893.0	81741.0	WGS	GENOMIC	SINGLE	Salmonella enterica Newport CLR Sequencing
SRR27352578	SRX23029190	SRS19991074	SRP480168	PRJNA1057299	Clostridioides difficile	cd221018_barcode59	OXFORD_NANOPORE	MinION	186272288.0	84702.0	WGS	GENOMIC	SINGLE	Clostridioides difficile strain cd221018_barcode59
SRR27678699	SRX23346050	SRS20207287	SRP485167	PRJNA960711	Halobacillus sp. ACCC02827	ACCC02827	OXFORD_NANOPORE	MinION	193199857.0	70641.0	WGS	GENOMIC	SINGLE	WGS of Halobacillus sp. ACCC02827: strain ACCC02827
SRR15523609	SRX11822397	SRS9836796	SRP333219	PRJNA751257	Pseudomonas aeruginosa	MPA54	OXFORD_NANOPORE	MinION	166866845.0	37196.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequencing of Pseudomonas aeruginosa strain MPA54
DRR594380	DRX574927	DRS566206	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK146	PACBIO_SMRT	Sequel II	2172589430.0	239721.0	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817477
ERR13695614	ERX13066226	ERS14339943	ERP143282	PRJEB58216	Klebsiella pneumoniae	17266	OXFORD_NANOPORE	GridION	1684775948.0	327197.0	WGS	GENOMIC	SINGLE	GridION sequencing
ERR14761321	ERX14165302	ERS23810428	ERP170074	PRJEB86776	Bacteroides sp. D2	KFT8	PACBIO_SMRT	Sequel II	1060786005.0	121408.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR24474918	SRX20261310	SRS17592073	SRP436581	PRJNA967113	Klebsiella pneumoniae	CPO434	OXFORD_NANOPORE	MinION	347550698.0	30874.0	WGS	GENOMIC	SINGLE	WGS of bacterial isolate possessing blaNDM carbapenemase
SRR36316120	SRX31347762	SRS27319542	SRP651533	PRJNA1374223	Klebsiella pneumoniae	AR-1049	OXFORD_NANOPORE	GridION	2093397940.0	946019.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae: CDC AR Isolate Collection strain AR-1049
ERR879390	ERX958793	ERS659575	ERP005928	PRJEB6403	Escherichia coli	NCTC10766	PACBIO_SMRT	PacBio RS	376260229.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR13893496	SRX10273518	SRS8406548	SRP309815	PRJNA686978	Klebsiella pneumoniae	not collected	OXFORD_NANOPORE	MinION	8439063260.0	867029.0	WGS	GENOMIC	SINGLE	nanopore sequencing of k pneumoniae: clinical isolate
SRR33895167	SRX29106686	SRS25313026	SRP590843	PRJNA1272507	Salmonella enterica	SAL-016	OXFORD_NANOPORE	GridION	817357606.0	155650.0	WGS	GENOMIC	SINGLE	ONT-WGS of Salmonella enterica
SRR29316927	SRX24833683	SRS21545514	SRP512379	PRJNA1121190	Vibrio cholerae	137Vc05	OXFORD_NANOPORE	PromethION	377152594.0	58602.0	WGS	GENOMIC	SINGLE	WGS of Vcholerae isolates
SRR5181837	SRX2497946	SRS1924799	SRP096895	PRJNA353873	Mycobacterium tuberculosis		PACBIO_SMRT	PacBio RS	517929340.0	163482.0	WGS	GENOMIC	SINGLE	DNA of Mtb
SRR31841439	SRX27201501	SRS23651668	SRP554120	PRJNA1158810	Vibrio alginolyticus	BR53	OXFORD_NANOPORE	MinION	166315594.0	40108.0	WGS	GENOMIC	SINGLE	ZFNano_Vibrio_algino
SRR30596870	SRX26019598	SRS22591419	SRP531440	PRJNA1092388	Aeromonas dhakensis	B35915	PACBIO_SMRT	Sequel IIe	402187437.0	50369.0	WGS	GENOMIC	SINGLE	HIFI of Aeromonas dhakensis:155
SRR17698257	SRX13861310	SRS11735431	SRP356218	PRJNA799443	Enterobacterales		OXFORD_NANOPORE	MinION	111386191.0	34680.0	WGS	GENOMIC	SINGLE	nanopore whole genome sequencing of citrus endophyte
SRR30342954	SRX25801195	SRS22432671	SRP528120	PRJNA1150149	Klebsiella pneumoniae	ST194	OXFORD_NANOPORE	MinION	790960898.0	79502.0	WGS	GENOMIC	SINGLE	ONT long-read sequencing of potential healthcare transmission pathogens
SRR32364747	SRX27699399	SRS21122327	SRP444583	PRJNA962904	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	158955032.0	6235.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AS26354E3 for ARCH 1.0
SRR33323201	SRX28567583	SRS24861690	SRP581476	PRJNA1255637	Pseudomonas aeruginosa	ONT-PA200-FL-D-BC01	OXFORD_NANOPORE	GridION	11366329.0	1514.0	WGS	GENOMIC	SINGLE	ONT-PA200-FL-D-BC01
ERR15459738	ERX14863625	ERS23132445	ERP168932	PRJEB85558	Sphaerotilus natans subsp. natans DSM 6575		OXFORD_NANOPORE	PromethION	722010582.0	427290.0	WGS	GENOMIC	SINGLE	PromethION sequencing
SRR17030006	SRX13219930	SRS11145630	SRP347662	PRJNA774104	Enterococcus faecium	S2-6b	OXFORD_NANOPORE	MinION	770169608.0	130602.0	WGS	GENOMIC	SINGLE	Long read sequencing of Enterococcus faecium S2-6b
ERR16064536	ERX15454718	ERS28397671	ERP173262	PRJEB90249	Escherichia coli		OXFORD_NANOPORE	GridION	901296914.0	366981.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR36722095	SRX31726398	SRS27695034	SRP660603	PRJNA1398820	Escherichia coli BL21(DE3)	BL21 (DE3)	OXFORD_NANOPORE	MinION	381333588.0	151330.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of phage-resistant E. coli BL21(DE3)
SRR26620587	SRX22321507	SRS19372241	SRP467024	PRJNA1028802	Vibrio parahaemolyticus	parahaemolyticus	OXFORD_NANOPORE	MinION	878456997.0	71346.0	WGS	GENOMIC	SINGLE	Pathogenic vibrio species whole genome sequencing in west sea korea.
SRR11252619	SRX7862687	SRS6271500	SRP251885	PRJNA605433	Salmonella enterica subsp. enterica serovar Typhimurium	OLF-FSR1_WB_Hawk_ST-33	OXFORD_NANOPORE	MinION	485044554.0	15886.0	WGS	GENOMIC	SINGLE	WB_Hawk_ST-33
ERR15465397	ERX14869292	ERS15929187	ERP179079	PRJEB96336	Klebsiella pneumoniae	SE43081_BL_KP	OXFORD_NANOPORE	GridION	116138534.0	37831.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR28553136	SRX24152671	SRS20934131	SRP499691	PRJNA1009252	Microbacterium sp. LWO14-1.2	LWO14-1.2	PACBIO_SMRT	Sequel IIe	102381642.0	9819.0	WGS	GENOMIC	SINGLE	Sequencing of LWO14
SRR32046765	SRX27395866	SRS23827394	SRP504459	PRJNA1105567	Staphylococcus haemolyticus		OXFORD_NANOPORE	MinION	680291494.0	197088.0	WGS	GENOMIC	SINGLE	WGS of Staphylococcus haemolyticus: preterm infant stool
ERR15942185	ERX15337730	ERS27418080	ERP171251	PRJEB88111	Clostridium perfringens	CP_68B	OXFORD_NANOPORE	PromethION	1778218954.0	378438.0	WGS	GENOMIC	SINGLE	Raw reads: DTU_2024_1035993_100_SI_CP_68B_SE
SRR35247536	SRX30350430	SRS26393531	SRP617236	PRJNA893738	Paraburkholderia sp. MM5477-R1	MM5477-R1	PACBIO_SMRT	Sequel IIe	611151911.0	121670.0	WGS	GENOMIC	SINGLE	Paraburkholderia tuberum MM5477-R1
SRR35213353	SRX30317004	SRS26363939	SRP615992	PRJNA1301220	Acinetobacter baumannii	ABO22-H040	OXFORD_NANOPORE	MinION	123157206.0	46603.0	WGS	GENOMIC	SINGLE	Whole geneme sequencing of Acinetobacter baumannii: isolates of the Ab-One study
