srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR5145046	SRX2463443	SRS1463198	SRP075474	PRJNA289138	Burkholderia cenocepacia	VC3917	PACBIO_SMRT	PacBio RS II	18373912.0	3834.0	WGS	GENOMIC	SINGLE	WGS of Burkholderia cenocepacia: Bcc201
SRR19894760	SRX15937783	SRS13624971	SRP384109	PRJNA853901	Bordetella pertussis	Bp-800629-19	OXFORD_NANOPORE	MinION	684168938.0	69423.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Bordetella pertussis with Nanopore Q20 kit
SRR5826165	SRX3003912	SRS1832507	SRP094480	PRJNA279196	Bordetella pertussis	E809	PACBIO_SMRT	PacBio RS II	1195771003.0	163482.0	WGS	GENOMIC	SINGLE	
SRR36200531	SRX31237074	SRS27216403	SRP649104	PRJNA1367967	Klebsiella pneumoniae	BN06584I1	OXFORD_NANOPORE	PromethION	412363084.0	522262.0	WGS	GENOMIC	SINGLE	WGS of clinical Klebsiella pneumoniae from a referral hospital in Bansang, Gambia
SRR707880	SRX233066	SRS416707	SRP021602	PRJNA88839	Enterococcus malodoratus ATCC 43197	ATCC 43197	PACBIO_SMRT	PacBio RS	67627098.0	81741.0	WGS	GENOMIC	SINGLE	Pacbio whole genome shotgun sequencing of genomic DNA library 'PACBIO-297' containing sample 'ATCC43197' from individual 'Enterococcus malodoratus ATCC43197'
SRR9047927	SRX5824535	SRS4752590	SRP051949	PRJNA271899	Klebsiella pneumoniae	MGH296	OXFORD_NANOPORE	GridION	746111662.0	140250.0	WGS	GENOMIC	SINGLE	Sequencing of Carbapenem resistant bacteria
SRR12298456	SRX8801611	SRS6792783	SRP266402	PRJNA605147	Citrobacter sp. RHBSTW-00029	RHBSTW-00029	PACBIO_SMRT	PacBio RS II	1318574827.0	160612.0	WGS	GENOMIC	SINGLE	PACBIO_SMRT sequencing of Citrobacter sp. isolate WTP4|T1-00029 cultured from WTP downstream sample
SRR17208874	SRX13388798	SRS11290155	SRP350362	PRJNA788148	Raoultella ornithinolytica	A2s	OXFORD_NANOPORE	MinION	1352674.0	300.0	WGS	GENOMIC	SINGLE	A2_r1_adaptive_16h
SRR19787658	SRX15831693	SRS13522784	SRP383167	PRJNA851853	Salmonella enterica	2010K-0348_ONT	OXFORD_NANOPORE	GridION	1341589110.0	579141.0	WGS	GENOMIC	SINGLE	WGS of Salmonella enterica serovar Enteritidis
SRR31820564	SRX27180966	SRS23633246	SRP553618	PRJNA1202375	Acinetobacter baumannii	2	OXFORD_NANOPORE	GridION	1786925449.0	251212.0	WGS	GENOMIC	SINGLE	Acinetobacter baumannii_A11
