srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR33895146	SRX29106707	SRS25313047	SRP590843	PRJNA1272507	Salmonella enterica	SAL-038	OXFORD_NANOPORE	GridION	856183438.0	133617.0	WGS	GENOMIC	SINGLE	ONT-WGS of Salmonella enterica
SRR5160936	SRX2479147	SRS1910214	SRP095178	PRJNA357595	Serratia marcescens	UMH3	PACBIO_SMRT	PacBio RS II	1535238505.0	163482.0	WGS	GENOMIC	SINGLE	Insertion site sequencing (InSeq) of Serratia marcescens during bacteremia
SRR13448253	SRX9861440	SRS8041700	SRP295672	PRJNA681856	Salmonella enterica subsp. salamae	LHICA_SA1	OXFORD_NANOPORE	MinION	33132772.0	4000.0	WGS	GENOMIC	SINGLE	WGS of Salmonella Lhica SA1_2
ERR2403067	ERX2443829	ERS1827750	ERP006122	PRJEB6574	Klebsiella quasipneumoniae	3189STDY6864261	PACBIO_SMRT	PacBio RS	1412968242.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR15284533	ERX14690367	ERS711174	ERP176771	PRJEB93892	Klebsiella pneumoniae	KSB1_6G	OXFORD_NANOPORE	MinION	373540648.0	48439.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR19151404	SRX15218116	SRS12954359	SRP374464	PRJNA836706	Rummeliibacillus sp. G93	qQ20220508	PACBIO_SMRT	PacBio RS II	524006256.0	60184.0	WGS	GENOMIC	SINGLE	DNA-seq of G93
SRR18463446	SRX14595739	SRS12365291	SRP365681	PRJNA782605	Actinomadura madurae	MRC020	OXFORD_NANOPORE	MinION	1523454086.0	130989.0	WGS	GENOMIC	SINGLE	WGS of Mycetoma strains isolated from patients in sudan.
ERR15686828	ERX15091257	ERS26976574	ERP171481	PRJEB88388	Pseudomonas sp. R-92687	R-92687	OXFORD_NANOPORE	MinION	1047976610.0	273051.0	WGS	GENOMIC	SINGLE	Raw reads: Pseudomonas sp. R-92687
SRR9047966	SRX5824496	SRS4752551	SRP051949	PRJNA271899	Escherichia coli	MGH269	OXFORD_NANOPORE	GridION	1960258269.0	1519009.0	WGS	GENOMIC	SINGLE	Sequencing of Carbapenem resistant bacteria
DRR704750	DRX684783	DRS487169	DRP013557	PRJDB18009	Escherichia coli	K10309	OXFORD_NANOPORE	MinION	1459447137.0	281627.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00771144
SRR33940608	SRX29142775	SRS25180869	SRP074197	PRJNA288601	Klebsiella pneumoniae		OXFORD_NANOPORE	GridION	739364253.0	75248.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of ARLN isolate
SRR9620796	SRX6383809	SRS5043393	SRP212604	PRJNA547256	Microbacterium halimionae	DSM 27576	PACBIO_SMRT	Sequel	1682712088.0	377373.0	WGS	GENOMIC	SINGLE	Microbacterium halimionae DSM 27576
SRR16883171	SRX13075970	SRS8784852	SRP051099	PRJNA269675	Klebsiella pneumoniae	SCPM-O-B-8912 (11PKP/19a)	OXFORD_NANOPORE	MinION	192994497.0	34034.0	WGS	GENOMIC	SINGLE	Shotgun 2021 Samples 332
ERR4507155	ERX4445226	ERS4962319	ERP123565	PRJEB39981	Brucella suis	Biovar 2	PACBIO_SMRT	Sequel	1655344109.0	249269.0	WGS	GENOMIC	SINGLE	Sequel sequencing; Raw reads: WS-Be-9
SRR11475549	SRX8051778	SRS6421938	SRP255136	PRJNA622270	Providencia sp. JUb39	JUb39	OXFORD_NANOPORE	GridION	9402180783.0	1804322.0	WGS	GENOMIC	SINGLE	Providencia ONT
ERR5420976	ERX5205540	ERS5845290	ERP126298	PRJEB42440	Klebsiella pneumoniae		OXFORD_NANOPORE	GridION	814191322.0	99449.0	WGS	GENOMIC	SINGLE	GridION sequencing
ERR3280123	ERX3306932	ERS3369314	ERP114808	PRJEB32162	Mycobacterium riyadhense		PACBIO_SMRT	PacBio RS II	38000052.0	5204.0	WGS	GENOMIC	SINGLE	PacBio RS II sequencing
SRR287767	SRX078301	SRS212386	SRP007207	PRJNA68253	Escherichia coli		PACBIO_SMRT	PacBio RS	38993965.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing for C682-09
ERR5353241	ERX5141276	ERS5752973	ERP126298	PRJEB42440	Klebsiella pneumoniae		OXFORD_NANOPORE	MinION	271542687.0	39912.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR24140274	SRX19938803	SRS17287513	SRP247747	PRJNA604975	Escherichia coli	ox_bsi_120	OXFORD_NANOPORE	GridION	75518749.0	27328.0	WGS	GENOMIC	SINGLE	oxford_bsi
SRR28249942	SRX23860549	SRS20679565	SRP458718	PRJNA1013328	Escherichia coli	Escherichia coli BL21(DE3)	OXFORD_NANOPORE	PromethION	706464351.0	145035.0	WGS	GENOMIC	SINGLE	Long read WGS sequencing for genomic insertion assay: genomeinsertion-bRNA-1-RTG7.biorep2.techrep2
SRR22784546	SRX18744332	SRS16179622	SRP413484	PRJNA912639	Escherichia coli	EC_E5F_2_E_CuP_CeP	OXFORD_NANOPORE	MinION	117776862.0	11125.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli
SRR28208488	SRX23820665	SRS20643057	SRP493058	PRJNA1070810	Mesomycoplasma ovipneumoniae	OCABB_370144	OXFORD_NANOPORE	MinION	41208395.0	20011.0	WGS	GENOMIC	SINGLE	WGS of Mycoplasma ovipneumoniae
ERR12049782	ERX11432960	ERS16377475	ERP149821	PRJEB64629	Psychrobacter maritimus		OXFORD_NANOPORE	PromethION	562378501.0	84488.0	WGS	GENOMIC	SINGLE	Psychrobacter maritimus_oxford_nanopore_ONT
SRR713947	SRX228389	SRS411282	SRP022779	PRJNA82533	Enterococcus cecorum DSM 20682 = ATCC 43198	ATCC 43198	PACBIO_SMRT	PacBio RS	69716776.0	81741.0	WGS	GENOMIC	SINGLE	Pacbio whole genome shotgun sequencing of genomic DNA library 'LR_117_Ececorum_1.00nM' containing sample 'ATCC43198' from individual 'Enterococcus_cecorum_ATCC43198'
ERR10496760	ERX10014079	ERS14249050	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	133366426.0	36564.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30134_6#247
SRR36920156	SRX31886381	SRS27841309	SRP665298	PRJNA1403646	Enterococcus faecalis	not applicable	OXFORD_NANOPORE	MinION	88756567.0	78292.0	WGS	GENOMIC	SINGLE	Long Reads for The Genomic Landscape of Head and Neck Cancer-associated Streptococci
SRR13328095	SRX9755117	SRS7944827	SRP299781	PRJNA684363	Exiguobacterium sp. TH73	TH73	OXFORD_NANOPORE	MinION	1309782666.0	582182.0	WGS	GENOMIC	SINGLE	WGS of Exiguobacterium sp. : bacterial isolate
SRR15827970	SRX12119827	SRS10099909	SRP336307	PRJNA761884	Escherichia coli	X_46	PACBIO_SMRT	PacBio RS II	1391363778.0	175071.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli: sample C461
SRR21630359	SRX17631041	SRS14986965	SRP354045	PRJNA747871	Streptomyces sp. NBC_00269	NBC_00269	OXFORD_NANOPORE	MinION	17694681.0	56231.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_00269
DRR293670	DRX283081	DRS178817	DRP004189	PRJDB5929	Klebsiella pneumoniae	KP266	OXFORD_NANOPORE	GridION	2459996591.0	337540.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00138542
