srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
DRR902767	DRX880552	DRS650028	DRP017043	PRJDB40243	Staphylococcus epidermidis	33-2	PACBIO_SMRT	PacBio RS II	3812261045.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD01815340
SRR10613822	SRX7292981	SRS5786489	SRP235335	PRJNA585600	Clostridium beijerinckii	DJ218	PACBIO_SMRT	PacBio RS II	607511825.0	223673.0	WGS	GENOMIC	SINGLE	Clostridium beijerinckii DJ218
SRR25793432	SRX21515677	SRS8481872	SRP457515	PRJNA1010762	Bacillus cereus		OXFORD_NANOPORE	MinION	1993609247.0	380137.0	WGS	GENOMIC	SINGLE	whole-genome sequencing of Bacillus cereus
SRR29932311	SRX25426019	SRS22086490	SRP521720	PRJNA1130504	Staphylococcus chromogenes	pending	OXFORD_NANOPORE	GridION	55833797.0	7159.0	WGS	GENOMIC	SINGLE	WGS of Staphylococcus chromogenes: bovine quarter milk intramammary infection
SRR13449064	SRX9862306	SRS8042175	SRP295672	PRJNA681856	Salmonella enterica subsp. salamae	LHICA_SA3	OXFORD_NANOPORE	MinION	29399649.0	4000.0	WGS	GENOMIC	SINGLE	WGS of Salmonella Lhica SA3_79
SRR32179902	SRX27525128	SRS23942913	SRP546704	PRJNA1189028	Staphylococcus aureus	PS03173	OXFORD_NANOPORE	MinION	25314945.0	26880.0	WGS	GENOMIC	SINGLE	WGS of bacterial isolate: Environmental isolate
SRR498170	SRX148635	SRS281883	SRP013241	PRJNA73829	Vibrio cholerae		PACBIO_SMRT	PacBio RS	991396.0	2834.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing for N5 (strobe)
ERR4586378	ERX4520208	ERS5060064	ERP123927	PRJEB40306	Serratia marcescens subsp. marcescens ATCC 13880	ATCC 13880	PACBIO_SMRT	PacBio RS II	2746585906.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS II sequencing; PacBio SMRT sequencing; Evolution of the bacterium Serratia marcescens under several experimental temperature treatments
SRR34827277	SRX29959726	SRS26039971	SRP605729	PRJNA1299779	Brucella	Brucella abortus	OXFORD_NANOPORE	GridION	769753261.0	191901.0	WGS	GENOMIC	SINGLE	One Health Enteric sample from Brucella
SRR27972777	SRX23626388	SRS20465923	SRP489819	PRJNA1076692	Klebsiella pneumoniae	RIVM_C055459_rerio	OXFORD_NANOPORE	MinION	268755067.0	87448.0	WGS	GENOMIC	SINGLE	RIVM_C055459_rerio
