srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR25778648	SRX21501168	SRS18732643	SRP457287	PRJNA1010209	Mycobacterium tuberculosis	CT2018-00085	OXFORD_NANOPORE	MinION	1096584002.0	532038.0	WGS	GENOMIC	SINGLE	WGS from BCCM_085 Oxford Nanopore
SRR386899	SRX109893	SRS281278	SRP001087	PRJNA40075	Escherichia coli str. K-12 substr. MG1655	K-12	PACBIO_SMRT	PacBio RS	65789312.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
ERR14129317	ERX13531983	ERS13616364	ERP141886	PRJEB56918	Escherichia coli		OXFORD_NANOPORE	GridION	835710538.0	188318.0	WGS	GENOMIC	SINGLE	Raw reads: 1000005
SRR27608435	SRX23276757	SRS20178977	SRP484496	PRJNA734589	Pseudomonas aeruginosa	NCTR 501	OXFORD_NANOPORE	MinION	106058101.0	12001.0	WGS	GENOMIC	SINGLE	PA_RightEar501_Nano
SRR4136159	SRX2118748	SRS1667652	SRP084786	PRJNA257847	Dokdonia sp. Hel_I_63	Hel_I_63	PACBIO_SMRT	PacBio RS	314221865.0	94130.0	WGS	GENOMIC	SINGLE	Dokdonia sp. Hel_I_63
SRR15989580	SRX12277959	SRS9999000	SRP357537	PRJNA801416	Klebsiella pneumoniae	E328	OXFORD_NANOPORE	GridION	738891535.0	102388.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR1118742	SRX433564	SRS533721	SRP035428	PRJNA212458	Rickettsia hoogstraalii str. RCCE3		PACBIO_SMRT	PacBio RS	785580500.0	163482.0	WGS	GENOMIC	SINGLE	
DRR544762	DRX528543	DRS375081	DRP011470	PRJDB17841	Lactococcus garvieae	KN22525	OXFORD_NANOPORE	MinION	156906108.0	16906.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00763368
ERR1820608	ERX1883110	ERS1345977	ERP005928	PRJEB6403	Metamycoplasma alkalescens	NCTC10135	PACBIO_SMRT	PacBio RS	2930727145.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR10211221	SRX6931023	SRS5461318	SRP191068	PRJNA528511	Escherichia coli	GTEN_296	OXFORD_NANOPORE	GridION	787943725.0	214373.0	WGS	GENOMIC	SINGLE	Global TravEpiNet AMR surveillance Genome sequencing and assembly
SRR17210276	SRX13390234	SRS11290156	SRP350362	PRJNA788148	Citrobacter amalonaticus	B2s	OXFORD_NANOPORE	MinION	2644532.0	360.0	WGS	GENOMIC	SINGLE	B2_r2_adaptive_8h
SRR21630105	SRX17630589	SRS14987158	SRP354045	PRJNA747871	Streptomyces griseoaurantiacus	NBC_00489	OXFORD_NANOPORE	MinION	437006832.0	66120.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_00489
SRR15989255	SRX12277612	SRS9999269	SRP357537	PRJNA801416	Escherichia coli	711	OXFORD_NANOPORE	GridION	314292003.0	40313.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR23641982	SRX19524382	SRS16911038	SRP424982	PRJNA789846	Komagataeibacter nataicola	DS12	OXFORD_NANOPORE	MinION	505753780.0	111129.0	WGS	GENOMIC	SINGLE	WGS of Komagataeibacter nataicola DS12 novel isolate
SRR29383724	SRX24897819	SRS21604076	SRP479778	PRJNA1055550	Pseudomonas syringae	Psph	PACBIO_SMRT	Sequel II	5149006144.0	571270.0	WGS	GENOMIC	SINGLE	SMRT
SRR37002358	SRX31951971	SRS27897735	SRP667822	PRJNA1415187	Yersinia pestis	2115	OXFORD_NANOPORE	PromethION	1445491507.0	1140842.0	WGS	GENOMIC	SINGLE	ONT sequencing of Yp_2115_37
SRR28777821	SRX24342725	SRS20831667	SRP497546	PRJNA1091452	Klebsiella pneumoniae	KP11-PS	OXFORD_NANOPORE	MinION	1457015601.0	210825.0	WGS	GENOMIC	SINGLE	ONT performance study sequencing of K. pneumoniae
ERR2632347	ERX2648841	ERS2295893	ERP005928	PRJEB6403	Alcaligenes faecalis		PACBIO_SMRT	PacBio RS	1256382506.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR768062	ERX711335	ERS569359	ERP005928	PRJEB6403	Actinobacillus lignieresii	NCTC10568	PACBIO_SMRT	PacBio RS	1539574211.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR15140894	SRX11448591	SRS9488523	SRP295672	PRJNA681856	Salmonella enterica subsp. arizonae	LHICA_AZ23	OXFORD_NANOPORE	MinION	27327175.0	4000.0	WGS	GENOMIC	SINGLE	Salmonella AZ23
SRR9176613	SRX5949276	SRS4860291	SRP040661	PRJNA231221	Lactobacillus jensenii	FDAARGOS_749	PACBIO_SMRT	PacBio RS	1806402503.0	163482.0	WGS	GENOMIC	SINGLE	
SRR11653780	SRX8214820	SRS6573936	SRP259340	PRJNA627971	Pseudomonas sp. ADAK18	ADAK18	OXFORD_NANOPORE	MinION	672453512.0	169157.0	WGS	GENOMIC	SINGLE	WGS of Pseudomonas sp.: bacterial isolate
ERR10499124	ERX10016413	ERS14255593	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	69016022.0	9673.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30859_5#202
SRR33422494	SRX28663474	SRS24931444	SRP583015	PRJNA1258586	Bacteroides fragilis	H1	PACBIO_SMRT	PacBio RS II	92209408.0	18805.0	WGS	GENOMIC	SINGLE	isolated from the initial H1R3 resistant clones,after five rounds of passaging,number_H1R3-1
SRR30934831	SRX26337478	SRS22863377	SRP537571	PRJNA1168290	Paenibacillus sp. TAB_01	TAB_01	OXFORD_NANOPORE	MinION	1436328.0	167.0	WGS	GENOMIC	SINGLE	Paenibacillus sp. TAB 01 from cotton plant tissue
SRR27823317	SRX23486685	SRS20338998	SRP487287	PRJNA1069199	Nitrobacteraceae bacterium AZCC 2161	AZCC 2161	PACBIO_SMRT	Sequel IIe	189728382.0	20695.0	WGS	GENOMIC	SINGLE	Bradyrhizobium sp. AZCC 2161
SRR12298870	SRX8802025	SRS6792606	SRP266402	PRJNA605147	Enterobacter hormaechei	RHBSTW-00333	OXFORD_NANOPORE	GridION	536387133.0	99297.0	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE sequencing of Enterobacter cloacae isolate WTP2|T1-00333 cultured from WTP effluent sample
ERR14364947	ERX13766352	ERS23232003	ERP165658	PRJEB81867	Staphylococcus aureus		OXFORD_NANOPORE	PromethION	508093519.0	120512.0	WGS	GENOMIC	SINGLE	Raw reads: s10
SRR33768459	SRX28991017	SRS22397555	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	233031446.0	11847.0	WGS	GENOMIC	SINGLE	PacBio sequencing of A125008HE1 for ARCH 2
SRR23074001	SRX19027113	SRS16445960	SRP417376	PRJNA860916	Wolbachia pipientis		OXFORD_NANOPORE	MinION	7684201352.0	2907319.0	WGS	GENOMIC	SINGLE	ONT_Anurida_maritima: Wells-next-the-Sea
SRR34864052	SRX29995571	SRS26072167	SRP606522	PRJNA1301590	Lactococcus cremoris	T2E1	OXFORD_NANOPORE	PromethION	1738269450.0	284035.0	WGS	GENOMIC	SINGLE	WGS of Lactococcus cremoris strain T2E1: Tistrup starter culture
SRR5409209	SRX2701499	SRS2095415	SRP040661	PRJNA231221	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	FDAARGOS_318	PACBIO_SMRT	PacBio RS	2691500245.0	163482.0	WGS	GENOMIC	SINGLE	
SRR37136235	SRX32078232	SRS28013676	SRP675044	PRJNA1419343	Klebsiella pneumoniae	TUM24786	OXFORD_NANOPORE	MinION	1294746748.0	100354.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae: Patient
DRR393746	DRX379565	DRS297079	DRP007849	PRJDB10842	Escherichia coli	JBCHAAB-19-0056	OXFORD_NANOPORE	GridION	390310541.0	32840.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00500317
ERR9939414	ERX9482813	ERS12345075	ERP138720	PRJEB53905	Haemophilus parainfluenzae	HUB-P04-HP04	OXFORD_NANOPORE	MinION	448152803.0	83605.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR7989220	SRX4820439	SRS3894894	SRP164759	PRJNA406856	Borrelia miyamotoi	Yekat-1	OXFORD_NANOPORE	MinION	1057360549.0	128058.0	WGS	GENOMIC	SINGLE	WGS Borrelia:isolate
ERR10499123	ERX10016412	ERS14255631	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	76822924.0	8556.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30859_5#181
SRR12298781	SRX8801796	SRS6792505	SRP266402	PRJNA605147	Escherichia coli	RHBSTW-00448	OXFORD_NANOPORE	GridION	313364529.0	52994.0	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE sequencing of Escherichia coli isolate WTP5|T2-00448 cultured from WTP influent sample
SRR26135322	SRX21848658	SRS18945918	SRP462494	PRJNA1019784	Shigella sonnei	3.6.1.1.2	OXFORD_NANOPORE	GridION	136972914.0	105925.0	WGS	GENOMIC	SINGLE	WGS of Shigella in Vancouver, 2021-23
SRR14871187	SRX11188631	SRS9244932	SRP324862	PRJNA736470	Streptococcus equi subsp. equi	SEE_19-065	PACBIO_SMRT	Sequel	1073743064.0	157359.0	WGS	GENOMIC	SINGLE	PacBio whole genome sequencing of Streptococcu equi
SRR33640259	SRX28867925	SRS25093792	SRP586284	PRJNA1178460	Klebsiella pneumoniae	KP102212060712	OXFORD_NANOPORE	MinION	231639195.0	40532.0	WGS	GENOMIC	SINGLE	Nanopore sequencing K. pneumoniae
SRR5949104	SRX3107864	SRS2443068	SRP115839	PRJNA339871	Burkholderia pseudomallei	MSHR6522	PACBIO_SMRT	PacBio RS II	1624519118.0	180232.0	WGS	GENOMIC	SINGLE	PacBio sequencing of Burkholderia pseudomallei from Australia
SRR29316786	SRX24833357	SRS21545188	SRP512379	PRJNA1121190	Vibrio cholerae	105Vc10	OXFORD_NANOPORE	PromethION	776712104.0	188511.0	WGS	GENOMIC	SINGLE	WGS of Vcholerae isolates
SRR35898315	SRX30947614	SRS26789190	SRP074197	PRJNA288601	Klebsiella pneumoniae	2025CK-01091	OXFORD_NANOPORE	GridION	768026157.0	73144.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of ARLN isolate
ERR2528535	ERX2547416	ERS806973	ERP107863	PRJEB25895	Escherichia coli		PACBIO_SMRT	PacBio RS	1162338343.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR23796544	SRX19628639	SRS16998234	SRP426543	PRJNA942088	Campylobacter jejuni	PS_20_2021	OXFORD_NANOPORE	MinION	61611248.0	9794.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Campylobacter jejuni from chicken neck skin
ERR14721093	ERX14122518	ERS23803889	ERP170064	PRJEB86764	Staphylococcus aureus		OXFORD_NANOPORE	MinION	301279183.0	84652.0	WGS	GENOMIC	SINGLE	EXP-16-1-2025-03-12_13-03-36
SRR16525341	SRX12728144	SRS10336665	SRP357534	PRJNA801415	Escherichia coli	-	OXFORD_NANOPORE	GridION	119945404.0	28937.0	WGS	GENOMIC	SINGLE	Extensive diversification and dissemination of blaNDM carbapenemase plasmids in Enterobacterales in Singapore 2010-2015
SRR22405902	SRX18375599	SRS15861911	SRP409699	PRJNA887339	Escherichia coli	R13	OXFORD_NANOPORE	MinION	349987916.0	129985.0	WGS	GENOMIC	SINGLE	WGS of E. coli strain R13-1180
ERR10288144	ERX9823189	ERS13498464	ERP141250	PRJEB56322	Staphylococcus aureus subsp. aureus MRSA252	Xen31	PACBIO_SMRT	Sequel	311909569.0	40653.0	WGS	GENOMIC	SINGLE	Sequel sequencing; Whole genome sequencing of S. aureus strains Xen31 and Xen36
ERR4762144	ERX4635248	ERS5247750	ERP124695	PRJEB40976	Enterococcus faecalis		OXFORD_NANOPORE	GridION	835195133.0	45922.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: 26975_1#107
SRR30944956	SRX26347448	SRS22853346	SRP537443	PRJNA1170947	Serratia marcescens	CAV1492	OXFORD_NANOPORE	MinION	374489503.0	58224.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of CAV3747: Sink-3PS
SRR21630289	SRX17630664	SRS14987364	SRP354045	PRJNA747871	Streptomyces sp. NBC_00080	NBC_00080	OXFORD_NANOPORE	MinION	1016707626.0	111527.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_00080
ERR15602646	ERX15005870	ERS26882914	ERP180185	PRJEB97707	Escherichia coli		OXFORD_NANOPORE	MinION	714371071.0	101711.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR4136179	SRX2118768	SRS1667663	SRP084795	PRJNA257846	Gillisia sp. Hel_I_86	Hel_I_86	PACBIO_SMRT	PacBio RS	153743919.0	47392.0	WGS	GENOMIC	SINGLE	Gillisia sp. Hel_I_86
SRR19519899	SRX15572408	SRS13275268	SRP378127	PRJNA819273	Staphylococcus epidermidis	IVB6213	PACBIO_SMRT	Sequel II	3464154161.0	304905.0	WGS	GENOMIC	SINGLE	PacBio Sequel sequencing of camel Staphylococcaceae from the Horn of Africa
SRR900215	SRX305337	SRS444493	SRP026009	PRJNA191789	Mycobacteroides abscessus subsp. bolletii 103	103	PACBIO_SMRT	PacBio RS	328695416.0	81741.0	WGS	GENOMIC	SINGLE	
SRR30949558	SRX26351926	SRS22816995	SRP536567	PRJNA1165464	Escherichia coli	Not applicable	OXFORD_NANOPORE	MinION	574254452.0	70178.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of E.coli: blood isolate
SRR10613460	SRX7292625	SRS5786146	SRP235318	PRJNA485800	Clostridium beijerinckii	DJ162	PACBIO_SMRT	PacBio RS II	215737309.0	63173.0	WGS	GENOMIC	SINGLE	Clostridium beijerinckii DJ162
SRR10541580	SRX7224979	SRS5725798	SRP233407	PRJNA370052	Clostridium beijerinckii	DJ068	PACBIO_SMRT	PacBio RS II	43347177.0	11503.0	WGS	GENOMIC	SINGLE	Clostridium beijerinckii DJ068
SRR25994735	SRX21712340	SRS18848043	SRP459502	PRJNA1014203	Cronobacter sakazakii		PACBIO_SMRT	PacBio RS II	53962.0	1.0	WGS	GENOMIC	SINGLE	WGS of Cronobacter sakazakii
SRR36479602	SRX31501490	SRS27481416	SRP655901	PRJNA1389783	Lacticaseibacillus paracasei	D9	OXFORD_NANOPORE	MinION	586984908.0	308952.0	WGS	GENOMIC	SINGLE	D9
ERR1892098	ERX1952596	ERS1374862	ERP005928	PRJEB6403	Clostridium perfringens	NCTC10720	PACBIO_SMRT	PacBio RS	799563791.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR16039380	SRX12326108	SRS10298629	SRP338551	PRJNA765161	Francisella tularensis	NUS 3003ST	OXFORD_NANOPORE	MinION	276055455.0	82828.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of FSC232
ERR3589656	ERX3585527	ERS3882474	ERP117838	PRJEB34870	Ectopseudomonas oleovorans		OXFORD_NANOPORE	MinION	7533926993.0	1033583.0	WGS	GENOMIC	SINGLE	MinION sequencing; Pseudomonas oleovorans (ONT sequencing)
SRR22756107	SRX18716693	SRS9711071	SRP395888	PRJNA812595	Providencia stuartii	2021CK-01196	OXFORD_NANOPORE	GridION	365919300.0	15321.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of ARLN isolate
SRR4136232	SRX2118821	SRS1667707	SRP084834	PRJNA303199	Tenacibaculum sp. MAR_2010_89	Mar_2010_89	PACBIO_SMRT	PacBio RS	331805500.0	157276.0	WGS	GENOMIC	SINGLE	Tenacibaculum sp. Mar_2010_89
SRR21563430	SRX17565746	SRS11554256	SRP354045	PRJNA747871	Streptomyces sp. NBC_01356	NBC_01356	OXFORD_NANOPORE	MinION	233068276.0	55925.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_01356
SRR5033021	SRX2357732	SRS1806520	SRP093482	PRJNA353756	Enterococcus faecium	missing	PACBIO_SMRT	PacBio RS II	4148810927.0	163482.0	WGS	GENOMIC	SINGLE	BMRF
SRR11565337	SRX8134468	SRS6497892	SRP257007	PRJNA576712	Pseudonocardia sp. JKS002178	JKS002178	OXFORD_NANOPORE	MinION	947032849.0	858545.0	WGS	GENOMIC	SINGLE	Oxford Nanopore MinION JKG000020.1
DRR393703	DRX379522	DRS297036	DRP007849	PRJDB10842	Escherichia coli	JBBEABA-19-0050	OXFORD_NANOPORE	GridION	1330315623.0	133760.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00499184
SRR28266077	SRX23876138	SRS20694391	SRP494033	PRJNA1085389	Neisseria meningitidis	Neisseria meningitidis ST-11 complex_OXFORD NANOPORE	OXFORD_NANOPORE	MinION	249540213.0	52863.0	WGS	GENOMIC	SINGLE	DNA_Seq_Neisseria_meningitidis_17488
SRR19184121	SRX15249047	SRS12981627	SRP375062	PRJNA837734	Listeria monocytogenes	LS12-142	OXFORD_NANOPORE	MinION	114443211.0	13487.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Listeria monocytogenes
SRR24001319	SRX19804683	SRS17166613	SRP429910	PRJNA909850	human blood metagenome	-	OXFORD_NANOPORE	GridION	123657286.0	41404.0	WGS	GENOMIC	SINGLE	DNA isolation from P. aeruginosa using ZymoBIOMICS
SRR36388077	SRX31416382	SRS27399735	SRP653897	PRJNA1378463	Klebsiella pneumoniae	#3524	OXFORD_NANOPORE	MinION	308333106.0	77003.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae ST307 and ST5994: clinical isolates from Cantabria (Spain)
SRR32164093	SRX27509524	SRS23928367	SRP560556	PRJNA1147241	Azospirillum sp. CT11-132	CT11-132	OXFORD_NANOPORE	MinION	35750349.0	8158.0	WGS	GENOMIC	SINGLE	wheat associated bacteria:Azospirillum sp.
SRR29567627	SRX25074349	SRS21770678	SRP516298	PRJNA1127878	Methylobacter arcticus	G7	PACBIO_SMRT	Revio	69142202.0	8639.0	WGS	GENOMIC	SINGLE	Genome of Methylobacter sp. G7
SRR35556728	SRX30631332	SRS19727543	SRP150360	PRJNA475751	Klebsiella pneumoniae	KLP00742	OXFORD_NANOPORE	MinION	272406764.0	32215.0	WGS	GENOMIC	SINGLE	WGS Sequencing of Klebsiella pneumoniae
SRR9732431	SRX6489575	SRS5138365	SRP215929	PRJNA555902	Stenotrophomonas maltophilia	mfec-32	OXFORD_NANOPORE	GridION	621951894.0	110496.0	WGS	GENOMIC	SINGLE	Genome sequencing of bacterial strain mfec-32
SRR24952275	SRX20710330	SRS18002638	SRP444472	PRJNA984747	Escherichia coli	TUM9812	OXFORD_NANOPORE	MinION	691225516.0	83739.0	WGS	GENOMIC	SINGLE	Full-length genome sequencing of Escherichia coli possessing blaCTX-M-2
ERR10499632	ERX10016914	ERS14256827			Escherichia coli		OXFORD_NANOPORE	GridION	29285221.0	2639.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: ONT_30348_2#5
SRR5890147	SRX3055942	SRS2401908	SRP114685	PRJNA393199	Helcococcus kunzii		OXFORD_NANOPORE	MinION	155993538.0	28880.0	WGS	GENOMIC	SINGLE	Helcococcus kunzii_Nanopore
SRR34878300	SRX30009243	SRS26084456	SRP606896	PRJNA1283264	Escherichia coli	FCI16	OXFORD_NANOPORE	MinION	538304553.0	200129.0	WGS	GENOMIC	SINGLE	FCI16 whole genome shotgun sequencing (Ecoli_30-9-3)
