srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR5420930	ERX5205494	ERS5845209	ERP126298	PRJEB42440	Klebsiella pneumoniae		OXFORD_NANOPORE	MinION	307217014.0	51351.0	WGS	GENOMIC	SINGLE	MinION sequencing
ERR902058	ERX981447	ERS659590	ERP005928	PRJEB6403	Klebsiella pneumoniae	NCTC11693	PACBIO_SMRT	PacBio RS	1555368581.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR5902582	SRX3064117	SRS1832426	SRP094480	PRJNA279196	Bordetella pertussis	J076	PACBIO_SMRT	PacBio RS II	851720177.0	163482.0	WGS	GENOMIC	SINGLE	
SRR27033713	SRX22725484	SRS19714559	SRP475574	PRJNA1047486	Paracoccus denitrificans	HAMBI_2443	PACBIO_SMRT	Sequel IIe	775456987.0	77753.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Paracoccus denitrificans HAMBI_2443; long read
ERR5726850	ERX5441563	ERS6219026	ERP128194	PRJEB44175	Escherichia coli		OXFORD_NANOPORE	GridION	500000448.0	49576.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR1616938	SRX736583	SRS724657	SRP049073	PRJNA244404	Burkholderia pseudomallei	BEK	PACBIO_SMRT	PacBio RS	814256890.0	359890.0	WGS	GENOMIC	SINGLE	Burkholderia pseudomallei str 9 PacBio Data
SRR31599292	SRX26964391	SRS23434103	SRP549287	PRJNA1185485	Escherichia coli	359	OXFORD_NANOPORE	PromethION	863888615.0	157164.0	WGS	GENOMIC	SINGLE	Pig-barcode61
ERR10499476	ERX10016762	ERS14256861			Escherichia coli		OXFORD_NANOPORE	GridION	633414781.0	48609.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: ONT_30345_1#144
SRR13575402	SRX9973460	SRS8145954	SRP303741	PRJNA695586	Streptococcus pyogenes	M4C20	OXFORD_NANOPORE	MinION	3389969.0	4000.0	WGS	GENOMIC	SINGLE	Whole genome sequence of Streptococcus pyogenes strain M4C20
SRR23392502	SRX19330205	SRS16727146	SRP421832	PRJNA932719	Campylobacter jejuni		OXFORD_NANOPORE	MinION	278516836.0	18444.0	WGS	GENOMIC	SINGLE	Long-read WGS characterization of commensal Campylobacter jejuni and Campylobacter coli isolates from dairy cattle in Northern Spain
