srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR32405442	SRX27735831	SRS21109244	SRP390960	PRJNA857526	Escherichia coli	AUSMDU00055259	OXFORD_NANOPORE	PromethION	1888110751.0	345179.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Escherichia/Shigella sp as part of MDU-PHL surveillance activities in Victoria, Australia Raw sequence reads
DRR285171	DRX274628	DRS183071	DRP007237	PRJDB11450	Polycladomyces abyssicola	JIR-001	OXFORD_NANOPORE	MinION	269253668.0	70763.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00292782
ERR8007765	ERX7573434	ERS9899354	ERP131998	PRJEB47698	Enterobacter chengduensis		OXFORD_NANOPORE	MinION	481535342.0	139814.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR30017314	SRX25496395	SRS22151201	SRP503622	PRJNA1103758	Escherichia coli	BW25113	OXFORD_NANOPORE	MinION	63287553.0	17105.0	WGS	GENOMIC	SINGLE	Oxford nanopore sequencing-pBAC-ddp-eGFP-BW25113
SRR20138916	SRX16174082	SRS13835886	SRP385218	PRJNA856428	Escherichia coli	Nanopore_S36	OXFORD_NANOPORE	PromethION	1315913842.0	172978.0	WGS	GENOMIC	SINGLE	Nanopore sequncing of Escherichia coli str. K12 substr. MG1655: MA line
SRR31583411	SRX26948843	SRS23420305	SRP548954	PRJNA1193326	Campylobacter jejuni		OXFORD_NANOPORE	MinION	287666824.0	35203.0	WGS	GENOMIC	SINGLE	Long-read Nanopore-based WGS characterization of antimicrobial resistant Campylobacter jejuni and Campylobacter coli isolates from humans, animals and food products in Northern Spain within a One Health approach
SRR36141200	SRX31182295	SRS27166118	SRP644510	PRJNA1363965	Neisseria gonorrhoeae	4387	OXFORD_NANOPORE	MinION	677518814.0	115189.0	WGS	GENOMIC	SINGLE	WGS of NG: adult male
SRR34986138	SRX30104832	SRS26168482	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_014	OXFORD_NANOPORE	MinION	1080998874.0	229931.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR9174980	SRX5947645	SRS4859673	SRP040661	PRJNA231221	Enterococcus gallinarum	FDAARGOS_728	PACBIO_SMRT	PacBio RS	355881869.0	163482.0	WGS	GENOMIC	SINGLE	
SRR32269935	SRX27607098	SRS24016269	SRP562279	PRJNA1220665	Edwardsiella ictaluri	EILO	OXFORD_NANOPORE	GridION	548458493.0	200764.0	WGS	GENOMIC	SINGLE	DNA-seq of Edwardsiella ictaluri isolates from multiple fish species
