srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR10499004	ERX10016293	ERS14255517	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	115965387.0	82494.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30821_1#186
SRR6516687	SRX3604656	SRS2872251	SRP131587	PRJNA402572	Streptomyces sp. 42	42	PACBIO_SMRT	PacBio RS II	783239814.0	219333.0	WGS	GENOMIC	SINGLE	Streptomyces sp. 42
SRR28860688	SRX24420520	SRS21175979	SRP505144	PRJNA1106791	Enterobacter cloacae		OXFORD_NANOPORE	GridION	500001911.0	19090.0	WGS	GENOMIC	SINGLE	Long-read DNA sequence for BCR_ECL26
SRR35513813	SRX30589551	SRS26617974	SRP620300	PRJNA1328464	Staphylococcus hominis	SHOMINIS	OXFORD_NANOPORE	GridION	164303702.0	42390.0	WGS	GENOMIC	SINGLE	Staphylococcus hominis, MCB kit, replicate 1, sequence replicate 2
SRR31246133	SRX26625945	SRS23122244	SRP543504	PRJNA1182696	Hominenteromicrobium mulieris	CIP112527	OXFORD_NANOPORE	MinION	175875634.0	11389.0	WGS	GENOMIC	SINGLE	DNA-seq
SRR18114306	SRX14264831	SRS12083788	SRP040281	PRJNA230403	Salmonella enterica	PNUSAS167114	OXFORD_NANOPORE	MinION	1383676463.0	310544.0	WGS	GENOMIC	SINGLE	Whole genome Oxford Nanopore MinION sequence of Salmonella enterica
SRR11301540	SRX7906870	SRS6314444	SRP252685	PRJNA612049	Bradyrhizobium sp. 2S1	2S1	PACBIO_SMRT	PacBio RS II	2625004283.0	163482.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Bradyrhizobium sp. strain 2S1
SRR11038959	SRX7691245	SRS6117407	SRP247582	PRJNA604100	Escherichia coli	163	OXFORD_NANOPORE	MinION	860143905.0	129148.0	WGS	GENOMIC	SINGLE	Genome sequencing Escherichia coli 10 nanopore
DRR466489	DRX450725	DRS305741	DRP010041	PRJDB15848	Escherichia coli	EC26	OXFORD_NANOPORE	MinION	1563781820.0	228876.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00607289
SRR926350	SRX314708	SRS387423	SRP018164	PRJNA78477	Salmonella enterica subsp. enterica serovar Heidelberg str. 41578	41578	PACBIO_SMRT	PacBio RS	474728673.0	81741.0	WGS	GENOMIC	SINGLE	Whole genome shotgun sequencing of Salmonella enterica subsp. enterica serovar Heidelberg str. 41578 by Pacific Biosciences SMRT
