srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR19539247	SRX15591276	SRS13202040	SRP377466	PRJNA842739	Klebsiella pneumoniae		OXFORD_NANOPORE	MinION	498010219.0	51823.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Klebsiella isolate
ERR13326720	ERX12697748	ERS20295393	ERP161282	PRJEB76791	Salmonella enterica subsp. enterica serovar Agona		OXFORD_NANOPORE	MinION	412313229.0	143504.0	WGS	GENOMIC	SINGLE	MinION sequencing
ERR2695057	ERX2709500	ERS2016208	ERP005928	PRJEB6403	Helicobacter cinaedi		PACBIO_SMRT	Sequel	3339843739.0	2085035.0	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR10854433	ERX10299200	ERS7357950	ERP109413	PRJEB27342	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	6104743135.0	2167167.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
DRR723982	DRX704003	DRS495675	DRP013756	PRJDB35717	Haemophilus influenzae		OXFORD_NANOPORE	MinION	683905609.0	117545.0	WGS	GENOMIC	SINGLE	Oxford Nanopore MinION R10.4 sequencing of SAMD01599402
SRR1582674	SRX681487	SRS685148	SRP045506	PRJNA256164	Vibrio tubiashii ATCC 19109	19109	PACBIO_SMRT	PacBio RS	703854383.0	163482.0	WGS	GENOMIC	SINGLE	The Complete Genome Sequence for Vibro tubiashii ATCC 19109
SRR20138947	SRX16174051	SRS13835855	SRP385218	PRJNA856428	Escherichia coli	Nanopore_WT-T0	OXFORD_NANOPORE	PromethION	1255629064.0	91933.0	WGS	GENOMIC	SINGLE	Nanopore sequncing of Escherichia coli str. K12 substr. MG1655: MA line
SRR30413067	SRX25838766	SRS22236694	SRP523887	PRJNA1143451	Tardiphaga sp. 367_B4_N1_1	367_B4_N1_1	OXFORD_NANOPORE	PromethION	1931651937.0	557185.0	WGS	GENOMIC	SINGLE	Tardiphaga sp. 367_B4_N1_1 nanopore genome sequencing (files compressed once)
SRR31828400	SRX27188801	SRS19679230	SRP475049	PRJNA1046639	Staphylococcus aureus	sa230705barcode20	OXFORD_NANOPORE	MinION	97414924.0	61686.0	WGS	GENOMIC	SINGLE	Staphylococcus aureus strain sa230705_barcode20
ERR3685917	ERX3675521	ERS4047718	ERP114207	PRJEB31632	bacterium		OXFORD_NANOPORE	GridION	588110975.0	105446.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR287766	SRX078305	SRS212381	SRP007207	PRJNA68253	Escherichia coli		PACBIO_SMRT	PacBio RS	244697063.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing for 17-2
SRR10332350	SRX7042533	SRS5556502	SRP226643	PRJNA578920	Escherichia coli str. K-12 substr. DH10B	DH10B	OXFORD_NANOPORE	MinION	4556616863.0	527516.0	WGS	GENOMIC	SINGLE	WGS of E. coli on ONT MinION
SRR33768794	SRX28991284	SRS22397205	SRP444583	PRJNA962904	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	106116973.0	5540.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0090HC2 for ARCH 2
SRR25073979	SRX20827792	SRS18105662	SRP446579	PRJNA989149	Acetobacter tropicalis	DmCS006	OXFORD_NANOPORE	GridION	413427113.0	38464.0	WGS	GENOMIC	SINGLE	WGS of Acetobacter tropicalis DmCS_006 (Oxford Nanopore reads)
SRR15989476	SRX12278063	SRS9998512	SRP357537	PRJNA801416	Enterobacter cloacae	-	OXFORD_NANOPORE	GridION	301748271.0	38953.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
SRR13575252	SRX9973609	SRS8145954	SRP303741	PRJNA695586	Streptococcus pyogenes	M4C20	OXFORD_NANOPORE	MinION	3285222.0	4000.0	WGS	GENOMIC	SINGLE	Whole genome sequence of Streptococcus pyogenes strain M4C20
SRR9221500	SRX5991886	SRS4897024	SRP191068	PRJNA528511	Escherichia coli	GTEN_102	OXFORD_NANOPORE	GridION	1913880392.0	389276.0	WGS	GENOMIC	SINGLE	Global TravEpiNet AMR surveillance Genome sequencing and assembly
SRR25890245	SRX21610594	SRS18783822	SRP458186	PRJNA1012291	Enterococcus	Enterococcus faecium	OXFORD_NANOPORE	MinION	405938741.0	232042.0	WGS	GENOMIC	SINGLE	Nanopore sequencing data of VRE
ERR10497796	ERX10015085	ERS14254782	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	64369539.0	11414.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30224_1#228
SRR21415627	SRX17420253	SRS13526119	SRP361569	PRJNA768416	Paenibacillus sp. FSL F4-0243		OXFORD_NANOPORE	MinION	623282434.0	132238.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
SRR27755692	SRX23420760	SRS20275757	SRP151512	PRJNA478278	Salmonella enterica	R19.1218	OXFORD_NANOPORE	MinION	1003752353.0	328924.0	WGS	GENOMIC	SINGLE	WGS of Salmonella enterica
SRR4235448	SRX2156747	SRS1686706	SRP088720	PRJNA323002	Streptomyces sp. Ag109_O5-10	Ag109_O5-10	PACBIO_SMRT	PacBio RS	338756601.0	87071.0	WGS	GENOMIC	SINGLE	Streptomyces sp Ag109_O5-10
SRR21563331	SRX17565843	SRS14987106	SRP354045	PRJNA747871	Streptomyces sp. NBC_01716	NBC_01716	OXFORD_NANOPORE	MinION	438855215.0	60950.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_01716
SRR30896370	SRX26299651	SRS22828373	SRP536878	PRJNA1134622	Escherichia coli	OXEC-293	OXFORD_NANOPORE	MinION	487150484.0	178301.0	WGS	GENOMIC	SINGLE	OXEC-293
SRR13192499	SRX9626960	SRS7827983	SRP295672	PRJNA681856	Salmonella enterica	LHICA_E1	OXFORD_NANOPORE	MinION	15942112.0	4000.0	WGS	GENOMIC	SINGLE	WGS of Salmonella enterica Lhica E8
SRR15989116	SRX12277751	SRS9999034	SRP357534	PRJNA801415	Klebsiella pneumoniae	11	OXFORD_NANOPORE	GridION	3561759606.0	331315.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE)
ERR13253040	ERX12623663	ERS20229425	ERP161024	PRJEB76496	Klebsiella pneumoniae	Zagreb024	OXFORD_NANOPORE	GridION	465906643.0	410912.0	WGS	GENOMIC	SINGLE	GridION sequencing
DRR295311	DRX284767	DRS478496	DRP004189	PRJDB5929	Escherichia coli	C1081	OXFORD_NANOPORE	GridION	1624393492.0	251537.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00324214
SRR30149486	SRX25617147	SRS21937672	SRP518730	PRJNA1133668	Escherichia coli	NR2956	OXFORD_NANOPORE	MinION	505405434.0	47065.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of clinical CRE isolates: human
SRR28039582	SRX23690880	SRS20520802	SRP490884	PRJNA1077967	Enterococcus faecium	AH19H058	OXFORD_NANOPORE	GridION	687442444.0	212527.0	WGS	GENOMIC	SINGLE	WGS of Enterococcus faecium isolate
SRR7091775	SRX4020668	SRS3241743	SRP144296	PRJNA439741	Erwinia mallotivora	WS3165	PACBIO_SMRT	PacBio RS II	479811525.0	87910.0	WGS	GENOMIC	SINGLE	Erwinia mallotivora WS3165
SRR8580034	SRX5380769	SRS4370001	SRP185925	PRJNA521952	Oceanispirochaeta crateris	K2	PACBIO_SMRT	PacBio RS II	870044051.0	163482.0	WGS	GENOMIC	SINGLE	Oceanispirochaeta crateria  K2
ERR10420079	ERX9948552	ERS6795048	ERP109413	PRJEB27342	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	13842896203.0	2328779.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
DRR293641	DRX283091	DRS178488	DRP004189	PRJDB5929	Escherichia coli	C334	OXFORD_NANOPORE	GridION	2130899989.0	280331.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00137906
ERR10499685	ERX10016967	ERS14257045			Escherichia coli		OXFORD_NANOPORE	GridION	271670952.0	25716.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: ONT_30821_1#99
ERR1911772	ERX1972252	ERS1403234	ERP005928	PRJEB6403	Bordetella trematum	NCTC12995	PACBIO_SMRT	PacBio RS	216855745.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3265036	ERX3291680	ERS3355745	ERP114602	PRJEB31984	Escherichia coli		PACBIO_SMRT	PacBio RS II	1600365572.0	469164.0	WGS	GENOMIC	SINGLE	PacBio RS II sequencing
SRR4136165	SRX2118754	SRS1667656	SRP084790	PRJNA257843	Cellulophaga sp. RHA_52	RHA_52	PACBIO_SMRT	PacBio RS	356162033.0	84917.0	WGS	GENOMIC	SINGLE	Cellulophaga sp. RHA_52
SRR30896536	SRX26300033	SRS22828755	SRP536878	PRJNA1134622	Escherichia coli	OXEC-323	OXFORD_NANOPORE	MinION	208983097.0	76800.0	WGS	GENOMIC	SINGLE	OXEC-323
ERR1274834	ERX1346422	ERS980039	ERP005928	PRJEB6403	Campylobacter jejuni subsp. jejuni	NCTC11168	PACBIO_SMRT	PacBio RS	770522607.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR33769502	SRX28991860	SRS22456261	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	648703669.0	80416.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AH0336HC1 for ARCH 2
SRR34500468	SRX29644318	SRS1278937	SRP069749	PRJNA310138	Rhizobium leguminosarum	KDH_Rht_460_C	PACBIO_SMRT	Revio	317769513.0	32873.0	WGS	GENOMIC	SINGLE	Rhizobium leguminosarum long reads
ERR16064418	ERX15454600	ERS28397553	ERP173262	PRJEB90249	Acinetobacter pittii		OXFORD_NANOPORE	GridION	136402962.0	21767.0	WGS	GENOMIC	SINGLE	GridION sequencing
ERR12640876	ERX12015217	ERS18097609	ERP157104	PRJEB72314	Lactiplantibacillus pentosus		PACBIO_SMRT	PacBio RS II	4148739.0	7.0	WGS	GENOMIC	SINGLE	PacBio RS II sequencing
