srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR10519621	SRX7204469	SRS5709267	SRP231794	PRJNA330529	Clostridium beijerinckii	DJ031	PACBIO_SMRT	PacBio RS II	430343466.0	161481.0	WGS	GENOMIC	SINGLE	Clostridium beijerenckii 031
SRR31480896	SRX26849427	SRS23333097	SRP547242	PRJNA1188493	Bacillus cereus	C824	OXFORD_NANOPORE	GridION	1058378633.0	192029.0	WGS	GENOMIC	SINGLE	WGS of Bacillus Cereus
SRR21397110	SRX17402386	SRS14960364	SRP395325	PRJNA874878	Klebsiella pneumoniae		OXFORD_NANOPORE	MinION	6069708.0	7.0	WGS	GENOMIC	SINGLE	BJ19-0025
SRR14307895	SRX10663281	SRS8104713	SRP301498	PRJNA690640	Enterococcus faecium		OXFORD_NANOPORE	MinION	10095236.0	988.0	WGS	GENOMIC	SINGLE	WGS of E. faecium
SRR3747408	SRX1901274	SRS1544004	SRP078018	PRJNA214298	Thermus scotoductus KI2	KI2	PACBIO_SMRT	PacBio RS	147794269.0	50668.0	WGS	GENOMIC	SINGLE	Thermus scotoductus KI2
ERR3013209	ERX3015661	ERS1972730	ERP104475	PRJEB22771	Streptococcus pneumoniae		PACBIO_SMRT	PacBio RS	1466512703.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR16064586	ERX15454768	ERS28397721	ERP173262	PRJEB90249	Pseudomonas aeruginosa		OXFORD_NANOPORE	GridION	1346445100.0	541180.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR5428621	SRX2718650	SRS2109283	SRP103274	PRJNA329823	Brucella haematophila	L1Suc	PACBIO_SMRT	PacBio RS	705812792.0	218510.0	WGS	GENOMIC	SINGLE	Ochrobactrum haematophilum L1Suc
SRR35754184	SRX30803476	SRS26816193	SRP630759	PRJNA1338348	Streptococcus pneumoniae	23F	PACBIO_SMRT	Sequel II	1287459900.0	4291533.0	WGS	GENOMIC	PAIRED	Whole-genome sequencing of Streptococcus pneumoniae 23F
SRR26899110	SRX22593300	SRS19599852	SRP473241	PRJNA1042815	Campylobacter lari subsp. lari	NCTC 11352 [WRI 3034/77]	OXFORD_NANOPORE	GridION	2732810232.0	733913.0	WGS	GENOMIC	SINGLE	WGS of Campylobacter lari isolate
ERR10939006	ERX10378315	ERS14690231	ERP143848	PRJEB58776	Legionella pneumophila		OXFORD_NANOPORE	GridION	2162032031.0	177639.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR17838386	SRX13999570	SRS11837959	SRP357603	PRJNA721846	Staphylococcus epidermidis	BC1191	OXFORD_NANOPORE	MinION	3519243538.0	871895.0	WGS	GENOMIC	SINGLE	S. epidermidis strain:BC1191 gDNA Nanopore sequencing
SRR19357513	SRX15416288	SRS12115256	SRP361569	PRJNA768416	Bacillus sp. FSL R5-0585	FSL R5-0585	OXFORD_NANOPORE	MinION	310296580.0	68571.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
SRR13192470	SRX9626989	SRS7827983	SRP295672	PRJNA681856	Salmonella enterica	LHICA_E1	OXFORD_NANOPORE	MinION	14690322.0	4000.0	WGS	GENOMIC	SINGLE	WGS of Salmonella enterica Lhica E104
SRR21541368	SRX17543573	SRS12513955	SRP367713	PRJNA823737	Ralstonia solanacearum	missing	OXFORD_NANOPORE	MinION	40251173.0	15974.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Ralstonia solanacearum
SRR35071035	SRX30184986	SRS26244994	SRP610420	PRJNA1308807	Escherichia coli	Ec_192	OXFORD_NANOPORE	MinION	629812600.0	138387.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated E. coli strain from wastewater
SRR26899129	SRX22593281	SRS19599850	SRP473241	PRJNA1042815	Escherichia coli	FDA strain Seattle 1946	OXFORD_NANOPORE	GridION	758715291.0	279927.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli isolate
ERR1857495	ERX1919178	ERS1497497	ERP005928	PRJEB6403	Capnocytophaga cynodegmi	NCTC12243	PACBIO_SMRT	PacBio RS	196790371.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR15880231	ERX15277184	ERS26933706	ERP180772	PRJEB98371	Listeria monocytogenes		OXFORD_NANOPORE	MinION	28314364.0	2029.0	WGS	GENOMIC	SINGLE	Raw reads: sample_077_nanopore_7
SRR13950275	SRX10329041	SRS5598770	SRP310366	PRJNA695105	Bacillus anthracis	A182	OXFORD_NANOPORE	GridION	554869155.0	64381.0	WGS	GENOMIC	SINGLE	Whole genome nanopore sequencing of Bacillus anthracis strain A182
SRR707870	SRX228396	SRS416709	SRP021604	PRJNA88849	Enterococcus asini ATCC 700915	ATCC 700915	PACBIO_SMRT	PacBio RS	87752156.0	81741.0	WGS	GENOMIC	SINGLE	Pacbio whole genome shotgun sequencing of genomic DNA library 'PACBIO-321' containing sample 'ATCC700915' from individual 'Enterococcus asini ATCC700915'
ERR4763157	ERX4636210	ERS5247938	ERP124695	PRJEB40976	Enterococcus faecalis		OXFORD_NANOPORE	GridION	1065754803.0	54292.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: 28157_4#18
ERR10472507	ERX9992852	ERS6795227	ERP109413	PRJEB27342	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	9240276421.0	1585449.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR33880350	SRX29091965	SRS25301537	SRP590652	PRJNA1273616	Acinetobacter baumannii	LAC-4	PACBIO_SMRT	Revio	3025014560.0	460140.0	WGS	GENOMIC	SINGLE	WGS of Acinetobacter baumannii (LAC-4) strains
SRR31073003	SRX26456545	SRS22971866	SRP540187	PRJNA1176018	Escherichia coli		OXFORD_NANOPORE	MinION	597088753.0	158131.0	WGS	GENOMIC	SINGLE	Long read WGS of Escherichia coli: isolate GF75
SRR32021928	SRX27372368	SRS23493901	SRP074197	PRJNA288601	Providencia hangzhouensis	2024HL-01322	OXFORD_NANOPORE	GridION	1124581255.0	273570.0	WGS	GENOMIC	SINGLE	Long read sequencing of carbapenemase producing organisms
SRR19165822	SRX15231940	SRS12965080	SRP374671	PRJNA836696	Escherichia coli	ST410	OXFORD_NANOPORE	GridION	957155566.0	128894.0	WGS	GENOMIC	SINGLE	ONT long-read sequencing of carbapenem non-susceptible Enterobacterales
SRR37168533	SRX32108088	SRS28041577	SRP675690	PRJNA1420075	Pseudomonas aeruginosa		OXFORD_NANOPORE	PromethION	7396639.0	3000.0	WGS	GENOMIC	SINGLE	DNA-Seq: Pf6: Isolate HD7_0250_phi3
SRR14130575	SRX10500672	SRS8624813	SRP313118	PRJNA719112	Klebsiella pneumoniae	ST258	OXFORD_NANOPORE	MinION	260393681.0	36422.0	WGS	GENOMIC	SINGLE	Genomics of K. pneumoniae: blood isolate
DRR381761	DRX367645	DRS246918	DRP008791	PRJDB13729	Escherichia coli	CEC96047	OXFORD_NANOPORE	MinION	692079829.0	61815.0	WGS	GENOMIC	SINGLE	CEC96047_ONT
SRR21665125	SRX17663532	SRS15195591	SRP398532	PRJNA678176	Xenorhabdus indica	DSM 17382	OXFORD_NANOPORE	GridION	1220487235.0	115349.0	WGS	GENOMIC	SINGLE	ONT SQK-LSK109 library of Xenorhabdus indica DSM 17382: R9.4.1 flowcell on GridION, guppy v4.0.11 high accuracy mode
SRR5829602	SRX3006944	SRS2357378	SRP112186	PRJNA329676	Clostridium beijerinckii	DJ051	PACBIO_SMRT	PacBio RS II	625857733.0	166137.0	WGS	GENOMIC	SINGLE	Clostridium beijerinckii str. 51
SRR13957673	SRX10336004	SRS8455548	SRP300861	PRJNA663900	Enterococcus sp. DIV0872a	DIV0872a	OXFORD_NANOPORE	GridION	702832632.0	130029.0	WGS	GENOMIC	SINGLE	sequencing of enterococcal diversity
SRR26106019	SRX21820430	SRS18921032	SRP461604	PRJNA1018715	Pseudomonas putida	SEM11	OXFORD_NANOPORE	MinION	89885318.0	18871.0	WGS	GENOMIC	SINGLE	genome of Pseudomonas putida SEM11
SRR500893	SRX149606	SRS281883	SRP013241	PRJNA73829	Vibrio cholerae		PACBIO_SMRT	PacBio RS	214242427.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing of N5 (C2 Long subread)
