srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR2103568	SRX1098031	SRS992994	SRP061199	PRJNA272946	Desulfuromonas soudanensis	WTL	PACBIO_SMRT	PacBio RS II	474797587.0	163482.0	WGS	GENOMIC	SINGLE	Desulfuromonas soudanensis WTL PacBio raw data
SRR6516697	SRX3604666	SRS2872255	SRP131591	PRJNA402574	Streptomyces sp. 62	62	PACBIO_SMRT	PacBio RS II	581834505.0	130317.0	WGS	GENOMIC	SINGLE	Streptomyces sp. 62
ERR11148039	ERX10595443	ERS7652075	ERP132109	PRJEB47806	Staphylococcus aureus		PACBIO_SMRT	Sequel	1357309133.0	138378.0	WGS	GENOMIC	SINGLE	Sequel IIe sequencing
DRR572532	DRX555999	DRS426391	DRP012251	PRJDB17574	Escherichia coli	YK-IS1MA-L06-4_G08	OXFORD_NANOPORE	MinION	1103114.0	2553.0	WGS	GENOMIC	SINGLE	nanopore-seq of SAMD00748208 L06-4_G8
SRR30463427	SRX25888533	SRS22459541	SRP515179	PRJNA1126331	Chloroflexota bacterium		PACBIO_SMRT	Sequel II	3561818.0	1.0	WGS	GENOMIC	SINGLE	HiFi.Rittmann_complete.10297
SRR29788345	SRX25288234	SRS19679230	SRP475049	PRJNA1046639	Staphylococcus aureus	sa230705barcode20	OXFORD_NANOPORE	MinION	44938964.0	50675.0	WGS	GENOMIC	SINGLE	Staphylococcus aureus strain sa230705barcode20
SRR34967395	SRX30086842	SRS26152973	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_267	OXFORD_NANOPORE	PromethION	350238711.0	87151.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
ERR985343	ERX1066564	ERS739088	ERP005928	PRJEB6403	Escherichia coli	NCTC9085	PACBIO_SMRT	PacBio RS	822054796.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR31599130	SRX26963954	SRS23433666	SRP549287	PRJNA1185485	Escherichia coli	507	OXFORD_NANOPORE	PromethION	541768237.0	113027.0	WGS	GENOMIC	SINGLE	R4R-barcode62
ERR4763200	ERX4636253	ERS5247969	ERP124695	PRJEB40976	Enterococcus faecalis		OXFORD_NANOPORE	GridION	719536429.0	42041.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: 28157_4#42
SRR35275899	SRX30378024	SRS26418548	SRP617898	PRJNA1311294	Bacillus subtilis	DSM 10	OXFORD_NANOPORE	PromethION	670552610.0	87402.0	WGS	GENOMIC	SINGLE	WGS of Bacillus subtilis: mutant evolved by exposure to pyrithiamine hydrobromide
DRR704036	DRX684121	DRS529034	DRP014425	PRJDB35554	Mycobacterium avium subsp. hominissuis	OCU682	PACBIO_SMRT	Revio	246254203.0	27996.0	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD01579732
ERR2928977	ERX2931913	ERS2907571	ERP112149	PRJEB29800	Streptococcus pyogenes	HKU419	PACBIO_SMRT	PacBio RS	355453142.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR31555835	SRX26921888	SRS23398944	SRP548427	PRJNA1192303	Shigella flexneri	2a	OXFORD_NANOPORE	GridION	521442644.0	232650.0	WGS	GENOMIC	SINGLE	WGS of Shigella sonnei 2021/2022
