srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR31178804	SRX26561514	SRS23067021	SRP051099	PRJNA269675	Yersinia similis	SCPM-O-B-14837 (R104)	OXFORD_NANOPORE	MinION	416895853.0	136541.0	WGS	GENOMIC	SINGLE	Shotgun 2024 Sample 872
SRR22957091	SRX18913939	SRS16341754	SRP415590	PRJNA914624	Streptococcus pyogenes	emm12	OXFORD_NANOPORE	GridION	127924006.0	169556.0	WGS	GENOMIC	SINGLE	WGS of Streptococcus pyogenes
SRR36035653	SRX31084776	SRS27072671	SRP644837	PRJNA1364846	Escherichia coli	GPT22-004	OXFORD_NANOPORE	GridION	578349413.0	180986.0	WGS	GENOMIC	SINGLE	Escherchia coli, DBT kit, 12-plex and 200 ng DNA, replicate 3
SRR13182600	SRX9620479	SRS7822563	SRP040661	PRJNA231221	Acinetobacter baumannii	FDAARGOS_1244	PACBIO_SMRT	Sequel	205593801.0	45051.0	WGS	GENOMIC	SINGLE	
SRR29316620	SRX24833523	SRS21545354	SRP512379	PRJNA1121190	Vibrio cholerae	115Vc06	OXFORD_NANOPORE	PromethION	220817246.0	128486.0	WGS	GENOMIC	SINGLE	WGS of Vcholerae isolates
ERR10854449	ERX10299216	ERS7761513	ERP109413	PRJEB27342	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	3987375961.0	919243.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR11536926	SRX8107982	SRS6473300	SRP255655	PRJNA622823	Acinetobacter sp. NEB149	NEB149	PACBIO_SMRT	PacBio RS II	877563253.0	163482.0	WGS	GENOMIC	SINGLE	SMRTMspI
ERR12779855	ERX12153045	ERS18593816	ERP152744	PRJEB67737	Salmonella enterica subsp. enterica serovar Minnesota		OXFORD_NANOPORE	PromethION	512675440.0	264000.0	WGS	GENOMIC	SINGLE	Raw reads: K_195_L
ERR2322021	ERX2372984	ERS2217309	ERP024191	PRJEB21888	Mycobacterium tuberculosis		PACBIO_SMRT	PacBio RS	2593344868.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR24139816	SRX19938589	SRS17287298	SRP247747	PRJNA604975	Escherichia coli	ox_bsi_38	OXFORD_NANOPORE	GridION	617337592.0	289966.0	WGS	GENOMIC	SINGLE	oxford_bsi
SRR31879112	SRX27237979	SRS23684069	SRP555050	PRJNA1205886	Escherichia coli	TN_123_EC1	OXFORD_NANOPORE	MinION	1070391726.0	253911.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli : Wastewater
ERR2237821	ERX2289988	ERS1869821	ERP005928	PRJEB6403	Campylobacter fetus subsp. venerealis		PACBIO_SMRT	PacBio RS	1117428709.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR10749434	ERX10201363	ERS14369562	ERP143680	PRJEB58617	Escherichia coli		OXFORD_NANOPORE	GridION	325453220.0	33165.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR27972363	SRX23626090	SRS20466077	SRP489819	PRJNA1076692	Pseudomonas aeruginosa	RIVM_C059493_dorado	OXFORD_NANOPORE	MinION	74421950.0	27249.0	WGS	GENOMIC	SINGLE	RIVM_C059493_dorado
SRR33968471	SRX29167125	SRS25367623	SRP591870	PRJNA1276484	Mycobacteroides abscessus		OXFORD_NANOPORE	MinION	2264299367.0	356008.0	WGS	GENOMIC	SINGLE	CW26169
SRR3747285	SRX1901154	SRS1543945	SRP078008	PRJNA169749	Sinorhizobium sp. PC2	PC2	PACBIO_SMRT	PacBio RS	302125511.0	116229.0	WGS	GENOMIC	SINGLE	Sinorhizobium sp. PC2
SRR28824821	SRX24387686	SRS21143660	SRP373863	PRJNA835506	Acinetobacter baumannii	NCSR_106	OXFORD_NANOPORE	MinION	200013715.0	9862.0	WGS	GENOMIC	SINGLE	Long read sequencing of NCSR_106
SRR9047958	SRX5824504	SRS4752559	SRP051949	PRJNA271899	Klebsiella pneumoniae	MGH253	OXFORD_NANOPORE	GridION	2172158436.0	600938.0	WGS	GENOMIC	SINGLE	Sequencing of Carbapenem resistant bacteria
SRR25467016	SRX21199909	SRS18458348	SRP452337	PRJNA1000618	Escherichia coli	Escherichia coli BL21(DE3)	OXFORD_NANOPORE	MinION	6398633.0	3999.0	WGS	GENOMIC	SINGLE	CASTVK transposition with different condition
DRR393612	DRX379431	DRS296945	DRP007849	PRJDB10842	Enterobacter hormaechei subsp. steigerwaltii	JBAGABE-19-0120	OXFORD_NANOPORE	GridION	1002308905.0	56085.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00497844
SRR27187005	SRX22867183	SRS19841356	SRP477592	PRJNA1051574	Escherichia coli	N1_020	OXFORD_NANOPORE	MinION	1494012910.0	185980.0	WGS	GENOMIC	SINGLE	whole genome sequencing of E. coli isolated from the chicken gut
SRR31598643	SRX26963841	SRS23433552	SRP549287	PRJNA1185485	Escherichia coli	926	OXFORD_NANOPORE	PromethION	1419541689.0	168017.0	WGS	GENOMIC	SINGLE	WTP-NoR-Nov-barcode84
ERR2237810	ERX2289977	ERS1869810	ERP005928	PRJEB6403	Mycoplasmopsis columbinasalis	NCTC10184	PACBIO_SMRT	PacBio RS	809052117.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
