srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR19719022	SRX15765508	SRS13392242	SRP380096	PRJNA843574	Aeromonas veronii	jsyz553301	PACBIO_SMRT	Sequel II	1200414464.0	1599507.0	WGS	GENOMIC	SINGLE	Pacbio long reads sequencing of Hystrix brachyura
SRR16250964	SRX12530588	SRS10489852	SRP340559	PRJNA294131	Candidatus Phytoplasma australasiaticum subsp. taiwanense	NCHU2014	OXFORD_NANOPORE	MinION	156684665.0	36062.0	WGS	GENOMIC	SINGLE	WGS of NCHU2014
SRR35181395	SRX30286273	SRS7612169	SRP289629	PRJNA651894	Psychrobacter sp. PL19	PL19	PACBIO_SMRT	Sequel II	417738727.0	42954.0	WGS	GENOMIC	SINGLE	Psychrobacter sp. PL19
SRR9842098	SRX6596792	SRS5161939	SRP216475	PRJNA554021	Bartonella bacilliformis	VAB9028cl	PACBIO_SMRT	PacBio RS II	1542579159.0	163482.0	WGS	GENOMIC	SINGLE	DNA Seq of Bartonella bacilliformis VAB9028cl
ERR2576017	ERX2593010	ERS1681522	ERP017350	PRJEB15537	Streptococcus pneumoniae		PACBIO_SMRT	PacBio RS	902565775.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3382748	ERX3406844	ERS2444053	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	144598978.0	70862.0	WGS	GENOMIC	SINGLE	Sequel sequencing
SRR28789477	SRX24353756	SRS21111609	SRP503747	PRJNA935790	Escherichia coli	UTME-10	OXFORD_NANOPORE	PromethION	1827091534.0	293968.0	WGS	GENOMIC	SINGLE	WGS of E. coli O45 serogroup
ERR16080312	ERX15470100	ERS28438699	ERP187240	PRJEB106135	Enterococcus faecium	3417976438	OXFORD_NANOPORE	PromethION			WGS	GENOMIC	SINGLE	Raw reads: LRE_15_3417976438_ONT_P2_solo
SRR12298597	SRX8801470	SRS6792132	SRP266402	PRJNA605147	Escherichia coli	RHB14-C23	OXFORD_NANOPORE	GridION	380702753.0	61649.0	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE sequencing of Escherichia coli isolate RH04|T1-C23 cultured from Pig faeces sample
SRR32364649	SRX27699497	SRS21131676	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	107443033.0	4875.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AS6673C1 for ARCH 1.0
SRR30203661	SRX25666717	SRS22308999	SRP370291	PRJNA805198	Streptococcus equi subsp. zooepidemicus	not applicable	OXFORD_NANOPORE	GridION	299081889.0	165061.0	WGS	GENOMIC	SINGLE	SZOO-Horse-OK74078CY240112
DRR393661	DRX379480	DRS296994	DRP007849	PRJDB10842	Enterobacter hormaechei subsp. steigerwaltii	JBBDADH-19-0027	OXFORD_NANOPORE	GridION	1009981078.0	186537.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00498789
