srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR13354949	ERX12725881	ERS20228295	ERP160933	PRJEB76407	Mediterraneibacter gnavus		PACBIO_SMRT	Sequel IIe	445807926.0	46735.0	WGS	GENOMIC	SINGLE	Sequel IIe sequencing
SRR31480912	SRX26849411	SRS23333083	SRP547242	PRJNA1188493	Bacillus cereus	C811	OXFORD_NANOPORE	GridION	4235186033.0	990831.0	WGS	GENOMIC	SINGLE	WGS of Bacillus Cereus
SRR12802464	SRX9271289	SRS7500155	SRP190319	PRJNA284866	Treponema sp. B152	B152	OXFORD_NANOPORE	MinION	1294204614.0	259270.0	WGS	GENOMIC	SINGLE	Treponema sp. B152
SRR32184187	SRX27529387	SRS16968698	SRP426074	PRJNA941188	Bacillus safensis	PRO37	OXFORD_NANOPORE	GridION	1047261697.0	190469.0	WGS	GENOMIC	SINGLE	WGS of Bacillus safensis: cell culture
SRR35247885	SRX30350715	SRS26393785	SRP617281	PRJNA893742	Paraburkholderia sp. MM6662-R1	MM6662-R1	PACBIO_SMRT	Sequel IIe	817605439.0	78270.0	WGS	GENOMIC	SINGLE	Paraburkholderia tuberum MM6662-R1
SRR35213476	SRX30317247	SRS26364181	SRP615992	PRJNA1301220	Acinetobacter baumannii	ABO22-A114	OXFORD_NANOPORE	MinION	800120335.0	143338.0	WGS	GENOMIC	SINGLE	Whole geneme sequencing of Acinetobacter baumannii: isolates of the Ab-One study
SRR3756808	SRX1905898	SRS1546709	SRP078099	PRJNA239124	Lactococcus lactis subsp. lactis	511	PACBIO_SMRT	PacBio RS	235665172.0	94054.0	WGS	GENOMIC	SINGLE	Lactococcus lactis subsp. lactis 511
SRR8849168	SRX5636852	SRS4094321	SRP171397	PRJNA417863	Salmonella enterica subsp. enterica serovar Senftenberg	CFIAFB20170119	OXFORD_NANOPORE	MinION	294467220.0	32776.0	WGS	GENOMIC	SINGLE	Salmonella  enterica multiserovar sequencing data
SRR24474904	SRX20261324	SRS17592010	SRP436581	PRJNA967113	Klebsiella michiganensis	CPO453	OXFORD_NANOPORE	MinION	414467823.0	30414.0	WGS	GENOMIC	SINGLE	WGS of bacterial isolate possessing blaNDM carbapenemase
ERR1100792	ERX1180326	ERS806210	ERP005928	PRJEB6403	Staphylococcus aureus	NCTC5660	PACBIO_SMRT	PacBio RS	336388212.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR8599269	SRX5399276	SRS4386188	SRP186412	PRJNA523188	Burkholderia pseudomallei	CEMM 03-6-037	PACBIO_SMRT	PacBio RS II	295647851.0	54494.0	WGS	GENOMIC	SINGLE	Burkholderia pseudomallei CEMM 03-6-037 PacBio
ERR12165287	ERX11576225	ERS16327255	ERP150987	PRJEB65895	Listeria monocytogenes	clinical isolate of L. monocytogenes	OXFORD_NANOPORE	MinION	499178118.0	76666.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR24139789	SRX19938472	SRS17287182	SRP247747	PRJNA604975	Escherichia coli	ox_bsi_524	OXFORD_NANOPORE	GridION	104981292.0	84693.0	WGS	GENOMIC	SINGLE	oxford_bsi
SRR32029836	SRX27379738	SRS23161481	SRP074197	PRJNA288601	Acinetobacter baumannii		OXFORD_NANOPORE	GridION	638042313.0	342206.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of ARLN isolate
SRR35574259	SRX30647189	SRS26670433	SRP625638	PRJNA1320685	Escherichia coli	MB06102	OXFORD_NANOPORE	MinION	1885740684.0	252009.0	WGS	GENOMIC	SINGLE	ONT Long-Read DNA Sequencing of MB06102 Dorado SUP basecalling
SRR33387335	SRX28630251	SRS24901269	SRP582401	PRJNA1254633	Brevibacterium sp. LE-L	LE-L	OXFORD_NANOPORE	GridION	2295842026.0	328704.0	WGS	GENOMIC	SINGLE	Genome sequencing of Brevibacterium LE-L
SRR17687075	SRX13850344	SRS10450438	SRP340037	PRJNA768294	Klebsiella pneumoniae	04A025	OXFORD_NANOPORE	MinION	319861333.0	15353.0	WGS	GENOMIC	SINGLE	SB20
SRR26950700	SRX22644506	SRS19641537	SRP474291	PRJNA1043871	Bacillus sp. PBL-C9	PBL-C9	OXFORD_NANOPORE	MinION	369036.0	119.0	WGS	GENOMIC	SINGLE	Bacillus sp. PBL-C9 Genome sequencing and assembly
SRR12280524	SRX8784191	SRS7052979	SRP272861	PRJNA646575	Bacteroides fragilis		OXFORD_NANOPORE	GridION	941029547.0	109627.0	WGS	GENOMIC	SINGLE	WGS  of Bacteroides fragilis group clinical isolates
SRR33769379	SRX28991799	SRS25210252	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	1036971488.0	54665.0	WGS	GENOMIC	SINGLE	PacBio sequencing of A040017HE1 for ARCH 2
SRR19539253	SRX15591270	SRS13202057	SRP377466	PRJNA842739	Klebsiella pneumoniae		OXFORD_NANOPORE	MinION	380856552.0	109430.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Klebsiella isolate
SRR35628936	SRX30685098	SRS26704514	SRP627750	PRJNA1333901	Acinetobacter sp. KH_038	KH_038	OXFORD_NANOPORE	MinION	831936192.0	75617.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of cultivable bacteria collected in an iron ore mine and a crystal cave
SRR6702943	SRX3677122	SRS1256861	SRP068736	PRJNA292901	Citrobacter koseri	AR_0024	PACBIO_SMRT	PacBio RS II	1909901494.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Citrobacter koseri FDA-CDC-AR_0024 Genomic Library
ERR10676163	ERX10143927	ERS14333262	ERP143248	PRJEB58185	Campylobacter jejuni		OXFORD_NANOPORE	MinION	310950458.0	516529.0	WGS	GENOMIC	PAIRED	MinION paired end sequencing
SRR16947409	SRX13139299	SRS11025990	SRP345358	PRJNA779076	Conchiformibius steedae	DSM 2580	OXFORD_NANOPORE	MinION	23319879528.0	9649686.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Conchiformibius steedae DSM 2580
SRR34973450	SRX30092360	SRS26157472	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_774	OXFORD_NANOPORE	PromethION	500002526.0	80359.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
ERR8007871	ERX7573540	ERS9899438	ERP131998	PRJEB47698	Metamycoplasma hominis		OXFORD_NANOPORE	MinION	48888532.0	32309.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR8144666	SRX4964544	SRS3452114	SRP143617	PRJNA453501	Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	M1A.F.Ca.IN.022.06.1.1	PACBIO_SMRT	PacBio RS II	3490778103.0	163482.0	WGS	GENOMIC	SINGLE	hyd-7_S19
ERR13328970	ERX12699935	ERS20388558	ERP160519	PRJEB75963	Sinorhizobium medicae		PACBIO_SMRT	PacBio RS II	303345686.0	20561.0	WGS	GENOMIC	SINGLE	Raw reads: CIRCLES_WGS4_RUN1
ERR10676318	ERX10144082	ERS14333417	ERP143248	PRJEB58185	Campylobacter coli		OXFORD_NANOPORE	MinION	173934656.0	288928.0	WGS	GENOMIC	PAIRED	MinION paired end sequencing
ERR15602653	ERX15005877	ERS26882921	ERP180185	PRJEB97707	Escherichia coli		OXFORD_NANOPORE	MinION	622634590.0	75014.0	WGS	GENOMIC	SINGLE	MinION sequencing
ERR15373233	ERX14776918	ERS23666382	ERP169391	PRJEB86018	Haemophilus influenzae		PACBIO_SMRT	Sequel II	392540932.0	37474.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR28434579	SRX24038395	SRS20831666	SRP497546	PRJNA1091452	Klebsiella pneumoniae	KP10-PS	OXFORD_NANOPORE	MinION	334300710.0	281547.0	WGS	GENOMIC	SINGLE	ONT performance study sequencing of K. pneumoniae
ERR16145642	ERX15535200	ERS28552371	ERP187172	PRJEB106067	Pseudomonas yamanorum		OXFORD_NANOPORE	GridION	624933483.0	37640.0	WGS	GENOMIC	SINGLE	Raw reads: Pseudomonas yamanorum PAMC25886
DRR538151	DRX521970	DRS397785	DRP011824	PRJDB17661	Bacteroides ovatus	i17-0019-1i7	PACBIO_SMRT	Sequel	822922756.0	42122.0	WGS	GENOMIC	SINGLE	Sequel single end sequencing of  SAMD00759001
ERR16064463	ERX15454645	ERS28397598	ERP173262	PRJEB90249	Enterococcus faecium		OXFORD_NANOPORE	GridION	878594845.0	276798.0	WGS	GENOMIC	SINGLE	GridION sequencing
DRR184148	DRX174629	DRS101740	DRP005250	PRJDB8529	Vibrio rotiferianus	AM7	OXFORD_NANOPORE	GridION	956964186.0	148921.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00178443
