srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR23347712	SRX19289321	SRS16690584	SRP421131	PRJNA931653	Escherichia coli K-12	K-12	OXFORD_NANOPORE	GridION	19876762.0	4000.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Ciprofloxacin challenged E. coli
SRR13416475	SRX9833097	SRS8015473	SRP301418	PRJNA691520	Corynebacterium glutamicum	GluA-T7	OXFORD_NANOPORE	GridION	523990514.0	96781.0	WGS	GENOMIC	SINGLE	DNAseq of GluA-T7, replicate 3, ONT-library
SRR10439326	SRX7135076	SRS5643995	SRP229716	PRJNA573554	Cutibacterium acnes	ATCC 6919	OXFORD_NANOPORE	MinION	2321645494.0	642757.0	WGS	GENOMIC	SINGLE	Genome Scaffold raw seqs
SRR24510772	SRX20295237	SRS17621274	SRP437147	PRJNA957398	Brevundimonas vesicularis	SORGH_AS_0431	PACBIO_SMRT	Sequel IIe	218518797.0	30958.0	WGS	GENOMIC	SINGLE	Brevundimonas vesicularis SORGH_AS 431
SRR386773	SRX109843	SRS004883	SRP001079	PRJNA40077	Cereibacter sphaeroides 2.4.1	2.4.1	PACBIO_SMRT	PacBio RS	278302866.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR32364680	SRX27699466	SRS21122738	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	398097884.0	20612.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AS26830E1 for ARCH 1.0
ERR10664118	ERX10133302	ERS2786029	ERP104475	PRJEB22771	Streptococcus pneumoniae		PACBIO_SMRT	Sequel II	1586523616.0	244202.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR30426465	SRX25851945	SRS22409088	SRP527534	PRJNA1143470	Tardiphaga sp. 804_B3_N1_9	804_B3_N1_9	OXFORD_NANOPORE	PromethION	1673833086.0	479744.0	WGS	GENOMIC	SINGLE	Tardiphaga sp. 804_B3_N1_9 nanopore genome sequencing (files compressed once)
DRR416268	DRX401835	DRS296650	DRP009888	PRJDB14712	Klebsiella planticola	12CC3	OXFORD_NANOPORE	GridION	257397275.0	119622.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00553992
SRR5165448	SRX2482417	SRS1913862	SRP096424	PRJNA257884	Azospirillum oryzae	A2P	PACBIO_SMRT	PacBio RS	90496519.0	55155.0	WGS	GENOMIC	SINGLE	Azospirillum oryzae A2P
SRR33640257	SRX28867927	SRS25093794	SRP586284	PRJNA1178460	Klebsiella pneumoniae	KP102211300646	OXFORD_NANOPORE	MinION	80328771.0	24254.0	WGS	GENOMIC	SINGLE	Nanopore sequencing K. pneumoniae
SRR34500425	SRX29644361	SRS1278965	SRP069749	PRJNA310138	Rhizobium leguminosarum	KDH_Rht_837_C	PACBIO_SMRT	Revio	406773361.0	41595.0	WGS	GENOMIC	SINGLE	Rhizobium leguminosarum long reads
SRR32982199	SRX28249057	SRS24596959	SRP576519	PRJNA1208068	Erwinia sp. LJJL01		OXFORD_NANOPORE	GridION	464063254.0	145853.0	WGS	GENOMIC	SINGLE	WGS of Erwinia renovo LJJL01
SRR9849528	SRX6604185	SRS5169165	SRP216572	PRJNA556977	Bordetella pertussis	NZ14	OXFORD_NANOPORE	MinION	404359749.0	76296.0	WGS	GENOMIC	SINGLE	ONT sequencing of Bordetella pertussis NZ14
DRR457483	DRX441780	DRS418896	DRP012097	PRJDB15501	Staphylococcus aureus	34044-19-S017	OXFORD_NANOPORE	GridION	420418011.0	47085.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00591243
SRR10828864	SRX7502234	SRS5943602	SRP239488	PRJNA598947	Vibrio cholerae O1 biovar El Tor	C6709	PACBIO_SMRT	PacBio RS II	4321251880.0	163482.0	WGS	GENOMIC	SINGLE	WGS of C6709-BlokeschLab
ERR15195719	ERX14601375	ERS25144157	ERP160948	PRJEB76420	Klebsiella oxytoca		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	MinION sequencing
SRR19843422	SRX15886966	SRS12114925	SRP361569	PRJNA768416	Solibacillus sp. FSL K6-1523	FSL K6-1523	OXFORD_NANOPORE	MinION	896288793.0	209256.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
SRR27911614	SRX23571306	SRS14341858	SRP306286	PRJNA700828	Priestia megaterium	B1	PACBIO_SMRT	Sequel II	3546175432.0	812984.0	WGS	GENOMIC	SINGLE	PacBio sequencing raw reads of P. megaterium B1
ERR14711262	ERX14112689	ERS23791260	ERP170064	PRJEB86764	Citrobacter freundii		OXFORD_NANOPORE	MinION	588603582.0	226191.0	WGS	GENOMIC	SINGLE	EXP-0-1-2025-03-10_14-19-38
SRR12681513	SRX9161667	SRS7400571	SRP284181	PRJNA653054	Nonomuraea africana	DSM 43748	PACBIO_SMRT	PacBio RS II	9133856723.0	2497385.0	WGS	GENOMIC	SINGLE	Nonomuraea africana DSM 43748
SRR14354752	SRX10708598	SRS8798329	SRP316834	PRJNA725364	Candidatus Pantoea haifensis		OXFORD_NANOPORE	MinION	374407751.0	199000.0	WGS	GENOMIC	SINGLE	Genome Sequencing of Pantoea sp. EnvH
SRR1980028	SRX997815	SRS401892	SRP057274	PRJNA281410	Escherichia coli O104:H4 str. C227-11	C227-11	PACBIO_SMRT	PacBio RS II	1810163118.0	163482.0	WGS	GENOMIC	SINGLE	Escherichia coli O104:H4 str. C227-11; 250 bp library (native DNA)
SRR6792524	SRX3751701	SRS3007909	SRP133666	PRJNA427209	Pseudomonas baetica	a390	OXFORD_NANOPORE	MinION	62783021.0	7965.0	WGS	GENOMIC	SINGLE	Genome sequencing of P. baetica a390
SRR18681691	SRX14782806	SRS12539579	SRP368114	PRJNA824420	Escherichia coli	GD02933_ECOL_HY_50	OXFORD_NANOPORE	MinION	307010159.0	35037.0	WGS	GENOMIC	SINGLE	Long-read sequencing of Escherichia coli: isolate #50 blood
SRR34795071	SRX29928118	SRS26026053	SRP605455	PRJNA1299340	Escherichia coli	DA81529	OXFORD_NANOPORE	MinION	858611580.0	104187.0	WGS	GENOMIC	SINGLE	DA81279 240 gen without TZP  Nanopore reads I-SceI digested pDNA
DRR244090	DRX233887	DRS128563	DRP006529	PRJDB10522	Pseudomonas aeruginosa	NCGM3449	OXFORD_NANOPORE	MinION	371431209.0	32737.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00193242
SRR36093072	SRX31138646	SRS27124420	SRP151512	PRJNA478278	Salmonella enterica	R25.1297	OXFORD_NANOPORE	MinION	440718888.0	80440.0	WGS	GENOMIC	SINGLE	WGS of Salmonella enterica
SRR13380373	SRX9803197	SRS7987485	SRP300808	PRJNA649533	Salmonella enterica		OXFORD_NANOPORE	GridION	1817066866.0	247461.0	WGS	GENOMIC	SINGLE	ISF salmonella
SRR364947	SRX032454	SRS140103	SRP004712	PRJNA61297	Vibrio cholerae O1 biovar El Tor str. N16961	N16961	PACBIO_SMRT	PacBio RS	37664364.0	60667.0	WGS	GENOMIC	SINGLE	Sequencing for N5 (Bangladesh, 1971)
SRR17234894	SRX13414000	SRS11315939	SRP350834	PRJNA719670	Mycobacterium tuberculosis	02-R1896	PACBIO_SMRT	PacBio RS II	1217288716.0	201202.0	WGS	GENOMIC	SINGLE	PacBio WGS of clinical M. tuberculosis isolates
SRR15059242	SRX11369535	SRS9415649	SRP301647	PRJNA691969	Pseudomonas aeruginosa PAO1	PAO1	OXFORD_NANOPORE	PromethION	1962975814.0	128693.0	WGS	GENOMIC	SINGLE	WGS of PAO1
ERR9939437	ERX9482836	ERS12345047	ERP138720	PRJEB53905	Haemophilus influenzae	HUB-P08-HI17	OXFORD_NANOPORE	MinION	637264984.0	157277.0	WGS	GENOMIC	SINGLE	MinION sequencing
ERR10676241	ERX10144005	ERS14333340	ERP143248	PRJEB58185	Campylobacter jejuni		OXFORD_NANOPORE	MinION	194476100.0	323050.0	WGS	GENOMIC	PAIRED	MinION paired end sequencing
ERR4763176	ERX4636229	ERS5247922	ERP124695	PRJEB40976	Enterococcus faecalis		OXFORD_NANOPORE	GridION	771549875.0	35444.0	WGS	GENOMIC	SINGLE	GridION sequencing; Raw reads: 28157_4#281
SRR35985016	SRX31034306	SRS27024291	SRP643425	PRJNA1340541	Bradyrhizobium diazoefficiens	USDA 498	PACBIO_SMRT	Sequel IIe	968930583.0	93202.0	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 498
ERR3280994	ERX3307803	ERS3369499	ERP114808	PRJEB32162	Mycobacterium riyadhense		PACBIO_SMRT	PacBio RS II	237707027.0	46271.0	WGS	GENOMIC	SINGLE	PacBio RS II sequencing
ERR1543210	ERX1613975	ERS1123926	ERP005928	PRJEB6403	Neisseria flavescens	NCTC8263	PACBIO_SMRT	PacBio RS	1135220890.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR11053617	SRX7703525	SRS6127601	SRP247986	PRJNA485809	Clostridium beijerinckii	DJ175	PACBIO_SMRT	Sequel	2287116243.0	625959.0	WGS	GENOMIC	SINGLE	Clostridium beijerinckii DJ175
SRR24510560	SRX20295025	SRS17621058	SRP437139	PRJNA957396	Mucilaginibacter terrae	SORGH_AS_0422	PACBIO_SMRT	Sequel IIe	949701762.0	103858.0	WGS	GENOMIC	SINGLE	Mucilaginibacter terrae SORGH_AS 422
SRR33300153	SRX28545175	SRS24844327	SRP581013	PRJNA1255117	Staphylococcus aureus	Staphylococcus	OXFORD_NANOPORE	GridION	1036298388.0	244217.0	WGS	GENOMIC	SINGLE	WGS of S. aureus sample 35
SRR11048209	SRX7698229	SRS6122726	SRP247771	PRJNA347155	Actinoalloteichus hymeniacidonis	DSM 45092	PACBIO_SMRT	Sequel	226804610.0	68270.0	WGS	GENOMIC	SINGLE	Actinoalloteichus hymeniacidonis DSM 45092
SRR36035989	SRX31085124	SRS27072668	SRP644837	PRJNA1364846	Campylobacter coli	GPT20-006	OXFORD_NANOPORE	GridION	83782111.0	21932.0	WGS	GENOMIC	SINGLE	Campylobacter coli, DBT kit, 24-plex and 100 ng DNA, replicate 6
DRR718852	DRX698873	DRS648415	DRP016988	PRJDB20385	Escherichia coli	21AH126	OXFORD_NANOPORE	MinION	562309226.0	76336.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD01608465
SRR16954704	SRX13146304	SRS11078735	SRP346308	PRJNA780771	Streptomyces coelicolor A3(2)	M145	PACBIO_SMRT	Sequel	868198210.0	262308.0	WGS	GENOMIC	SINGLE	WGS of S. coelicolor: T5 W3
SRR18191613	SRX14338137	SRS12152185	SRP362168	PRJNA808207	Escherichia coli	07HMPA903	OXFORD_NANOPORE	MinION	1031008569.0	106891.0	WGS	GENOMIC	SINGLE	MinION whole genome sequencing of STEC from ruminants
SRR30934746	SRX26337563	SRS22863377	SRP537571	PRJNA1168290	Paenibacillus sp. TAB_01	TAB_01	OXFORD_NANOPORE	MinION	1442873.0	179.0	WGS	GENOMIC	SINGLE	Paenibacillus sp. TAB 01 from cotton plant tissue
SRR12395376	SRX8893521	SRS7152543	SRP276100	PRJNA650381	Mycobacterium tuberculosis		OXFORD_NANOPORE	MinION	358358956.0	236961.0	WGS	GENOMIC	SINGLE	Nanopore TB WGS
ERR10452919	ERX9976374	ERS6793985	ERP109413	PRJEB27342	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	286644568.0	48699.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
ERR12078764	ERX11461131	ERS16427356	ERP151427	PRJEB66362	Mycobacterium tuberculosis		PACBIO_SMRT	Sequel II	2571119155.0	945233.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR36722079	SRX31726414	SRS27695050	SRP660603	PRJNA1398820	Escherichia coli BL21(DE3)	BL21 (DE3)	OXFORD_NANOPORE	MinION	626596451.0	133494.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of phage-resistant E. coli BL21(DE3)
SRR31541025	SRX26907899	SRS23387358	SRP548173	PRJNA1190675	Escherichia coli	The same strain as the one under SRA accession SRR7407939	OXFORD_NANOPORE	MinION	801031436.0	134582.0	WGS	GENOMIC	SINGLE	ONT of TAS156
SRR23384605	SRX19323056	SRS16721138	SRP421698	PRJNA924056	Klebsiella pneumoniae	CPO221	OXFORD_NANOPORE	MinION	947431227.0	71937.0	WGS	GENOMIC	SINGLE	WGS of bacterial isolate possessing blaIMP-4 carbapenemase
SRR31647020	SRX27010221	SRS23474571	SRP550213	PRJNA1193534	Staphylococcus aureus	p31928	OXFORD_NANOPORE	GridION	3531323.0	1778.0	WGS	GENOMIC	SINGLE	Genomic Analysis of Plasmids in Animal-Associated Staphylococcus aureus
ERR13863736	ERX13266495	ERS21338641	ERP165332	PRJEB81499	Klebsiella pneumoniae		OXFORD_NANOPORE	GridION	1113303549.0	534145.0	WGS	GENOMIC	SINGLE	GridION sequencing
DRR723588	DRX703609	DRS495733	DRP013760	PRJDB20694	Prevotella denticola	JCM 13449	PACBIO_SMRT	Revio	107121336.0	9662.0	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD01611115
SRR23725193	SRX19585801	SRS16968677	SRP426074	PRJNA941188	Bacillus altitudinis	PRO107	OXFORD_NANOPORE	MinION	348708070.0	44732.0	WGS	GENOMIC	SINGLE	WGS of Bacillus altitudinis: cell culture
SRR35898322	SRX30947607	SRS26266535	SRP074197	PRJNA288601	Klebsiella pneumoniae	2025CK-00933	OXFORD_NANOPORE	GridION	1543912858.0	143878.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of ARLN isolate
