srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR26624653	SRX22325268	SRS19347230	SRP469384	PRJNA1034027	Klebsiella pneumoniae	18Y001710	OXFORD_NANOPORE	MinION	526794600.0	167690.0	WGS	GENOMIC	SINGLE	Nanopore of CAUTI Species: NUH
SRR16525785	SRX12728214	SRS10336789	SRP357537	PRJNA801416	Enterobacter cloacae	719	OXFORD_NANOPORE	GridION	925378280.0	152947.0	WGS	GENOMIC	SINGLE	Extensive diversification and dissemination of blaNDM carbapenemase plasmids in Enterobacterales in Singapore 2010-2015
SRR30149284	SRX25617349	SRS21937387	SRP518730	PRJNA1133668	Klebsiella pneumoniae	ST258KP117	OXFORD_NANOPORE	MinION	370203549.0	44020.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of clinical CRE isolates: human
SRR5182167	SRX2498274	SRS1925127	SRP096895	PRJNA353873	Mycobacterium tuberculosis		PACBIO_SMRT	PacBio RS	164010824.0	163482.0	WGS	GENOMIC	SINGLE	DNA of Mtb
SRR25466900	SRX21199520	SRS18458348	SRP452337	PRJNA1000618	Escherichia coli	Escherichia coli BL21(DE3)	OXFORD_NANOPORE	MinION	6412209.0	3999.0	WGS	GENOMIC	SINGLE	CASTVK transposition with different condition
SRR13950274	SRX10329042	SRS5598754	SRP310366	PRJNA695105	Bacillus anthracis	3016	OXFORD_NANOPORE	GridION	170350159.0	18302.0	WGS	GENOMIC	SINGLE	Whole genome nanopore sequencing of Bacillus anthracis strain 3016
SRR18681710	SRX14782787	SRS12539498	SRP368114	PRJNA824420	Escherichia coli	GD02889_ECOL_HY_4	OXFORD_NANOPORE	MinION	252035685.0	32776.0	WGS	GENOMIC	SINGLE	Long-read sequencing of Escherichia coli: isolate #4 urine
SRR21131480	SRX17143850	SRS14716486	SRP392938	PRJNA672949	Xylella fastidiosa subsp. sandyi	OC8	OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Oxford Nanopore native genomic DNA of Xylella fastidiosa strain OC8
SRR31048492	SRX26433006	SRS22950141	SRP539631	PRJNA1175025	Elizabethkingia anophelis	Eli2	OXFORD_NANOPORE	MinION	125153861.0	9406.0	WGS	GENOMIC	SINGLE	WGS of Elizabethkingia anophelis: Eli2
SRR8362624	SRX5173130	SRS1606449	SRP018785	PRJNA186035	Salmonella enterica subsp. diarizonae serovar 60:r:e,n,x,z15	CFSAN044923	PACBIO_SMRT	Sequel	1631514608.0	212362.0	WGS	GENOMIC	SINGLE	Whole genome PacBio Sequel sequence of Salmonella enterica subsp. diarizonae serovar IIIb 60:r:e,n,x,z15
SRR30084996	SRX25558458	SRS22210639	SRP523630	PRJNA1142680	Klebsiella variicola	kv240612_barcode19	OXFORD_NANOPORE	MinION	510710094.0	48767.0	WGS	GENOMIC	SINGLE	Klebsiella variicola strain kv240612_barcode19
SRR23384783	SRX19322879	SRS16721000	SRP421698	PRJNA924056	Klebsiella pneumoniae	CPO554	OXFORD_NANOPORE	MinION	575920936.0	27301.0	WGS	GENOMIC	SINGLE	WGS of bacterial isolate possessing blaIMP-4 carbapenemase
DRR472237	DRX456466	DRS239057	DRP008516	PRJDB12179	Streptococcus dysgalactiae subsp. equisimilis	KUSD029	OXFORD_NANOPORE	MinION	616425939.0	143372.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00466529
ERR11041214	ERX10488026	ERS14796195	ERP145810	PRJEB60752	Escherichia coli		OXFORD_NANOPORE	MinION	1104743647.0	124459.0	WGS	GENOMIC	SINGLE	Raw reads: JPI100_S25_[Oxford_Nanopore]
SRR23384665	SRX19322996	SRS16721069	SRP421698	PRJNA924056	Escherichia coli	CPO046	OXFORD_NANOPORE	MinION	426262364.0	34871.0	WGS	GENOMIC	SINGLE	WGS of bacterial isolate possessing blaIMP-4 carbapenemase
SRR27748426	SRX23413668	SRS20268926	SRP486241	PRJNA1070055	Geobacter argillaceus	bacteria	PACBIO_SMRT	PacBio RS	77517731.0	53634.0	WGS	GENOMIC	SINGLE	II-1d-2.fq
ERR13326590	ERX12697618	ERS20295535	ERP161282	PRJEB76791	Salmonella enterica subsp. enterica serovar Agona		OXFORD_NANOPORE	MinION	215595131.0	46550.0	WGS	GENOMIC	SINGLE	MinION sequencing
SRR3756898	SRX1905997	SRS1546760	SRP078116	PRJNA239123	Streptococcus equinus	AG46	PACBIO_SMRT	PacBio RS	15613.0	26.0	WGS	GENOMIC	SINGLE	Streptococcus bovis AG46
SRR36035994	SRX31085119	SRS27072670	SRP644837	PRJNA1364846	Staphylococcus hominis	SHOMINIS	OXFORD_NANOPORE	GridION	247458214.0	54890.0	WGS	GENOMIC	SINGLE	Staphylococcus faecalis, DBT kit, 24-plex and 100 ng DNA, replicate 4
SRR32649597	SRX27954006	SRS24319913	SRP569572	PRJNA1234539	Pseudomonas thivervalensis	35c15	PACBIO_SMRT	Sequel II	143434580.0	11620.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Strain 35c15
DRR708776	DRX688797	DRS490386	DRP013635	PRJDB35415	Neobacillus sp. Fa239	Fa239	PACBIO_SMRT	Revio	247788607.0	46623.0	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD01574884
