srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR31303477	SRX26681594	SRS23174450	SRP544363	PRJNA1133929	Bordetella pertussis	YW23	PACBIO_SMRT	Sequel IIe	3452954305.0	247527.0	WGS	GENOMIC	PAIRED	Genome sequencing for Bordetella pertussis
SRR10160914	SRX6886307	SRS5419542	SRP222906	PRJNA573516	Streptococcus pneumoniae	S5	OXFORD_NANOPORE	MinION	52282131.0	23536.0	WGS	GENOMIC	SINGLE	MinION sequencing of Streptococcus  pneumoniae
SRR19165823	SRX15231939	SRS12965163	SRP374671	PRJNA836696	Enterobacter hormaechei	MB4528 Variant	OXFORD_NANOPORE	GridION	515304704.0	55616.0	WGS	GENOMIC	SINGLE	ONT long-read sequencing of carbapenem non-susceptible Enterobacterales
SRR19843370	SRX15887018	SRS12114944	SRP361569	PRJNA768416	Paenibacillus sp. FSL H7-0442	FSL H7-0442	OXFORD_NANOPORE	MinION	717322085.0	104661.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
SRR10541585	SRX7224983	SRS5725799	SRP233408	PRJNA370030	Clostridium beijerinckii	DJ089	PACBIO_SMRT	PacBio RS II	465720476.0	162650.0	WGS	GENOMIC	SINGLE	Clostridium beijerinckii DJ089
SRR19634243	SRX15684533	SRS13381612	SRP379817	PRJNA848631	Escherichia coli		OXFORD_NANOPORE	GridION	1188630567.0	137653.0	WGS	GENOMIC	SINGLE	Long read sequencing of E. coli that has been experimentally evolved with a CTX-M-15 plasmid
SRR12247727	SRX8755440	SRS6976306	SRP266402	PRJNA605147	Escherichia coli	RHB30-SO-C02	OXFORD_NANOPORE	GridION	857888385.0	176308.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequencing of Escherichia coli isolate RH02|T3-SOC02 cultured from pig farm soil sample
SRR34973768	SRX30093075	SRS26157960	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_973	OXFORD_NANOPORE	PromethION	500001429.0	50544.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR30896222	SRX26299799	SRS22828521	SRP536878	PRJNA1134622	Escherichia coli	OXEC-174	OXFORD_NANOPORE	MinION	342563623.0	104176.0	WGS	GENOMIC	SINGLE	OXEC-174
SRR34410505	SRX29574053	SRS25698311	SRP598841	PRJNA1287288	Escherichia coli	AH19I065	OXFORD_NANOPORE	MinION	266886505.0	71722.0	WGS	GENOMIC	SINGLE	R10.4.1 WGS of bacterial isolate for accuracy benchmarking
ERR16001959	ERX15397193	ERS28312876	ERP185857	PRJEB104599	Staphylococcus aureus		OXFORD_NANOPORE	MinION	1173828760.0	793831.0	WGS	GENOMIC	SINGLE	Raw reads: Staphylococcus aureus LFMFP strain 239
SRR35973835	SRX31023125	SRS27014148	SRP642356	PRJNA1343668	Bradyrhizobium ottawaense	USDA 408	PACBIO_SMRT	Sequel IIe	745986382.0	75851.0	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 408
SRR35895923	SRX30945210	SRS26941196	SRP637500	PRJNA1354391	Streptococcus pneumoniae		OXFORD_NANOPORE	PromethION	2496904198.0	1118350.0	WGS	GENOMIC	SINGLE	WGS of Streptococcus pneumoniae
SRR23111340	SRX19062648	SRS16478329	SRP418147	PRJNA883563	Crossiella sp. CA-258035	CA-258035	OXFORD_NANOPORE	MinION	1701689422.0	344480.0	WGS	GENOMIC	SINGLE	WGS of Crossiella sp.: isolated of soil sample
SRR26195176	SRX21906577	SRS18992470	SRP376168	PRJNA839731	Escherichia coli	MS1266	OXFORD_NANOPORE	GridION	1499940460.0	194007.0	WGS	GENOMIC	SINGLE	Nanopore reads for E. coli strain MS1266
SRR32204192	SRX27545619	SRS23960614	SRP561120	PRJNA1214876	Ekhidna algicida	To15	OXFORD_NANOPORE	MinION	33229634.0	4000.0	WGS	GENOMIC	SINGLE	Ekhidna algicida strain To15 genome
SRR16578365	SRX12779864	SRS10725002	SRP343032	PRJNA772095	Propionibacterium freudenreichii	TL29	PACBIO_SMRT	PacBio RS II	127989879.0	163482.0	WGS	GENOMIC	SINGLE	SMRT_TL29
ERR13354878	ERX12725810	ERS20228280	ERP160933	PRJEB76407	Mediterraneibacter gnavus		PACBIO_SMRT	Sequel IIe	521651818.0	81160.0	WGS	GENOMIC	SINGLE	Sequel IIe sequencing
ERR13600620	ERX12971643	ERS15599884	ERP132614	PRJEB48268	Klebsiella pneumoniae		OXFORD_NANOPORE	GridION	401723635.0	16883.0	WGS	GENOMIC	SINGLE	GridION sequencing
ERR10676369	ERX10144133	ERS14333468	ERP143248	PRJEB58185	Campylobacter coli		OXFORD_NANOPORE	MinION	140283206.0	272952.0	WGS	GENOMIC	PAIRED	MinION paired end sequencing
SRR3546770	SRX1775696	SRS1446903	SRP075433	PRJNA82183	Acetivibrio thermocellus AD2	AD2	PACBIO_SMRT	PacBio RS II	823540557.0	163482.0	WGS	GENOMIC	SINGLE	Clostridium thermocellum AD2 PacBio Sequencing
DRR621828	DRX602170	DRS427507	DRP012305	PRJDB19627	Campylobacter sp. GTC17093	GTC17093	OXFORD_NANOPORE	GridION	1243670949.0	170285.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00847949
SRR28740709	SRX24306658	SRS21069432	SRP502714	PRJNA1090129	Staphylococcus aureus	sa220817_barcode54	OXFORD_NANOPORE	MinION	237669495.0	93757.0	WGS	GENOMIC	SINGLE	Staphylococcus aureus strain sa220817_barcode54
SRR11780528	SRX8333079	SRS6652482	SRP261332	PRJNA629516	Longimicrobium terrae	CB-286315	PACBIO_SMRT	PacBio RS II	2939837393.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RSII sequencing of SAMN14777635
ERR15602707	ERX15005931	ERS26882975	ERP180185	PRJEB97707	Escherichia coli		OXFORD_NANOPORE	MinION	374794423.0	46460.0	WGS	GENOMIC	SINGLE	MinION sequencing
ERR14734620	ERX14135992	ERS23810521	ERP170065	PRJEB86767	Enterobacter hormaechei		OXFORD_NANOPORE	MinION	976355526.0	199527.0	WGS	GENOMIC	SINGLE	EXP-6-1-2025-03-14_10-52-10
SRR19776541	SRX15820955	SRS12273994	SRP364249	PRJNA816422	Helicobacter pylori	Hpfe071	OXFORD_NANOPORE	MinION	93201369.0	14864.0	WGS	GENOMIC	SINGLE	nanopore sequencing of h. pylori genomic DNA
SRR26316618	SRX22024897	SRS1589760	SRP058582	PRJNA203400	Escherichia coli	MOD1-EC6837	OXFORD_NANOPORE	GridION	301574314.0	120000.0	WGS	GENOMIC	SINGLE	Identification of Thirty-two New O antigen Gene Clusters in Escherichia coli
SRR32528052	SRX27839476	SRS24213934	SRP567071	PRJNA1230128	Salmonella enterica subsp. enterica serovar Anatum	22EPA055NSA_20	OXFORD_NANOPORE	MinION	219571613.0	59887.0	WGS	GENOMIC	SINGLE	nanopore sequence of Salmonella enterica
ERR13600801	ERX12971824	ERS5521057	ERP126193	PRJEB42350	Klebsiella pneumoniae		OXFORD_NANOPORE	GridION	342035938.0	11047.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR22890848	SRX18848650	SRS16280018	SRP414793	PRJNA871981	plant metagenome		PACBIO_SMRT	Sequel	21887407.0	14232.0	WGS	GENOMIC	SINGLE	Microbial diversity of alfalfa
SRR25446751	SRX21179980	SRS18440550	SRP278968	PRJNA659624	Mycobacterium tuberculosis	Mycobacterium	OXFORD_NANOPORE	MinION	59529681.0	23782.0	WGS	GENOMIC	SINGLE	ONT-WGS of Mycobacterium tuberculosis:  post-mortem male Liver
