srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR2935097	ERX2937902	ERS1972733	ERP104475	PRJEB22771	Streptococcus pneumoniae		PACBIO_SMRT	PacBio RS	1910136530.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR12298419	SRX8801648	SRS6792804	SRP266402	PRJNA605147	Klebsiella pneumoniae	RHBSTW-00113	PACBIO_SMRT	PacBio RS II	1337054374.0	163441.0	WGS	GENOMIC	SINGLE	PACBIO_SMRT sequencing of Klebsiella pneumoniae isolate WTP5|T1-00113 cultured from WTP downstream sample
SRR31599024	SRX26964060	SRS23433770	SRP549287	PRJNA1185485	Escherichia coli	79	OXFORD_NANOPORE	PromethION	1852622931.0	331896.0	WGS	GENOMIC	SINGLE	2ndManhole-barcode86
ERR10791248	ERX10240558	ERS2652613	ERP104475	PRJEB22771	Streptococcus pneumoniae		PACBIO_SMRT	Sequel II	2265110460.0	335687.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR10523784	SRX7208274	SRS5709771	SRP231881	PRJNA556438	Shigella sonnei	AUSMDU00010534	OXFORD_NANOPORE	GridION	1332646589.0	244310.0	WGS	GENOMIC	SINGLE	WGS of AUSMDU00010534: Illumina
SRR31583318	SRX26948936	SRS23420397	SRP548954	PRJNA1193326	Campylobacter jejuni		OXFORD_NANOPORE	MinION	44330554.0	48827.0	WGS	GENOMIC	SINGLE	Long-read Nanopore-based WGS characterization of antimicrobial resistant Campylobacter jejuni and Campylobacter coli isolates from humans, animals and food products in Northern Spain within a One Health approach
ERR15732302	ERX15137441	ERS27093508	ERP182414	PRJEB100987	Xanthomonas oryzae pv. oryzae	CIX4114	OXFORD_NANOPORE	MinION	1139833172.0	73142.0	WGS	GENOMIC	SINGLE	OXFORD_NANOPORE MinION sequencing; CIX4114 WGS GENOMIC
SRR13289812	SRX9718934	SRS7252999	SRP278657	PRJNA658369	Klebsiella pneumoniae	ARLG-4871	OXFORD_NANOPORE	GridION	1985902631.0	281517.0	WGS	GENOMIC	SINGLE	ONT seq of K. pneumoniae
SRR26465451	SRX22169506	SRS19227357	SRP467862	PRJNA1000275	Streptococcus pneumoniae	2018C08-270	OXFORD_NANOPORE	MinION	102113380.0	38744.0	WGS	GENOMIC	SINGLE	VP62
SRR10673201	SRX7350621	SRS5810155	SRP237246	PRJNA595047	Klebsiella pneumoniae	KA11	PACBIO_SMRT	Sequel	1129125620.0	125456.0	WGS	GENOMIC	SINGLE	DNA-seq of Klebsiella pneumoniae with mcr-3.11and pmexAB
SRR11252608	SRX7862698	SRS6271497	SRP251885	PRJNA605433	Salmonella enterica subsp. enterica serovar Typhimurium	OLF_FSR1_WB_Finch_ST-13	OXFORD_NANOPORE	MinION	485016719.0	14740.0	WGS	GENOMIC	SINGLE	WB_Finch_ST-13
ERR2503143	ERX2522386	ERS1943193	ERP005928	PRJEB6403	Escherichia coli	NCTC13919	PACBIO_SMRT	PacBio RS	777878318.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR9722965	SRX6480529	SRS5110536	SRP215169	PRJNA555108	Salmonella enterica subsp. enterica serovar Typhimurium		OXFORD_NANOPORE	MinION	339625256.0	77039.0	WGS	GENOMIC	SINGLE	Long read sequencing of an endemic MLVA type from NSW Australia
SRR12937427	SRX9401118	SRS7618601	SRP040661	PRJNA231221	Corynebacterium ulcerans	FDAARGOS_1118	PACBIO_SMRT	PacBio RS	1260249232.0	163482.0	WGS	GENOMIC	SINGLE	
SRR31486903	SRX26855048	SRS12151463	SRP074197	PRJNA288601	Klebsiella quasipneumoniae	2020HL-01134	OXFORD_NANOPORE	MinION	517327129.0	63473.0	WGS	GENOMIC	SINGLE	Long read sequencing of carbapenemase producing organisms
ERR6536181	ERX6163004	ERS4272349	ERP003278	PRJEB4024	Neisseria gonorrhoeae		PACBIO_SMRT	Sequel II	638824320.0	144218.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
ERR10488940	ERX10008251	ERS14235841	ERP142385	PRJEB57405	Streptococcus pneumoniae		OXFORD_NANOPORE	MinION	225023916.0	49012.0	WGS	GENOMIC	SINGLE	MinION sequencing
ERR2858550	ERX2864809	ERS2859126	ERP111618	PRJEB29322	Staphylococcus aureus	BPH2019	PACBIO_SMRT	PacBio RS	1809492727.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR26192525	SRX21904060	SRS18990203	SRP463422	PRJNA1021557	Gordonia malaquae	A448	OXFORD_NANOPORE	GridION	745332752.0	41743.0	WGS	GENOMIC	SINGLE	WGS of Gordonia malaquae
SRR35556684	SRX30631376	SRS19727594	SRP150360	PRJNA475751	Clostridioides difficile	CD08839	OXFORD_NANOPORE	MinION	28313232.0	27647.0	WGS	GENOMIC	SINGLE	WGS Sequencing of Clostridioides difficile
SRR27272443	SRX22950449	SRS19918171	SRP478714	PRJNA1052121	Corynebacterium mayonis	BD556	PACBIO_SMRT	Sequel II	2493771999.0	341487.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of novel pathogenic bacteria
SRR34986091	SRX30104879	SRS26168529	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_271	OXFORD_NANOPORE	MinION	593387342.0	79252.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR36095978	SRX31141476	SRS27128440	SRP291668	PRJNA675431	Klebsiella pneumoniae		OXFORD_NANOPORE	PromethION	368025072.0	103109.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae
SRR36095890	SRX31141422	SRS21867841	SRP291668	PRJNA675431	Klebsiella pneumoniae		OXFORD_NANOPORE	PromethION	795792221.0	259681.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae
SRR19820547	SRX15864374	SRS13526190	SRP361569	PRJNA768416	Bacillus sp. FSL E2-8895	FSL E2-8895	OXFORD_NANOPORE	MinION	875419618.0	218261.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
SRR8142457	SRX4963199	SRS4002935	SRP167366	PRJNA450095	Haemophilus influenzae PittGG	PittGG	PACBIO_SMRT	PacBio RS II	407510021.0	77687.0	WGS	GENOMIC	SINGLE	wgs of Haemophilus influenzae PittGG
SRR32364927	SRX27699219	SRS21122779	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	448910663.0	21978.0	WGS	GENOMIC	SINGLE	PacBio sequencing of AS27719E1 for ARCH 1.0
ERR1156406	ERX1229932	ERS836406	ERP005928	PRJEB6403	Escherichia coli	NCTC10089	PACBIO_SMRT	PacBio RS	2326288541.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR25242965	SRX20989238	SRS12559727	SRP369034	PRJNA695767	Agromyces cerinus	VKM Ac-1351	PACBIO_SMRT	Sequel IIe	155374674.0	39209.0	WGS	GENOMIC	SINGLE	Agromyces cerinus DSM 8596
SRR21415937	SRX17420551	SRS12115081	SRP361569	PRJNA768416	Peribacillus sp. FSL H8-0477	FSL H8-0477	OXFORD_NANOPORE	MinION	696200414.0	171800.0	WGS	GENOMIC	SINGLE	WGS of Bacilli
ERR10498430	ERX10015719	ERS14255503	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	71761618.0	13166.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30345_1#367
SRR29384792	SRX24898877	SRS21605134	SRP512887	PRJNA991498	Comamonas testosteroni		PACBIO_SMRT	Sequel II	2963995360.0	277382.0	WGS	GENOMIC	SINGLE	Long-read sequencing of Comamonas testosteroni, Isolate 1 of Microcosm 1 of condition CAtCtMlBa
SRR28837302	SRX24400022	SRS21155151	SRP504736	PRJNA1106063	Fusobacterium necrophorum subsp. necrophorum	FN38	OXFORD_NANOPORE	MinION	120436045.0	59110.0	WGS	GENOMIC	SINGLE	Genome sequencing of F. necrophorum strain FN38
SRR19552040	SRX15604026	SRS13304886	SRP378750	PRJNA846333	Shigella flexneri	S17BD00672	OXFORD_NANOPORE	MinION	666373638.0	533331.0	WGS	GENOMIC	SINGLE	MinION reads of Shigella S17BD00672*
SRR22784550	SRX18744328	SRS16179615	SRP413484	PRJNA912639	Escherichia coli	EC_E1F_3_E	OXFORD_NANOPORE	MinION	356399752.0	60299.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli
SRR27145181	SRX22826934	SRS19807646	SRP476599	PRJNA1050169	Citroniella saccharovorans	DSM 29873	OXFORD_NANOPORE	MinION	43038352.0	3836.0	WGS	GENOMIC	SINGLE	Nanopore MinION of C. saccharovorans
SRR11847360	SRX8397631	SRS6710467	SRP264729	PRJNA634929	Vibrio cyclitrophicus	VCy110701	PACBIO_SMRT	PacBio RS II	4871810540.0	163482.0	WGS	GENOMIC	SINGLE	VCy110701
DRR381768	DRX367652	DRS246944	DRP008791	PRJDB13729	Escherichia coli	CEC13004	OXFORD_NANOPORE	MinION	771636216.0	51699.0	WGS	GENOMIC	SINGLE	CEC13004_ONT
SRR13566558	SRX9964772	SRS8138331	SRP303540	PRJNA695307	Wolbachia endosymbiont of Aedes aegypti		OXFORD_NANOPORE	MinION	158823238.0	12901.0	WGS	GENOMIC	SINGLE	Sequencing of wMel Wolbachia in Aedes aegypti
SRR33366314	SRX28610258	SRS24878416	SRP500352	PRJNA1097666	Klebsiella pneumoniae	23AR0808	OXFORD_NANOPORE	GridION	202889742.0	20885.0	WGS	GENOMIC	SINGLE	Klebsiella pneumoniae strain 23AR0808
DRR572313	DRX555780	DRS426396	DRP012251	PRJDB17574	Escherichia coli	YK-IS1MA-L08-1_G08	OXFORD_NANOPORE	MinION	236.0	1.0	WGS	GENOMIC	SINGLE	nanopore-seq of SAMD00748213 L08-1_G8
SRR29418631	SRX24932025	SRS21636430	SRP514025	PRJNA1107577	[Clostridium] innocuum	AN406	OXFORD_NANOPORE	GridION	901437095.0	400000.0	WGS	GENOMIC	SINGLE	whole genome seq. of bacteria isolated from arctic ground squirrel gut contents
SRR29316887	SRX24833723	SRS21545554	SRP512379	PRJNA1121190	Vibrio cholerae	109Vc07	OXFORD_NANOPORE	PromethION	864934609.0	213611.0	WGS	GENOMIC	SINGLE	WGS of Vcholerae isolates
SRR4180969	SRX2142265	SRS1673939	SRP086946	PRJNA303680	Microterricola viridarii	DSM 21772	PACBIO_SMRT	PacBio RS	1198115016.0	352376.0	WGS	GENOMIC	SINGLE	Microterricola viridarii DSM 21772
SRR926387	SRX314714	SRS452294	SRP026277	PRJNA184142	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069	CFSAN002069	PACBIO_SMRT	PacBio RS	344573192.0	81741.0	WGS	GENOMIC	SINGLE	Whole genome shotgun sequencing of Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069 by Pacific Biosciences SMRT
