srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR26434612	SRX22139300	SRS19200161	SRP467260	PRJNA1029794	Bacillus licheniformis		OXFORD_NANOPORE	MinION	204371859.0	30925.0	WGS	GENOMIC	SINGLE	WGS of Bacillus licheniformis: environment
ERR1820593	ERX1883095	ERS1420628	ERP003621	PRJEB4345	Enterococcus faecium		PACBIO_SMRT	PacBio RS	813613736.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR27145103	SRX22826816	SRS19807598	SRP476597	PRJNA1050168	Klebsiella pneumoniae	not applicable	OXFORD_NANOPORE	GridION	833482044.0	166214.0	WGS	GENOMIC	SINGLE	Nanopore-Seq of Klebsiella pneumonia outbreak samples
ERR10499102	ERX10016391	ERS14256023	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	39815784.0	22229.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30859_5#158
SRR13575548	SRX9973704	SRS8145954	SRP303741	PRJNA695586	Streptococcus pyogenes	M4C20	OXFORD_NANOPORE	MinION	3473978.0	4000.0	WGS	GENOMIC	SINGLE	Whole genome sequence of Streptococcus pyogenes strain M4C20
SRR21630194	SRX17630820	SRS14987495	SRP354045	PRJNA747871	Streptomyces sp. NBC_00626	NBC_00626	OXFORD_NANOPORE	MinION	1123172030.0	204395.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_00626
SRR22581010	SRX18543996	SRS15387595	SRP074197	PRJNA288601	Klebsiella variicola	2022CK-00505	OXFORD_NANOPORE	GridION	477103686.0	19206.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of ARLN isolate
SRR25068159	SRX20822242	SRS18101097	SRP072679	PRJNA316969	Dermabacter hominis	UMB0490	OXFORD_NANOPORE	MinION	840660940.0	341586.0	WGS	GENOMIC	SINGLE	UMB0490
SRR31394455	SRX26763993	SRS23251420	SRP546114	PRJNA1187901	Vibrio cholerae	V. cholerae	OXFORD_NANOPORE	MinION	16876564.0	4000.0	WGS	GENOMIC	SINGLE	WGS of Vibrio cholerae: River water
SRR6277540	SRX3380181	SRS1256865	SRP068736	PRJNA292901	Klebsiella aerogenes	AR_0018	PACBIO_SMRT	PacBio RS II	1838310993.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Klebsiella aerogenes FDA-CDC-AR_0018 Genomic Library
SRR26465462	SRX22169495	SRS19227346	SRP467862	PRJNA1000275	Haemophilus influenzae	2016N21-284	OXFORD_NANOPORE	MinION	1533509494.0	200694.0	WGS	GENOMIC	SINGLE	VP52
DRR393649	DRX379468	DRS296982	DRP007849	PRJDB10842	Enterobacter asburiae	JBBDABA-19-0005	OXFORD_NANOPORE	GridION	1750103508.0	265942.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00498615
ERR13326683	ERX12697711	ERS20295447	ERP161282	PRJEB76791	Salmonella enterica subsp. enterica serovar Agona		OXFORD_NANOPORE	MinION	368965215.0	83509.0	WGS	GENOMIC	SINGLE	MinION sequencing
