srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR7253212	SRX4157934	SRS1256875	SRP068737	PRJNA292902	Serratia marcescens	AR_0131	PACBIO_SMRT	PacBio RS II	870808525.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Serratia marcescens FDA-CDC-AR_0131 Genomic Library
ERR15094765	ERX14499367	ERS24813574	ERP119900	PRJEB36683	Klebsiella pneumoniae 11227-1		OXFORD_NANOPORE	PromethION	1086736402.0	337103.0	WGS	GENOMIC	SINGLE	Raw reads: DKPU094_L
SRR35275894	SRX30378029	SRS26418553	SRP617898	PRJNA1311294	Bacillus subtilis	DSM 10	OXFORD_NANOPORE	PromethION	3253611973.0	437353.0	WGS	GENOMIC	SINGLE	WGS of Bacillus subtilis: mutant evolved by exposure to pyrithiamine hydrobromide
SRR932063	SRX320106	SRS456501	SRP022914	PRJNA203445	Listeria monocytogenes	R2-502	PACBIO_SMRT	PacBio RS	180997370.0	81741.0	WGS	GENOMIC	SINGLE	Listeria monocytogenes Strain R2-502
SRR27972733	SRX23626432	SRS20465937	SRP489819	PRJNA1076692	Staphylococcus aureus	RIVM_M100329_rerio	OXFORD_NANOPORE	MinION	75473295.0	40938.0	WGS	GENOMIC	SINGLE	RIVM_M100329_rerio
SRR5838614	SRX3014845	ERS2006509	SRP112766	PRJNA363960	Streptomyces sp. 2114.4	2114.4	PACBIO_SMRT	PacBio RS II	763332523.0	246451.0	WGS	GENOMIC	SINGLE	Streptomyces sp. 2114.4
SRR15540406	SRX11838522	SRS9849700	SRP333488	PRJNA336330	Escherichia coli O157	644-PT8	PACBIO_SMRT	PacBio RS II	886436288.0	163482.0	WGS	GENOMIC	SINGLE	Genome sequencing of E. coli O157:H7 from Scotland PacBio reads
SRR3723456	SRX1881017	SRS1527757	SRP077345	PRJNA218049	Exiguobacterium antarcticum DSM 14480	DSM 14480	PACBIO_SMRT	PacBio RS	276596888.0	105534.0	WGS	GENOMIC	SINGLE	Exiguobacterium antarcticum DSM 14480
SRR17681513	SRX13844871	SRS11672791	SRP353467	PRJNA794134	Listeria monocytogenes	TB0488	OXFORD_NANOPORE	MinION	39142790.0	6126.0	WGS	GENOMIC	SINGLE	long read sequencing of Listeria monocytogenes
SRR27205575	SRX22885334	SRS19857589	SRP477922	PRJNA743218	Pseudomonas fluorescens	MYb115	PACBIO_SMRT	Sequel II	502187229.0	43453.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of MYb115
SRR4271512	SRX2179105	SRS1704336	SRP040661	PRJNA231221	Borreliella burgdorferi	FDAARGOS_196	PACBIO_SMRT	PacBio RS	806184411.0	163482.0	WGS	GENOMIC	SINGLE	
SRR26950749	SRX22644457	SRS19641537	SRP474291	PRJNA1043871	Bacillus sp. PBL-C9	PBL-C9	OXFORD_NANOPORE	MinION	1952824.0	248.0	WGS	GENOMIC	SINGLE	Bacillus sp. PBL-C9 Genome sequencing and assembly
SRR29931810	SRX25425690	SRS22086164	SRP521707	PRJNA1139194	Shigella sonnei	3.6.1.1.2	OXFORD_NANOPORE	GridION	334053622.0	82415.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Shigella
SRR1980762	SRX998842	SRS912983	SRP057274	PRJNA281410	Helicobacter pylori J99	J99	PACBIO_SMRT	PacBio RS II	998403944.0	163482.0	WGS	GENOMIC	SINGLE	Helicobacter pylori J99; 20,000 bp library (native DNA)
SRR30200311	SRX25663416	SRS22305961	SRP525609	PRJNA1111864	Escherichia coli	FDN-24	PACBIO_SMRT	Sequel IIe	255245723.0	28081.0	WGS	GENOMIC	SINGLE	Pacbio sequencing of E coli  chromosome FDN-24 from layer chicken
SRR31705077	SRX27066658	SRS23527297	SRP551264	PRJNA1197770	Escherichia coli	Not applicable	OXFORD_NANOPORE	MinION	5066238.0	1930.0	WGS	GENOMIC	SINGLE	Escherichia coli :Pig
SRR35148448	SRX30254079	SRS12559741	SRP369043	PRJNA695678	Microbacterium keratanolyticum	DSM 8606	PACBIO_SMRT	Sequel II	334339274.0	45539.0	WGS	GENOMIC	SINGLE	Microbacterium keratanolyticum DSM 8606
SRR9722911	SRX6480457	SRS2978305	SRP133040	PRJNA307517	Klebsiella pneumoniae	16_GR_13	OXFORD_NANOPORE	MinION	603826017.0	180969.0	WGS	GENOMIC	SINGLE	MinION sequecing of K.pneumoniae:16_GR_13
SRR2148807	SRX1136387	SRS1025019	SRP062151	PRJNA239355	Yersinia pseudotuberculosis	1	PACBIO_SMRT	PacBio RS II	981086167.0	302289.0	WGS	GENOMIC	SINGLE	YAL_PacBio
SRR33768574	SRX28990902	SRS22397373	SRP444583	PRJNA962904	Escherichia coli		PACBIO_SMRT	Sequel II	678321875.0	33224.0	WGS	GENOMIC	SINGLE	PacBio sequencing of A178019HE3 for ARCH 2
SRR11209309	SRX7822124	SRS6233359	SRP251108	PRJNA609126	Staphylococcus aureus	SA1428	OXFORD_NANOPORE	GridION	87675358.0	4000.0	WGS	GENOMIC	SINGLE	Genome sequence of a chronic Staphylococcus aureus isolated from dairy cow that is non-responsive to antibiotic treatment
SRR31599553	SRX26964129	SRS23433843	SRP549287	PRJNA1185485	Escherichia coli	410	OXFORD_NANOPORE	PromethION	1172599661.0	211792.0	WGS	GENOMIC	SINGLE	pig-inf-barcode49
SRR13827102	SRX10206550	SRS3266467	SRP144782	PRJNA464397	Klebsiella pneumoniae		OXFORD_NANOPORE	GridION	972994994.0	157684.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Klebsiella pneumoniae
SRR12827747	SRX9295384	SRS7520524	SRP040661	PRJNA231221	Leuconostoc pseudomesenteroides	FDAARGOS_1003	PACBIO_SMRT	PacBio RS	2542111875.0	163482.0	WGS	GENOMIC	SINGLE	
SRR498043	SRX148634	SRS281882	SRP013241	PRJNA73829	Vibrio cholerae		PACBIO_SMRT	PacBio RS	864290.0	1980.0	WGS	GENOMIC	SINGLE	
SRR32638922	SRX27943437	SRS24309540	SRP477340	PRJNA805195	Streptococcus suis	not applicable	OXFORD_NANOPORE	GridION	945351760.0	235336.0	WGS	GENOMIC	SINGLE	SSUIS-Pig-OK74078CY240234
SRR12395241	SRX8893656	SRS7152678	SRP276100	PRJNA650381	Mycobacterium tuberculosis		OXFORD_NANOPORE	MinION	370584959.0	208334.0	WGS	GENOMIC	SINGLE	Nanopore TB WGS
SRR386365	SRX109872	SRS212334	SRP007230	PRJNA64831	Bacteroides finegoldii CL09T03C10	CL09T03C10	PACBIO_SMRT	PacBio RS	123306183.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
ERR15516446	ERX14920292	ERS26654042	ERP165332	PRJEB81499	Enterobacter hormaechei		OXFORD_NANOPORE	GridION	500000026.0	230421.0	WGS	GENOMIC	SINGLE	GridION sequencing
