srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR31976286	SRX27331391	SRS23506592	SRP074197	PRJNA288601	Klebsiella pneumoniae	2024HL-01326	OXFORD_NANOPORE	MinION	459107394.0	48430.0	WGS	GENOMIC	SINGLE	Long read sequencing of carbapenemase producing organisms
SRR287757	SRX078303	SRS212389	SRP007207	PRJNA68253	Escherichia coli		PACBIO_SMRT	PacBio RS	205922171.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing for C760-09
SRR12681504	SRX9161658	SRS7400563	SRP284173	PRJNA653000	Actinophytocola algeriensis	DSM 46746	PACBIO_SMRT	PacBio RS II	11665154375.0	3821499.0	WGS	GENOMIC	SINGLE	Actinophytocola algeriensis DSM 46746
SRR36466362	SRX31490012	SRS27471092	SRP655520	PRJNA1382140	Acinetobacter baumannii		OXFORD_NANOPORE	GridION	870436615.0	308026.0	WGS	GENOMIC	SINGLE	A. baumannii plasmid DNA methylation study
SRR21109521	SRX17122956	SRS14697096	SRP253134	PRJNA613115	Shigella sonnei	20-001-0088	OXFORD_NANOPORE	MinION	738079835.0	93523.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Shigella sonnei biotype G clinical isolates from Australia
SRR30357567	SRX25815600	SRS11763543	SRP255428	PRJNA541849	Corynebacterium belfantii	PC0635	PACBIO_SMRT	Sequel II	1256522945.0	58818.0	WGS	GENOMIC	SINGLE	Long-read sequencing of Corynebacterium belfantii PC0635
SRR15415566	SRX11717514	SRS9747943	SRP332089	PRJNA528413	Escherichia coli O157:H7	F3113	PACBIO_SMRT	PacBio RS II	2167197538.0	163482.0	WGS	GENOMIC	SINGLE	Genome sequencing of E. coli O157:H7 and O55:H7 strains
SRR27145206	SRX22826909	SRS19807646	SRP476599	PRJNA1050169	Citroniella saccharovorans	DSM 29873	OXFORD_NANOPORE	MinION	36798814.0	3835.0	WGS	GENOMIC	SINGLE	Nanopore MinION of C. saccharovorans
SRR11146897	SRX7783021	SRS6199692	SRP246080	PRJNA603908	Escherichia coli	p4A_4	OXFORD_NANOPORE	GridION	2100723459.0	278012.0	WGS	GENOMIC	SINGLE	ONT-seq of E. coli:p4A_4
SRR27459270	SRX23130926	SRS20082979	SRP482475	PRJNA1062401	Bacteroides xylanisolvens	M2H3	PACBIO_SMRT	Sequel IIe	2563197451.0	396840.0	WGS	GENOMIC	SINGLE	MICROBIAL-DERIVED IMMUNOSTIMULATORY SMALL MOLECULE SYNERGIZES WITH ANTI-PD-1 THERAPY IN LUNG CANCER
