srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR31974488	SRX27329732	SRS23769005	SRP556902	PRJNA1209846	Enterococcus faecalis	4774	OXFORD_NANOPORE	GridION	909007230.0	49490.0	WGS	GENOMIC	SINGLE	WGS of Enterococcus faecalis isolate 4774
SRR14871166	SRX11188652	SRS9244953	SRP324862	PRJNA736470	Streptococcus equi subsp. zooepidemicus	SEZ_18-036	PACBIO_SMRT	Sequel	2970210320.0	322658.0	WGS	GENOMIC	SINGLE	PacBio whole genome sequencing of Streptococcu equi
SRR26327424	SRX22035466	SRS19107832	SRP465264	PRJNA1024516	Enterococcus faecalis		OXFORD_NANOPORE	MinION	430588268.0	18939.0	WGS	GENOMIC	SINGLE	Long-read WGS characterization of commensal Enterococcus isolates from dairy cattle in Northern Spain
SRR21696586	SRX17694124	SRS14987363	SRP354045	PRJNA747871	Kribbella sp. NBC_00801	NBC_00801	OXFORD_NANOPORE	MinION	313819986.0	48750.0	WGS	GENOMIC	SINGLE	nanopore sequencing data from strain NBC_00801
SRR23191132	SRX19141457	SRS16553833	SRP418664	PRJNA905051	Pseudomonas aeruginosa	2857	OXFORD_NANOPORE	MinION	210016343.0	5331.0	WGS	GENOMIC	SINGLE	DNA-seq of Pseudomonas aeruginosa from healthcare
SRR9732393	SRX6489613	SRS5138400	SRP215929	PRJNA555902	Achromobacter xylosoxidans	mfec-7	OXFORD_NANOPORE	GridION	386624443.0	61237.0	WGS	GENOMIC	SINGLE	Genome sequencing of bacterial strain mfec-7
SRR4063115	SRX2052165	SRS1644562	SRP082759	PRJNA247913	Erwinia sp. 9145	9145	PACBIO_SMRT	PacBio RS	237023956.0	80837.0	WGS	GENOMIC	SINGLE	Erwinia sp. 9145
SRR29816473	SRX25315618	SRS16968670	SRP426074	PRJNA941188	Bacillus pumilus	DSM 492	OXFORD_NANOPORE	GridION	262518955.0	52848.0	WGS	GENOMIC	SINGLE	WGS of Bacillus spp: cell culture
ERR13600710	ERX12971733	ERS15600389	ERP132614	PRJEB48268	Klebsiella pneumoniae		OXFORD_NANOPORE	GridION	695967815.0	43801.0	WGS	GENOMIC	SINGLE	GridION sequencing
SRR22350525	SRX18321585	SRS15811860	SRP408788	PRJNA902291	Pasteurella multocida	PF9	OXFORD_NANOPORE	MinION	1269267082.0	133553.0	WGS	GENOMIC	SINGLE	genome sequencing of Pasteurella multocida
SRR386060	SRX109951	SRS010315	SRP001878	PRJNA40009	Bacteroides eggerthii 1_2_48FAA	1_2_48FAA	PACBIO_SMRT	PacBio RS	48241602.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
ERR15094675	ERX14499277	ERS24813620	ERP119900	PRJEB36683	Klebsiella pneumoniae 11227-1		OXFORD_NANOPORE	PromethION	977605962.0	325467.0	WGS	GENOMIC	SINGLE	Raw reads: HKPU036_L
SRR30896210	SRX26299811	SRS22828533	SRP536878	PRJNA1134622	Escherichia coli	OXEC-185	OXFORD_NANOPORE	MinION	379333274.0	143398.0	WGS	GENOMIC	SINGLE	OXEC-185
ERR10499052	ERX10016341	ERS14255447	ERP142629	PRJEB57633	Escherichia coli		OXFORD_NANOPORE	GridION	96692675.0	10921.0	WGS	GENOMIC	SINGLE	Raw reads: ONT_30821_1#44
SRR32204055	SRX27545756	SRS23960614	SRP561120	PRJNA1214876	Ekhidna algicida	To15	OXFORD_NANOPORE	MinION	32782778.0	4000.0	WGS	GENOMIC	SINGLE	Ekhidna algicida strain To15 genome
DRR260894	DRX250597	DRS397399	DRP006482	PRJDB5246	Staphylococcus aureus	CN06	OXFORD_NANOPORE	MinION	953489957.0	102660.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00265715
SRR30949803	SRX26352285	SRS22817274	SRP536567	PRJNA1165464	Escherichia coli	Not applicable	OXFORD_NANOPORE	MinION	258396028.0	59183.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of E.coli: blood isolate
SRR24918217	SRX20679041	SRS17875769	SRP338930	PRJNA766641	Mycobacterium tuberculosis	IDR 2200064990	OXFORD_NANOPORE	MinION	64995734.0	54303.0	WGS	GENOMIC	SINGLE	MinION sequencing of TB isolates
SRR24364112	SRX20152481	SRS17480572	SRP435339	PRJNA534386	Agrobacterium larrymoorei	CFBP5477	OXFORD_NANOPORE	MinION	523963420.0	20375.0	WGS	GENOMIC	SINGLE	WGS of Agrobacterium larrymoorei CFBP5477
SRR30149607	SRX25617460	SRS21937707	SRP518730	PRJNA1133668	Klebsiella pneumoniae	ST258KP166	OXFORD_NANOPORE	MinION	366055702.0	32882.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of clinical CRE isolates: human
SRR12165558	SRX8680969	SRS6959961	SRP270784	PRJNA632279	Pseudoclavibacter chungangensis	DSM 23821	PACBIO_SMRT	PacBio RS II	1696897477.0	532480.0	WGS	GENOMIC	SINGLE	Pseudoclavibacter chungangensis DSM 23821
SRR287680	SRX078300	SRS212385	SRP007207	PRJNA68253	Escherichia coli		PACBIO_SMRT	PacBio RS	122755797.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing for C35-10
SRR34967242	SRX30086323	SRS26152635	SRP608514	PRJNA1305037	Serratia marcescens	MI_KPC_306	OXFORD_NANOPORE	PromethION	382610188.0	92426.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR30107237	SRX25580105	SRS22231205	SRP486766	PRJNA1070447	Streptococcus pyogenes	Isolate 20	OXFORD_NANOPORE	GridION	178549441.0	33747.0	WGS	GENOMIC	SINGLE	WGS of Streptococcus pyogenes isolate 20
SRR22784832	SRX18744612	SRS16179761	SRP413484	PRJNA912639	Escherichia coli	EC_E8BF_1_E_CuN_CeN	OXFORD_NANOPORE	MinION	193749803.0	18921.0	WGS	GENOMIC	SINGLE	WGS of Escherichia coli
SRR386993	SRX109927	SRS281278	SRP001087	PRJNA40075	Escherichia coli str. K-12 substr. MG1655	K-12	PACBIO_SMRT	PacBio RS	240057662.0	81741.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing and Assembly
SRR35085471	SRX30198826	SRS26258576	SRP610612	PRJNA1309298	Enterobacter cloacae	EC-05	OXFORD_NANOPORE	GridION	514315757.0	146241.0	WGS	GENOMIC	SINGLE	ONT WGS
SRR17200435	SRX13380614	SRS11284562	SRP350304	PRJNA786653	Haemophilus influenzae	mpi1338	PACBIO_SMRT	PacBio RS II	117254586.0	18270.0	WGS	GENOMIC	SINGLE	WGS of Haemophilus influenzae: mpi1338
ERR10820940	ERX10266540	ERS7761463	ERP109413	PRJEB27342	Klebsiella pneumoniae		PACBIO_SMRT	Sequel II	5467977394.0	1196313.0	WGS	GENOMIC	SINGLE	Sequel II sequencing
SRR31541016	SRX26907908	SRS23387367	SRP548173	PRJNA1190675	Escherichia coli	The same strain as the one under SRA accession SRR7215278	OXFORD_NANOPORE	MinION	1232042592.0	175406.0	WGS	GENOMIC	SINGLE	ONT of TAS193
SRR609983	SRX188835	SRS364999	SRP015810	PRJNA175447	Escherichia coli ER2796	ER2796/DB24	PACBIO_SMRT	PacBio RS	26861698.0	60961.0	WGS	GENOMIC	SINGLE	EcokDam-WGA
ERR1892100	ERX1952598	ERS1374868	ERP005928	PRJEB6403	Aeromonas encheleia	NCTC12917	PACBIO_SMRT	PacBio RS	1526435796.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR30040126	SRX25514850	SRS21840212	SRP516844	PRJNA1129555	Xanthomonas sp. NCPPB 4468	NCPPB 4468	OXFORD_NANOPORE	PromethION	840823128.0	153646.0	WGS	GENOMIC	SINGLE	Genome sequencing of NCPPB 4468
